name,weight,companyID,price,forbidden_country1,forbidden_country2,forbidden_country3,forbidden_country4,forbidden_country5
Keylex,19.42,106,29.6,,,240,,
Zaam-Dox,15.41,91,384,29,213,,247,
Greenlam,14.04,4,749,225,200,,57,
Alpha,7.07,81,344,,,,,
Keylex,14.19,71,47,,,205,,
Tresom,7.79,94,59,,88,238,86,
Cardify,15.04,16,1455,205,,,132,
Viva,16.84,165,3.99,33,58,,,
Bamity,16.6,19,841,,,,,
Konklux,14.08,12,2960,,,,,
Holdlamis,7.89,90,27,,16,,,214
Solarbreeze,14.35,8,3073,2,,,,214
Sonair,17.87,50,88,,243,,249,
Redhold,12.77,67,152,212,,,,
Vagram,6.6,132,37.93,152,148,,,
Fixflex,3.99,74,332,,,73,,214
Subin,6.88,21,3996,,33,,,
Fixflex,19.74,130,30.1,,,,,
Wrapsafe,12.64,139,12.64,,4,27,,
Bigtax,5.55,13,2865,129,,246,,
Subin,14.07,17,879,,,195,,
Stronghold,19.71,140,19.66,66,186,,,
Fix San,8.07,149,14.19,,83,,241,214
Latlux,0.81,111,17.81,168,53,,,
Bytecard,8.96,133,37.79,,172,,144,
Bytecard,5.59,6,3398,111,127,,,214
Tempsoft,12.85,81,53,56,,15,,
Flowdesk,1.28,11,1747,,,233,,
Vagram,3.99,61,287,,,,57,
Holdlamis,14.76,46,3119,,,,,
Aerified,11.65,54,309,,,,,
Flexidy,17.51,16,3311,,,,,
Andalax,12.96,51,398,,207,,,214
Treeflex,4.74,63,295,,53,,,
Flexidy,6.22,34,2272,105,,,,
Zathin,11.4,37,1292,163,191,,,
Namfix,17.35,97,255,92,126,,99,
Daltfresh,11.9,85,318,,,67,,
Andalax,18.77,26,3442,,201,60,,
Biodex,19.14,127,14.55,13,,,,
Fix San,0.42,95,275,,22,,250,
Voyatouch,18.93,38,1093,,,,,
Trippledex,14.67,136,14.39,,238,213,,
Gembucket,18.83,13,1919,142,,,,
Treeflex,17.17,144,31.81,,,64,,214
Cardguard,4.4,85,389,,,153,24,
Otcom,6.0,137,36.02,,,,,
Toughjoyfax,12.44,124,27.56,109,,,,214
Tempsoft,16.98,92,27,174,212,,95,214
Ventosanzap,9.52,55,293,122,74,,,
Bitchip,16.83,3,3277,201,,,94,
Lotstring,9.25,3,2809,155,234,,,
Rank,16.88,151,32.45,64,,,,
Vagram,9.52,10,3584,,38,,,
Treeflex,4.88,60,322,62,33,,,
Cardguard,10.77,46,964,190,,59,13,
Alpha,8.44,55,235,106,,,,
Toughjoyfax,13.51,38,573,24,,,115,
Konklab,19.05,28,2281,108,20,,,
Treeflex,12.85,20,1566,93,,,8,
Subin,7.79,5,1939,183,104,12,,
Sub-Ex,11.07,64,36,226,,,,214
Redhold,2.87,54,398,,,,222,
Zontrax,12.35,90,324,27,37,,62,
Pannier,8.55,115,29.49,,224,,,
Bigtax,9.99,40,1716,,,,,
Ronstring,14.48,53,102,,,118,,214
Ventosanzap,11.29,43,1808,156,38,,226,
Cardify,11.27,21,635,12,63,,,214
Lotstring,9.01,37,2486,,,,,
Quo Lux,4.52,137,23.49,4,,,,
Ventosanzap,17.42,153,25.06,143,,,,214
Pannier,7.48,91,221,,135,,,
Trippledex,14.94,63,37,39,208,,,
Job,0.34,4,2526,,,204,,
Zamit,1.8,136,17.72,,62,,,
Flowdesk,14.83,16,3847,,,244,,
Zamit,14.65,25,1348,,,,,
Rank,6.84,25,3614,,,,,
Y-Solowarm,7.68,27,686,111,,,,
Biodex,8.58,22,3709,165,,99,,
Zoolab,11.06,49,788,,,174,,
Duobam,3.99,103,3.83,,,,,
Wrapsafe,7.69,7,765,,37,,,
Tres-Zap,11.3,112,14.11,,129,152,,
Treeflex,12.78,157,32.54,23,,,99,
Trippledex,17.98,44,454,,,,66,
Mat Lam Tam,19.46,85,96,,124,,182,
Namfix,12.78,104,21.22,,216,,,
Flowdesk,16.7,55,394,,,,,
Gembucket,15.98,49,431,,,,,
Lotlux,2.77,84,52,31,,189,175,
Regrant,19.75,156,13.37,148,,,,
Treeflex,1.57,53,3,152,,,42,214
Daltfresh,6.92,18,3553,47,197,,25,
Bytecard,4.42,1,1477,,,,,
Tampflex,4.28,103,34.4,,,,,
Bitwolf,17.75,72,115,,,43,,
Ronstring,8.83,27,1081,,5,,,
Zamit,13.95,74,384,,,,,
Kanlam,7.95,43,3381,213,,,,
Veribet,3.71,19,2315,,,,,
Transcof,11.72,118,13.94,172,,,,
Rank,12.74,44,3504,,85,179,,
Voltsillam,0.15,32,3089,,,132,,
Sonair,19.01,75,365,7,183,20,104,
Veribet,10.74,4,1749,,,,,
Overhold,9.68,110,8.75,,176,,,
Andalax,14.11,61,18,21,,218,,214
Domainer,19.66,155,37.11,,103,70,,
Duobam,15.91,147,24.09,205,,87,,
Treeflex,15.21,2,2136,82,,,,
Konklab,13.78,145,25.81,,221,,11,
Sub-Ex,10.8,165,39.42,,154,,,
Daltfresh,2.02,132,37.68,161,25,84,,
Cardify,9.45,138,18.19,225,159,,,
Latlux,1.4,134,35.74,,,179,,
Viva,4.68,69,192,197,101,,,
Namfix,1.0,36,2049,,,151,,
Bitwolf,8.31,91,244,,,212,,
Flexidy,17.02,104,24.12,,11,,,
Matsoft,16.64,52,365,211,,93,,
Fintone,13.7,140,3.12,,224,196,,
Andalax,9.37,124,38.96,67,,,,
Fintone,18.55,123,17.66,167,231,,,
Home Ing,6.05,163,11.11,,109,,,
Stronghold,11.73,122,37.58,97,,,,
Lotlux,2.0,50,379,,130,,61,
Domainer,11.57,8,886,87,,,19,
Ventosanzap,11.82,116,35.75,,132,,127,
Duobam,11.92,14,1894,,,,,
Latlux,8.12,63,369,56,91,,33,
Lotlux,4.65,58,5,,183,,,
Sonair,17.28,69,84,,209,128,,214
Cardify,19.76,87,176,,12,,175,
Sub-Ex,0.87,150,10.13,59,,,136,
Tresom,5.81,86,58,,,,,214
Stim,9.49,142,1.58,58,195,,,
Keylex,16.18,30,2917,,,,,
Home Ing,11.96,47,1841,214,,165,116,
Temp,2.65,141,36.96,73,,219,225,
Home Ing,10.09,137,13.35,,,239,45,
Stronghold,6.17,146,36.5,,130,,,
Flexidy,13.2,129,30.79,,21,,,
Flowdesk,13.64,102,29.0,134,,,,
Daltfresh,4.67,60,245,147,129,147,152,
Flowdesk,1.63,166,14.43,229,19,,,
Sub-Ex,5.3,55,176,45,,,145,
Toughjoyfax,10.33,157,30.63,,242,,,
Bamity,8.29,142,26.54,,136,,,
Cookley,10.48,117,30.12,,79,,,
Voyatouch,2.67,96,360,109,214,,4,
Fintone,10.25,114,38.36,105,,,,
Vagram,2.34,98,197,231,,,,
Fix San,9.63,30,858,,,,72,214
Holdlamis,13.08,102,15.82,,20,,81,
Andalax,4.58,73,102,196,,,,
Alphazap,10.07,166,26.48,,99,,,
Voyatouch,9.96,119,32.58,142,,,,
Duobam,14.04,166,14.29,,,,,
Home Ing,3.96,119,30.44,229,,,113,
Sonair,2.02,152,38.64,,166,,,
Fix San,19.7,151,19.8,150,,2,197,
Temp,17.57,141,26.94,200,106,,,
Namfix,5.71,18,3494,,,,,214
Lotstring,19.92,96,334,,142,,,
Prodder,18.84,135,0.21,227,68,119,,
Zamit,13.62,151,10.35,196,,243,,
Overhold,11.68,29,1088,130,,,,
Konklux,19.46,27,2579,53,128,,,
Stim,10.19,11,3645,,,,,
Kanlam,17.1,72,77,71,,,,
Biodex,6.15,152,25.82,,,,,
Stringtough,17.6,49,1964,,,236,,
Wrapsafe,12.41,25,3545,,,216,,
Domainer,19.49,35,2061,245,,,130,214
Pannier,12.72,143,36.97,118,,,,214
Zaam-Dox,5.37,20,3204,157,,60,,
Span,12.06,47,2289,,129,163,106,
Kanlam,13.14,123,25.63,188,,,,
Kanlam,10.67,70,73,136,,,,
Y-Solowarm,19.91,114,13.66,,232,,,
Bigtax,13.47,100,352,219,,,,
Kanlam,10.34,53,390,41,232,,,
Transcof,5.3,57,74,,,,,
Tin,3.16,134,3.3,,,,,
Duobam,10.31,166,8.75,,,161,,214
Toughjoyfax,1.81,70,68,,,,,
Pannier,7.75,69,348,197,,105,,
Tresom,11.94,147,14.57,,,109,,
Fix San,3.52,5,2852,,,,,
Ronstring,0.73,82,101,228,195,38,,
Trippledex,5.11,159,8.91,99,,,,214
Voyatouch,1.76,53,217,104,171,72,,214
Cardguard,5.44,87,68,,79,210,,
Treeflex,6.88,4,2140,,77,127,,
Job,14.68,16,1730,,,,,
It,3.27,165,13.95,,,,,
Bamity,15.35,55,322,,,148,,
Y-find,12.95,108,22.73,,,,,
Cardguard,8.43,128,37.11,,,,,
Namfix,19.32,102,34.91,,,,,
Temp,16.56,89,110,,132,,,
Hatity,4.31,140,18.94,242,104,,,
Stronghold,8.79,149,39.84,117,,,,
Tres-Zap,10.29,167,25.77,,,,,
Temp,10.46,83,332,73,,,137,
Zontrax,3.31,88,176,44,58,,,214
Andalax,2.29,41,3559,,47,166,,
Treeflex,6.12,129,18.41,,152,91,,214
Zontrax,4.75,29,1600,34,,,,
Aerified,7.16,127,26.83,236,,29,88,
Viva,15.11,48,1286,209,132,,,
Cardguard,15.72,120,26.5,,,162,220,
Temp,13.42,165,1.84,,159,44,,
Lotstring,16.72,53,349,,173,,,
Sub-Ex,14.97,139,22.25,,,,106,
Lotlux,3.8,69,315,123,160,204,134,
Zamit,0.36,53,279,,,65,99,
Voltsillam,1.19,83,60,63,,,,
Toughjoyfax,6.07,24,1000,222,,,,214
Kanlam,16.55,123,23.81,226,,,,
Opela,7.45,45,3067,,185,,,
Latlux,8.87,94,123,,,,,
Zamit,15.22,53,302,165,179,30,168,
Solarbreeze,14.43,41,3288,195,75,,,214
Y-find,15.18,169,30.62,,60,,,
Sub-Ex,13.65,40,1942,141,,,,
Voyatouch,7.96,63,219,100,166,,,
Ronstring,8.39,104,17.65,,2,,190,
Y-Solowarm,4.79,1,1976,,,,,
Aerified,11.06,73,24,15,230,,,
Bytecard,17.56,22,3691,,,,,
Daltfresh,3.55,73,374,191,,,,
Sonsing,17.19,163,5.76,,59,,,214
Viva,18.04,27,3460,,171,,,
Cookley,19.14,10,3555,,,,,
Prodder,7.44,136,32.73,184,203,,144,
Home Ing,17.69,73,280,,,,,
Stringtough,11.68,13,1657,233,,149,,
Bitwolf,9.24,48,3941,,,,,
Cookley,19.19,20,2085,,,,,
Konklab,11.69,162,15.24,,,,250,
Wrapsafe,2.6,41,2874,,,,,
Konklab,0.91,59,344,21,,,,
Zaam-Dox,5.09,141,3.2,209,,122,,
Keylex,14.57,20,3335,,,,,
Lotstring,7.67,14,2409,,,,,
Quo Lux,5.97,85,227,221,,,,
Stim,9.23,69,120,,,,,
Konklux,0.15,70,128,,,,,
Stringtough,10.84,92,99,91,80,,,
Job,8.07,78,144,,,,,
It,2.44,28,2392,173,80,,,
Overhold,13.81,4,1170,,82,,,
Subin,10.96,6,3750,248,107,116,,
Cardify,4.95,46,3054,58,,,,
Tempsoft,14.67,164,20.57,,,,,
Span,2.21,104,9.28,,,41,,
Tampflex,0.6,148,11.81,236,,,214,
Voyatouch,18.62,161,37.94,1,75,38,,
Tres-Zap,12.93,80,177,69,,,,
Lotlux,10.94,158,24.37,195,,67,,
Daltfresh,9.0,8,1889,,10,165,,
Veribet,7.96,36,2155,,,140,,
Rank,16.06,46,3967,,,,207,
Bitwolf,9.98,144,30.43,26,,,196,
Bamity,12.01,141,0.55,,,,,
Aerified,18.1,84,60,123,,56,,
Ronstring,6.86,66,348,,,,,
Span,4.49,95,170,170,110,193,,
Redhold,10.54,97,256,,,,,
Span,16.23,77,169,,,,,
Quo Lux,5.43,168,10.14,7,,,,
Stronghold,15.05,134,28.16,18,,,,
Bigtax,9.11,45,3446,,,,,
Sonsing,15.6,108,2.15,84,,,,214
Sub-Ex,6.43,15,3756,,,6,248,
Domainer,12.15,84,257,248,,,,
Trippledex,9.91,81,251,,,,,
Treeflex,13.12,84,79,207,176,,98,
Latlux,10.27,160,17.0,17,,,103,214
Bamity,12.0,39,2500,44,,,,
Hatity,6.4,160,16.75,,,,,
Sub-Ex,0.64,129,12.13,11,233,3,,
Biodex,0.14,112,19.6,,,176,157,
Greenlam,11.28,169,3.3,,,,,
Tres-Zap,0.56,104,13.24,,,,141,
Lotlux,13.21,119,19.63,158,225,,,
Tresom,9.04,33,2815,,194,216,178,
Pannier,12.23,19,2635,,,,,
Bamity,13.41,41,1755,40,,,,
Voltsillam,12.17,83,261,225,,,,
Alphazap,12.26,42,2717,31,222,,,
Stim,7.09,4,2764,232,,239,118,
Y-find,9.54,148,15.14,172,,,,
Konklab,15.16,63,286,,138,184,,
Tampflex,1.35,16,1316,,,,127,
Fintone,19.62,167,16.55,,,,,
Greenlam,14.32,9,1866,,,,,
Zoolab,6.44,140,28.85,,103,,,
Viva,2.75,38,1110,17,236,,,
Span,11.03,115,10.95,148,34,,,
Bamity,9.57,38,2560,226,,,,
Mat Lam Tam,5.16,159,36.39,,206,83,,
Overhold,11.14,63,332,39,45,,,
Y-Solowarm,13.87,110,10.02,,,,,
Bitchip,3.84,39,2947,,170,,,214
Opela,16.37,86,14,19,,74,,
Voltsillam,13.26,126,31.06,,,171,128,
Redhold,15.72,90,15,152,,,34,
Pannier,6.15,158,18.14,163,173,,,
Wrapsafe,6.88,165,12.87,,,175,,
Zontrax,1.32,154,1.11,61,,,16,
Lotlux,11.29,82,40,220,120,,,
Home Ing,9.27,104,1.36,29,230,,,214
Job,4.32,105,25.6,,239,36,117,
Tres-Zap,11.12,36,1060,150,106,,,
Tresom,13.58,55,215,,118,,,
Wrapsafe,1.91,163,11.33,,,42,,
Prodder,6.49,64,152,37,,,,
Sonair,0.28,122,12.56,152,,,,
Stronghold,19.1,38,1959,,,,,
Zaam-Dox,10.82,149,33.26,23,,9,,214
Bitchip,11.45,16,3635,250,,44,242,
Quo Lux,13.27,83,220,,,,242,
Tres-Zap,17.51,131,9.26,210,,,,
Subin,8.96,143,26.13,,58,,,
Overhold,19.06,81,49,33,,161,,
Konklab,13.6,4,1858,,,,,
Lotlux,14.61,137,0.24,,,52,,214
Flexidy,1.09,106,14.85,,122,,,
Toughjoyfax,13.41,94,114,188,,,,
Transcof,9.03,23,2020,,,,,
Subin,13.51,14,3572,,,233,,214
Regrant,12.68,166,8.69,,107,43,,
Daltfresh,3.92,33,3433,10,,,,
Alpha,19.49,55,378,155,,,,
Quo Lux,5.87,166,5.77,124,194,,,
Tres-Zap,12.44,131,29.72,18,,,,
Andalax,5.36,73,291,,,,,
Temp,6.08,158,28.08,61,119,,,214
Biodex,5.67,151,18.14,60,,,,
Fix San,13.07,43,2296,235,63,247,150,
It,18.86,108,26.51,,15,195,,214
Subin,19.71,155,9.96,,145,,,
Opela,3.28,149,13.9,,103,,,
Cardify,10.31,65,225,118,,95,,
Bigtax,7.64,63,179,,,,,
Y-Solowarm,0.65,126,1.8,236,77,,,
Namfix,6.66,116,2.98,21,,,,
Quo Lux,3.61,140,22.05,,234,,,
Ventosanzap,5.33,123,19.45,,,,,
Bigtax,16.07,67,349,66,,,181,
Alphazap,7.89,107,28.86,,,46,245,214
Pannier,9.86,79,298,,42,,,
Stim,4.98,97,358,,,27,,
Stim,6.23,90,228,238,195,,,
Toughjoyfax,18.98,152,14.43,56,209,,,
Mat Lam Tam,8.44,26,3896,103,111,,,
Fix San,7.24,37,2024,222,161,,93,
Stim,2.3,168,31.54,,,,9,
Transcof,5.72,135,13.38,210,54,,,
Temp,18.94,154,6.74,,77,,,
Greenlam,1.7,155,23.3,173,,,,
Stim,9.23,22,1693,88,68,247,,214
Tempsoft,8.5,89,399,151,163,7,220,
Tres-Zap,11.11,7,3304,224,137,142,169,
Daltfresh,15.55,161,23.96,47,,,,
Alpha,6.43,72,243,189,,,204,
Flowdesk,6.66,40,3249,61,,,,
Subin,13.14,145,30.98,,,,,
Regrant,10.37,117,29.0,,,,,
Toughjoyfax,18.48,66,394,161,,,,
Voltsillam,0.62,123,27.86,97,,,,
Bamity,4.61,168,35.69,,70,,,
Rank,4.17,16,3085,69,227,,,
Fixflex,6.2,109,4.93,117,43,,,
Flowdesk,0.42,165,15.89,,241,,,
Keylex,19.17,88,252,,,,,
Hatity,1.74,91,304,97,,,,
Stim,7.47,71,47,,,,,214
Tresom,7.47,44,3797,,,224,,
Zamit,15.49,14,732,,,,,
Namfix,3.86,136,20.28,,,,,
Mat Lam Tam,9.56,81,106,,234,227,,
Zontrax,9.74,84,246,,54,,,
Greenlam,19.83,47,3639,248,,73,,
Ventosanzap,17.5,14,3615,82,,,,
Veribet,6.34,23,2024,,,,31,
Zathin,9.85,84,363,,38,,221,
Asoka,2.07,25,2507,143,45,,,
Bitchip,12.97,10,3462,,18,173,,214
Ronstring,11.61,144,19.13,174,225,,,
Cardify,10.46,19,3925,88,,9,,
Ronstring,16.41,119,30.51,,73,227,,
Y-find,16.66,2,3361,6,,,,214
Subin,9.63,7,1664,,,,,
Stronghold,15.33,1,3795,,,,,
Veribet,3.27,63,163,,,,93,
Stringtough,2.48,1,2756,,28,,,
Tempsoft,13.96,100,106,136,,,,
Tres-Zap,7.81,13,804,,,172,,
Latlux,10.51,35,3938,,,,177,
Quo Lux,19.22,88,39,,,,107,214
Duobam,14.49,97,365,69,,84,,
Prodder,2.44,45,3734,125,,,,214
Tresom,12.23,53,231,,,,,
Treeflex,9.76,150,39.07,204,161,64,60,
Namfix,11.63,11,3025,,,,,
Bitwolf,16.45,15,1872,88,,,37,
Toughjoyfax,9.09,85,15,4,,,,
Duobam,12.29,22,662,156,198,151,,214
Kanlam,16.96,26,2635,236,163,,,
Y-Solowarm,6.29,77,93,195,73,,106,
Job,19.45,124,26.23,,,,,
Home Ing,1.37,43,2479,59,,90,,
Asoka,17.86,113,25.39,,,,,
Pannier,3.13,135,10.94,193,107,,,214
Biodex,0.35,37,632,142,,246,,
Transcof,11.64,64,39,,,188,141,
Sonsing,14.82,120,13.39,,,,,
Daltfresh,16.03,139,4.83,149,,,,
Alpha,10.9,123,18.47,,,,,
Gembucket,18.44,113,2.95,77,,,,214
Alphazap,19.71,112,28.06,,37,33,,
Domainer,3.64,2,1244,195,,142,127,
Voyatouch,2.31,102,18.05,82,159,,212,
Gembucket,2.64,92,334,79,,96,,
Kanlam,0.24,45,974,,30,,,
Job,11.91,83,375,,,,,214
Flowdesk,12.43,9,1005,40,,,,
Kanlam,14.5,34,2233,199,,,,
Tin,0.63,169,8.63,7,,,,
Holdlamis,16.38,11,1535,24,,,132,
Duobam,11.07,23,1355,,167,,,
Subin,1.39,147,15.75,57,198,,,
Fix San,6.7,48,2054,,,,,
Otcom,9.76,66,236,,205,,,
Regrant,1.15,37,3666,194,,50,51,214
Alphazap,0.69,105,1.51,,160,,15,
Trippledex,6.65,82,377,,,,,
Zontrax,14.02,19,1970,,,72,153,
Cardify,19.86,56,380,152,,,212,214
Redhold,0.43,68,15,23,246,225,163,
Daltfresh,15.73,86,21,,58,,93,
Vagram,6.07,156,13.71,,,8,,
Zaam-Dox,7.4,157,3.91,167,82,,,
Alpha,15.52,139,8.21,192,24,135,,214
Gembucket,4.21,6,782,84,,23,,
Greenlam,12.98,151,13.2,191,62,6,3,
Tampflex,15.79,141,5.3,154,48,,203,
Vagram,16.87,47,2418,52,,,,
Otcom,11.16,33,1619,,141,,,
Bigtax,14.57,60,189,101,,,,
Rank,17.52,107,28.91,,189,,,
Quo Lux,2.87,133,33.52,61,,,,
Cardify,5.03,54,65,,,,133,
Konklux,8.51,58,361,111,,,207,
Transcof,16.24,118,10.99,,134,,,
Ventosanzap,17.34,126,11.03,56,,,,
Regrant,18.3,71,66,,223,,,214
Y-Solowarm,8.79,98,255,185,110,,,
Sub-Ex,19.11,154,24.84,,96,,,214
Ventosanzap,8.68,57,98,136,,,,
Zamit,18.97,30,1356,,135,,170,
Flowdesk,15.52,135,21.92,,,,,214
Alpha,6.61,136,30.2,,171,,,
Stim,4.59,87,72,,,,,
Y-find,14.73,137,24.04,,176,,,
Transcof,12.15,157,15.68,212,,244,,
Zamit,4.35,108,28.58,35,,36,,
Zamit,14.58,14,763,,,,,
It,19.73,34,1140,,98,,,
Tampflex,4.12,42,1885,,85,,218,
Daltfresh,15.58,142,8.55,71,27,,200,
Duobam,9.82,125,38.29,76,,,,
Voltsillam,2.82,53,96,,11,197,,
Flowdesk,19.25,112,10.89,52,153,38,,
Mat Lam Tam,15.21,124,21.45,79,138,,,
Otcom,14.61,110,2.16,90,,,,
Cookley,0.28,95,111,193,133,,134,
Wrapsafe,1.15,137,15.88,160,57,202,,
Sonsing,10.94,24,2799,137,111,,,
Latlux,4.77,16,2109,69,,51,,
Tres-Zap,16.92,86,38,,,13,,
Redhold,11.07,3,458,97,24,,,
Flexidy,2.68,104,19.43,,221,,,
Zamit,19.89,46,2166,,,,,
Vagram,16.07,161,33.66,,,,,
Tampflex,0.92,34,3799,207,,2,101,
Gembucket,3.88,40,2437,147,,,,
Pannier,3.98,1,1875,149,83,,,214
Trippledex,11.23,143,9.83,,,209,,
Gembucket,16.1,72,110,241,,,,
Redhold,4.13,57,368,165,147,,51,
Pannier,16.92,155,15.29,205,99,,,
Trippledex,8.68,7,3023,103,,160,,
Biodex,9.7,26,2294,,,,,
Mat Lam Tam,14.2,93,55,,8,,143,
Zoolab,17.89,4,3936,,,,,
Flexidy,15.32,130,17.43,83,213,,223,
Zontrax,4.5,155,25.81,13,,112,,
Bamity,16.44,1,2514,,126,33,,
Lotstring,11.47,53,117,170,,,,
Hatity,10.92,128,5.39,,201,74,,214
Cardguard,2.37,137,10.83,,,,,
Flowdesk,14.42,66,337,250,,,,
Matsoft,19.32,69,195,168,89,167,,
Bigtax,9.31,158,4.2,101,,,,
Prodder,11.45,32,3557,,17,,,
Opela,5.45,89,305,228,,,,
Job,14.36,129,39.6,,,74,,
Stim,15.18,137,0.26,,,,,
Fixflex,2.82,117,7.23,,,58,,
Asoka,3.51,65,115,185,33,,,
Kanlam,19.53,154,37.68,143,,149,,
Zamit,3.96,70,347,,,154,,
Gembucket,16.88,124,16.73,57,15,,84,
Tresom,2.38,3,2113,,,237,,
Zamit,1.31,115,0.17,160,,,,
Tampflex,10.91,102,39.54,4,117,,,
Fintone,4.08,127,18.86,113,,,,
Sonsing,16.93,157,39.81,120,,14,,
Wrapsafe,0.71,43,3009,,,,,
Veribet,18.65,35,2943,66,120,,,
Otcom,15.73,62,308,,,,40,
Zaam-Dox,0.22,14,1979,,,,,
Namfix,14.61,2,3677,145,71,,,
Fix San,9.83,111,9.38,,,138,,
Matsoft,6.38,165,24.21,223,,,,
Stringtough,7.74,36,3875,151,,189,,
Ronstring,1.74,39,409,,24,,,
Subin,13.43,105,27.92,,,,,
Temp,14.81,28,2703,170,,,,
Ventosanzap,7.04,76,135,,,,,
Ronstring,7.81,155,36.94,,119,38,,214
Alphazap,18.56,98,213,,,,,
Subin,11.31,43,3794,,,,,
Tempsoft,18.88,154,21.98,,,,,
Asoka,4.4,91,321,41,,,,
Bitchip,14.45,59,378,148,,,,
Bitwolf,4.7,24,1274,,,,,
Tres-Zap,16.9,40,2513,,,,,
Rank,14.04,164,21.15,,,2,,
Asoka,13.0,88,190,,,214,,
Viva,11.57,169,18.52,244,,61,,
Cookley,2.53,1,738,,,24,,
Lotlux,11.07,25,2828,12,,,,
Flowdesk,15.7,124,6.82,,,,,
Zontrax,15.4,131,2.68,105,,96,,
Ventosanzap,4.62,27,1394,15,,,1,
Andalax,5.63,71,52,,236,108,151,
Y-Solowarm,19.01,151,30.57,17,,,,
Job,10.54,93,240,,,,,
Lotlux,1.65,20,3077,41,,,236,
Veribet,15.09,60,303,137,25,,,
Regrant,4.29,108,13.56,,,,7,
Y-find,5.85,61,106,,11,,,
Temp,17.09,75,13,,,,,
Sonair,19.5,42,3784,213,,,,
Bytecard,8.55,123,2.76,49,,,,
Vagram,9.33,150,7.21,,,,,
Sub-Ex,16.76,38,2016,,,166,,214
Overhold,3.35,54,195,209,,,,
Toughjoyfax,2.61,55,219,146,205,,198,
Namfix,19.31,150,28.73,32,55,,,
Viva,18.55,60,354,,,176,,
Alpha,19.99,120,29.3,,,,,
Bigtax,6.23,14,1181,,139,,100,
Matsoft,15.58,122,30.26,23,,,,
Keylex,13.3,78,211,,,,,
Redhold,1.09,118,18.45,96,150,,,
Andalax,6.59,33,2270,237,,135,,
Bytecard,5.77,159,12.62,,124,49,,
Konklux,5.3,139,2.1,14,,184,,
Regrant,12.7,134,7.43,171,175,206,123,
Treeflex,4.49,153,37.03,108,64,,,
Quo Lux,15.31,55,62,121,107,,,
Stronghold,11.33,82,346,,,,,
Wrapsafe,8.77,113,28.51,37,,,86,
Greenlam,11.66,14,1763,,,,,
Wrapsafe,4.41,8,1829,,87,,,
Konklab,15.94,103,39.82,180,,,102,
Quo Lux,0.71,136,4.99,25,74,,82,
Fintone,19.92,124,31.31,,,243,,
Cardify,1.12,130,25.68,30,,,,
Hatity,6.52,144,4.11,70,63,201,,
Zaam-Dox,10.99,2,2031,86,,,,
Keylex,14.13,7,2717,18,175,,,
Bytecard,19.98,7,2644,,,,,
Biodex,11.71,102,22.37,138,43,,,
Tempsoft,2.18,59,261,24,,217,129,
Domainer,9.17,153,31.34,173,,,,
Voyatouch,1.66,10,2543,112,,,,
Stim,0.57,139,24.97,,,,196,
Zathin,14.14,101,0.27,205,44,79,,
Aerified,2.24,92,392,,,154,,
Hatity,17.16,75,312,,214,,,
Home Ing,2.6,67,360,66,225,,12,
Pannier,5.13,159,11.63,,,88,,
Veribet,15.11,119,10.55,,,,157,
Lotlux,8.44,114,11.59,,63,,142,
Asoka,12.17,15,3094,169,,,,
Lotstring,2.67,117,13.04,,49,,,
It,18.62,30,1715,,207,,,
Bigtax,19.33,48,1480,,,,,
Namfix,15.54,80,62,3,68,,,
Voyatouch,6.4,154,31.19,206,228,,,
Home Ing,14.39,81,111,,,218,,
Overhold,9.26,143,27.15,,,75,,
Alphazap,11.4,122,12.19,92,201,,,214
Vagram,13.21,103,0.43,,,,,
Mat Lam Tam,7.69,160,13.34,,,,,
Lotlux,13.24,11,3980,113,,,,
Aerified,18.59,89,390,174,,,,
Otcom,6.13,159,13.18,234,,,,214
Aerified,13.87,89,222,,125,,,
Holdlamis,8.88,81,28,7,,,,214
Veribet,5.44,126,3.33,215,164,85,,
Fintone,2.93,26,3182,203,,,,
Regrant,16.86,24,2484,247,87,,,
Solarbreeze,1.97,49,2663,,42,,,
Asoka,9.01,85,157,,163,,,214
Opela,7.9,40,1227,,,,4,214
Lotlux,10.71,108,14.48,,,,,
Otcom,14.56,133,30.79,131,138,,,
Temp,14.34,154,39.48,,,,8,
Subin,8.13,109,13.8,,234,111,36,
Kanlam,8.12,34,2516,,,9,,
Cookley,11.59,88,326,,91,,,
Voyatouch,12.96,166,23.73,247,108,25,,214
Viva,6.55,122,19.12,,,,,
Transcof,3.42,59,10,198,,,,
Duobam,17.51,113,18.09,,186,,,
Tempsoft,6.03,20,1438,,,,,
Cardguard,12.73,19,2202,13,,183,,
Rank,3.23,148,22.42,131,,,,
Temp,1.16,109,8.44,,25,,219,
Trippledex,3.36,74,229,,,165,,
Redhold,1.56,80,235,54,,18,,
Stronghold,18.54,14,1752,,244,,45,
Rank,8.81,116,30.85,119,,,,
Tresom,0.95,21,885,,,,,214
Tempsoft,12.01,46,3940,,,,,214
Lotlux,19.8,158,1.17,,,,,
Alpha,7.08,65,18,232,33,,,
Stronghold,15.95,148,21.61,,51,,,
Holdlamis,16.69,31,3373,223,,,,
Domainer,9.83,128,35.3,,151,145,113,214
Domainer,14.21,100,96,107,59,,,
Tresom,0.61,26,2562,55,37,,,
Aerified,1.16,103,14.71,184,,,,
Bamity,18.57,123,25.53,,,,,214
Bigtax,9.61,47,2752,140,,185,242,
