starting_year,retirement_year,airlineID,rent_airlineID
1984,2022,7220,2009
1971,1998,20143,
2012,2062,10549,
2007,2046,16870,
1951,1957,13721,
2013,2057,5244,
1955,1970,20769,
1985,2009,1565,
2004,2027,6880,
1984,2006,16153,
1992,2012,1716,
2006,2028,5998,
1986,2023,8216,
2007,2051,17578,
1999,2039,8872,
1960,1963,3357,
2013,2040,3658,
1982,2005,20918,
1971,1976,6597,
1995,1996,2331,
1985,1992,4873,2009
1953,1985,368,
1983,2020,19119,
2008,2051,11991,
2007,2034,14425,
1964,1970,14435,
1975,1990,6501,
1990,2010,11148,
2009,2033,8327,
1990,2000,19368,
1967,1968,5149,
1978,1988,12313,24
1984,2033,17413,
1987,2026,16932,
2000,2008,6839,
1981,2003,11010,1355
2019,2036,8192,
1955,1993,19777,
1952,1977,18244,
1996,2013,17827,
2019,2039,15947,
1977,2001,18147,
1988,2037,6081,
2009,2019,13252,
1997,1998,16785,
1959,2007,10839,
1980,2027,17848,2183
1952,1960,18797,5209
1960,1996,8629,
1958,1966,6630,
1967,1991,15070,
2001,2046,18145,90
1957,1974,5215,
1998,2034,17713,
1989,1990,18416,
1988,1996,15822,
2001,2041,14444,
1952,1960,14660,
2000,2038,7419,
1975,2023,6452,
2005,2049,15358,3320
1981,2009,4267,
2015,2051,11633,
2021,2051,19167,
1988,2007,137,
1995,2004,10470,
2003,2015,21318,
2017,2065,4834,
2005,2053,5475,
1954,1974,15162,
1994,2000,6116,
2020,2023,6994,
1996,2010,16468,
1970,1997,10605,
1998,2013,12105,
1983,2001,16751,
1953,1998,18531,
1986,2016,10421,
1956,1960,10188,
1987,1995,6019,
1992,2021,9227,
1981,1996,16633,
1962,2001,1575,
1957,1995,17032,
2021,2026,17015,
1962,1975,1379,
1954,1965,8904,
1998,2045,9291,
1956,1959,8265,
1966,1996,8666,
1972,1994,15770,
1977,1993,9718,
1972,2022,19796,
1989,2039,13358,
1976,1995,7112,
2000,2044,15357,2183
1983,2027,8412,
1959,1996,16874,
2020,2035,10263,90
2011,2020,15040,
1997,2041,7664,
2009,2032,7900,
1956,1964,7779,
2006,2052,17580,
2013,2032,2859,
1993,2037,11884,
1991,2021,21759,
2004,2019,5256,
2002,2045,19176,
1999,2009,9359,
2005,2025,9997,
1986,2007,4730,
2019,2038,20680,
1989,1999,2512,
1958,1982,15608,
1986,2010,18717,
1990,1996,16753,2009
1967,2016,7470,
1992,1995,4494,
1956,1991,18743,
1978,1996,12173,
1951,1986,6375,
2005,2047,2666,
1981,1996,7577,
2016,2048,19088,
1973,1993,6520,
1993,2031,21605,
1962,2010,15407,
1996,2020,11312,
1993,2035,2019,
2008,2028,4727,5352
1992,2040,18274,
1986,2001,9095,
1954,2002,20374,
1969,1972,16243,
1957,1959,7030,
1952,1973,21704,
2017,2054,311,
1970,1980,20617,
1983,2020,6752,
1997,2001,16781,
1965,2009,21556,
1963,1970,7857,
1960,1995,20640,
1963,1987,12960,90
1985,2001,1345,
1986,2016,16299,
2001,2047,20344,
2015,2028,13964,
2018,2030,14853,1797
2008,2049,2760,
1977,2017,4625,
2012,2040,13208,
2002,2033,15447,
1999,2040,14488,
1957,1961,11444,
2016,2028,18364,
2019,2048,13490,
1954,1979,17966,3320
1964,1966,7939,
1972,1978,8358,5352
1997,2046,17227,
1956,2002,9541,
1965,2009,5041,
2012,2055,14420,
1952,1965,11222,
1995,2003,9968,
2014,2064,3696,
1994,2005,13711,
2007,2057,21042,
1989,2032,13113,
1971,2018,9525,
1960,1980,12296,
1976,2019,7586,
2003,2048,4336,
1970,1990,7400,
1961,1975,3395,
2010,2051,8710,
1980,2000,18653,
2002,2048,2321,1355
2017,2063,6173,
1953,1976,8466,
1986,2028,4715,
1998,2042,12457,
2003,2043,15163,
1964,2008,7849,
1964,2003,21531,
2003,2012,13321,
1957,1999,13033,
1984,2026,3353,
1995,2035,10023,
1991,2006,14758,
1999,2029,14480,
2019,2021,4711,
1985,2020,9064,
1978,2000,11662,
1959,1998,9448,2009
1989,2007,6676,
2007,2052,8851,
1967,2005,7590,
1965,2007,20496,
2006,2045,14107,5352
1970,1976,5081,
2007,2055,10527,
2011,2056,19067,24
1984,2031,8002,
1970,1975,13286,
2014,2042,1431,
1953,2001,2062,
1966,2008,2612,
1965,1984,20943,
2021,2062,6592,
1976,2004,14280,
1996,2037,1635,
1950,1963,1302,
1963,2006,11629,
1991,2033,11144,
1965,1987,16778,
1999,2002,16988,
1979,2007,6176,
2004,2034,12023,
2008,2032,16490,
2012,2025,3377,4296
2012,2030,16346,
1998,2009,1022,
1981,1985,20264,
1976,1997,20789,
2003,2023,6499,
1976,1996,12504,
1970,1994,13386,
1977,1991,3880,324
1995,2040,14193,
1981,1987,9596,
1963,2005,6568,90
1957,1961,3636,
1965,2001,10202,
2003,2011,8968,
1999,2018,18291,
1962,1982,18919,
1956,1983,11556,
1991,1993,655,
1973,2008,17083,
1985,2019,9892,
1951,1964,70,
1967,1987,16176,
1962,2001,20360,
1998,2021,1690,
2001,2028,6634,
1957,1980,1563,
1957,1960,18090,
2018,2055,1951,
1980,2020,17432,
1971,1992,12309,5209
1991,2021,16396,
2006,2033,18007,
2001,2030,14276,
2001,2035,15720,
2014,2035,9853,
2010,2023,20254,
2001,2023,20719,
1960,1966,17344,
1960,1980,1584,
1981,2003,15843,
2004,2032,3943,
2002,2027,14763,
2014,2063,11277,
2004,2017,15168,
1989,1999,18150,
1972,1976,3180,
1955,1974,167,
2002,2023,8286,
1996,2027,7855,
1994,2037,7674,
1983,2012,17490,
1978,1989,12055,
1959,1963,16102,
1979,2029,10534,
1993,2043,10694,
2005,2029,17681,
1971,1976,757,
2009,2032,20457,
1990,2031,185,
2004,2046,13044,
1972,1998,7873,
1984,2013,3312,
1991,2005,15852,
1951,1955,19626,
1963,1978,20535,
1958,1997,19018,
1959,2004,2080,
2019,2026,2431,
2003,2050,3121,
2014,2056,7966,
1952,1985,6255,
1954,1984,6598,
1995,2041,18055,
1985,2024,21658,
1966,1987,2451,
1985,2032,8300,
2010,2033,19997,
1955,1968,19834,
1950,1999,10542,
1986,2008,7016,
1978,2024,9959,
1984,2019,18556,4296
1962,1972,7211,
1988,2003,14686,
1970,1987,16014,
1952,1989,4908,
1998,2034,14421,324
2011,2016,11030,
2009,2014,14519,
1985,2020,2211,24
2001,2003,20963,
1956,1963,5387,2009
1964,2000,9791,
1951,1988,2733,
2002,2015,5061,
1985,2001,16848,
1983,2008,7754,
2014,2047,20812,
1977,1994,1660,
1952,1988,20533,24
1989,1993,10124,
1963,1969,6020,
1995,2001,3091,
2014,2063,9680,
1964,2013,21351,
1973,2012,19935,
2013,2019,11920,
2003,2035,20393,
2001,2048,12505,
1994,2009,6828,
2019,2047,19358,
2016,2066,11240,
1995,2015,13433,
1996,2038,9784,
1992,2016,7558,
1968,1996,4903,
2002,2050,1480,
1998,2021,6520,
1965,2015,14735,
2006,2053,6709,324
2008,2048,228,
1953,1971,19686,
1986,2016,9821,
1950,1969,6464,
1961,1995,15149,
2002,2030,17662,
1992,2007,21435,2009
1982,2010,18505,
1989,2013,21308,
1982,1988,2007,
1996,2030,17424,90
1968,2006,21690,
1963,2001,20667,
1966,2000,19771,324
2017,2041,2806,
1989,2037,558,
2016,2063,13553,
1985,2011,11240,
1965,1991,12367,
2011,2019,14384,
1966,1980,4819,
1992,2035,6808,
1994,2010,13204,
2016,2025,18778,
1964,1977,15390,
1981,2003,11933,
2019,2063,5647,
2009,2054,1060,1797
2015,2027,8628,
1981,2019,4047,
2014,2049,10753,
1959,1961,15904,
2010,2034,9401,
1998,2011,17041,
1990,2032,6952,
1962,1995,2900,
1963,1990,13478,
1998,2004,14569,
2020,2022,9605,
2019,2042,15774,
2007,2028,2656,
2013,2023,10683,2183
1974,2001,16681,
2019,2057,18777,
1966,1989,16841,2822
1987,2002,3247,
2021,2046,15589,
2011,2023,13164,
2017,2027,15803,
1961,2010,7793,
2013,2038,5664,
2009,2052,8001,
1996,2019,6112,
2011,2044,13302,
1962,1984,210,
2003,2036,15645,
2017,2047,20124,
1984,2001,2125,5352
2001,2008,20450,
2013,2033,10790,
1985,2023,2728,
1976,1998,3145,
1952,1965,8461,
1951,1962,21329,
1981,2029,14795,
1978,1998,1972,
2015,2064,6035,
1974,2017,16089,
1989,1999,11332,
2018,2033,19262,
2017,2024,2709,
1998,2018,12095,
1973,2010,2912,
1964,2001,4985,
1993,2043,21023,
1966,1986,12358,
2019,2040,11994,
2001,2006,18634,
2015,2058,20344,
1984,2027,5966,3090
1998,2006,3673,
2007,2020,18720,2183
1983,2006,11355,
2012,2028,3804,
1961,1983,8106,
2001,2004,11164,
1958,2007,7302,
1951,1991,1283,
2004,2050,13598,
1960,2001,555,
2006,2008,19067,
1966,1975,4305,3090
2004,2042,8879,
2011,2017,18074,
1964,1989,10006,
2009,2016,19077,
1993,2007,19277,
1992,2015,12134,5352
2009,2015,960,
1961,1987,4824,
1985,2010,11362,
1971,2008,19686,3320
1956,1991,17348,
1992,1999,5358,
1953,1967,13827,
1967,1983,1639,
2016,2030,10729,
1983,2008,9142,
1979,1987,11851,
1981,2006,8365,
1964,2007,12342,
2008,2012,7407,
2005,2050,12572,
1962,2011,13417,
1988,2030,9420,
1983,2031,15954,
1985,2029,17301,
1986,2011,3236,
1953,1995,4593,
1967,1996,5624,
1960,1991,5634,
2005,2035,4541,
1997,2028,7435,
2008,2037,7854,324
2010,2035,12348,
1970,1980,11897,
2001,2011,18784,
2015,2016,13345,
1984,1994,11588,
1978,1980,8900,
2014,2060,4001,
2003,2015,16906,
1985,2010,19887,
2012,2040,19411,
2014,2016,5386,
1960,1968,5744,
1961,2004,11816,
2015,2018,12357,
1953,1962,18730,
1970,1985,474,
1953,1978,15216,
1972,2017,2797,
1970,1977,21659,24
1960,1985,6395,
2021,2030,6831,
1973,1997,7872,
1974,1991,9314,
2019,2064,11180,
1993,2030,1027,
1966,2016,35,
2009,2034,16646,
1958,1998,18065,
1997,2047,3776,
1997,2018,12545,
2018,2052,260,
2021,2023,6762,24
1992,2018,10550,90
1975,2009,13982,
2016,2065,458,2009
1979,2027,14182,
1980,2011,18413,5209
1952,1960,11786,
2020,2022,14839,
2018,2064,18106,
1982,2007,410,
1967,1983,19458,
1988,2029,17124,
1957,1962,16938,
1956,2006,18542,
1960,2006,1918,
2002,2040,4236,4296
2011,2015,4219,
2017,2065,17429,
2010,2055,4438,
2015,2021,9910,
1996,2027,17984,
1985,2006,20335,
1999,2005,17450,
1954,1970,15266,
1989,1997,16437,3090
2000,2018,11099,
1995,1997,8849,
2013,2055,13214,
1970,2007,1629,
1979,1994,7818,
1973,2012,10118,
1972,1989,18087,
1990,1998,3591,
1972,1997,2660,
1976,2000,1550,
1997,2023,8942,3320
1970,1973,15517,
1963,1995,14909,
1994,2037,16021,
2009,2058,9778,
1985,2027,7055,2183
1957,2006,18464,
2014,2046,18513,
2011,2016,3632,
1962,1996,1155,
2020,2027,8978,
2005,2021,9546,
2014,2027,18583,
1978,2000,11807,
1958,1978,196,
1969,1974,4750,
1970,1980,20017,
1961,1997,12229,1797
1952,1961,17140,
1992,1998,169,
1983,2023,19388,
1998,2039,11605,
1993,2014,16440,
1997,2043,6492,
2007,2027,15033,
1952,1965,11975,
1950,1991,19127,
1960,1991,194,
1955,1964,16404,
1977,1999,19688,
1994,2035,12972,
1993,2037,10678,
1963,1981,8648,
2017,2056,19150,
1983,2025,3929,2009
2001,2002,12068,
2018,2040,20571,
1970,2004,2333,
1997,2041,8007,3320
1966,1971,18908,
2004,2048,4826,
1999,2014,3494,
1968,1983,12504,2822
1958,1961,15267,
1992,2024,18060,
1984,2013,11897,
2000,2013,10888,
1976,2003,11736,
1982,2028,13115,
2019,2068,17230,3090
1956,1998,2990,
1966,1993,8230,
1983,2012,4405,
1958,1972,10057,
1986,2019,6114,
1953,2001,20792,
1950,1963,2446,
1978,1995,11707,
1965,1979,2210,
1964,2011,3971,
1961,1966,2926,
1973,2018,10192,
1977,1980,13130,2822
1989,2002,8186,
1980,1984,9859,
2021,2029,17463,
2017,2045,7777,
2001,2050,10704,
2007,2051,20298,
1970,2017,1794,
1974,1993,13386,
2014,2038,16360,
2001,2051,6925,2183
1974,2012,21193,
1990,2039,19693,
1996,2000,17507,
1972,2020,6413,
1998,2025,21396,
1970,2004,13378,
2019,2067,5415,
1980,1999,19729,
2006,2017,21651,
1985,1988,18221,
2003,2026,3382,
2014,2019,16259,
2015,2016,7462,
2012,2019,9814,
1993,2032,1064,
1980,2006,12033,
2020,2069,799,1355
1997,2004,842,
2001,2039,3397,
1977,2000,19120,
1991,2039,6686,
1950,1957,10478,3090
2017,2035,19713,
2019,2061,16380,
2020,2040,11166,
1971,2002,17413,1797
1987,1990,926,
1992,2030,4329,
2001,2046,8784,
1955,2004,14620,
2007,2046,17232,
1974,2012,5839,
1997,2046,12917,
2009,2038,8052,
2015,2055,12887,
2003,2032,21594,
1990,2017,7226,
1997,2032,13672,
2006,2023,13153,
1961,2003,20474,1355
1958,1971,12938,
1999,2045,3801,
1960,1984,7430,
2014,2062,13774,
1975,1987,9877,
2020,2033,16129,2183
1952,1971,3448,
1952,1971,5476,
2008,2037,8939,
1989,2026,17734,3090
1963,1968,19320,
1968,2003,2674,
2020,2065,16390,
1954,1957,19142,
1962,1988,17804,324
1950,1954,15578,
2000,2029,16819,
1991,2008,5456,
1995,2003,171,
1975,1987,6160,
1981,1991,12689,
1993,2000,15298,4296
1952,1976,10423,
2003,2035,21403,
1968,2003,17360,
1961,1968,19549,
1994,2038,5369,
1996,2033,448,
1978,2026,7366,
1999,2045,11897,
1982,2016,7158,
1973,2018,12855,
1950,1967,8600,
1954,1959,12116,
1969,2016,2973,
1997,2026,14077,
1958,1962,3337,
2005,2055,15501,
1993,2027,14397,
1992,2002,3369,
1955,1996,5574,
2010,2037,18685,
1950,1976,12101,
1955,1959,9376,
2008,2033,15882,1797
2016,2048,12598,
1979,2005,1564,
2014,2044,13562,
2013,2019,19757,
2013,2035,7184,
2017,2056,13257,
2012,2027,5943,1797
1988,2029,19527,
2016,2049,13791,
1955,1977,4790,
1994,2018,20912,
1977,2021,11396,
1978,1985,5577,
1952,1975,5218,
1975,2013,13030,
2015,2046,3054,
1981,1985,10585,
1965,1995,8108,
1950,1986,16134,
1951,1962,18995,
2021,2026,7959,
1986,2026,18538,
1969,1971,13433,
2010,2038,9136,
1972,1974,1411,
1989,2033,1885,
1969,2019,8314,324
1982,2028,6204,
1984,2025,2184,
2010,2030,15333,
1957,1990,14534,
1954,1976,20784,
1956,1981,12531,
1958,1999,6278,5352
1991,2015,14117,
1955,1999,1223,
1992,2026,12107,
1998,2002,12474,2822
1970,1975,3904,
1984,2001,19097,
1998,2011,1041,3320
2013,2038,21000,
1980,2024,3634,
1956,1984,15481,
1973,2009,3005,
1963,2011,5940,
1985,2011,2203,
1997,2036,6524,
2000,2029,7788,
1982,2010,20155,
1951,1986,1139,
1991,2004,18137,
1969,1978,10932,90
1959,1962,1273,
1967,1968,17238,
2006,2055,20688,2822
1983,2004,19737,
1962,1982,10302,
2004,2018,18069,24
2015,2046,21501,
2015,2032,11545,
1971,1979,13632,
1986,2036,7038,
2010,2041,7646,
1974,2000,7343,
1989,2014,4827,
1990,1998,675,24
1987,2000,21080,
2014,2033,15326,3090
1969,1999,15386,
1959,1967,2919,
2015,2018,8058,
1976,2003,12866,
2011,2036,21579,
2018,2047,6944,
1990,2030,21752,
2016,2048,4478,
1971,1982,21206,
1979,2001,4566,
1995,2033,383,
2000,2030,12185,
1987,2035,21363,
1968,1990,2324,
2002,2014,7683,
2001,2047,13679,
2006,2019,12994,90
1992,2000,18574,
2000,2030,2258,
1967,1970,1566,
1964,1979,21444,
1951,1982,17577,
1989,2032,15264,
1964,1994,12988,
1952,1975,14581,
1963,1967,7088,
1959,1975,20471,
1986,2017,14641,
1978,2004,3089,
2008,2016,7297,
1986,2013,18764,
1966,2008,12689,
1978,1994,21432,
1963,2005,7780,
1958,1961,6711,
1956,1975,5246,
1985,2022,6203,24
1966,1994,10956,
2011,2035,1537,
1975,1988,17893,
1982,2031,16085,
1992,2033,9976,
2008,2011,11932,
1971,2007,20633,
1962,1966,20784,
1956,1977,553,
1951,1971,13241,
2010,2013,5195,
1967,1993,8928,
1968,1971,3907,
2011,2030,3760,
1975,2003,4181,
1965,1996,17887,24
1991,2018,2519,
1953,1964,11597,3320
1952,1982,8102,
1976,2003,11151,
2012,2050,896,
1990,2018,330,
1993,2041,7603,
2001,2012,13553,
1986,2000,17973,
2021,2028,12334,90
1977,2000,15329,
2004,2011,3358,
1950,1956,16884,2183
1987,2034,8167,
1983,2001,1371,
2009,2035,20729,
1971,1987,980,
1980,1982,6065,
2020,2064,19026,
1963,2004,20582,
1988,2026,4015,
1972,2005,12165,
1971,1974,17249,
1998,2035,14541,
1986,2006,12875,
2014,2019,14310,
1956,1974,7479,
2014,2050,9832,
1975,1984,17628,90
1994,2010,6804,
1999,2011,13267,
1967,1980,6701,
2021,2033,19258,5352
2012,2021,1313,
1972,1988,3533,
1954,1971,14254,
2018,2054,8315,
1972,1985,1927,
1971,2004,5254,
1972,2014,15106,
1951,1982,3598,
2011,2041,21301,
1998,2001,17618,
1961,1966,12497,
2016,2062,18490,
1996,2038,4808,
1972,2016,2248,
2006,2051,11856,
1976,1989,1871,
1997,2000,5182,
1995,2045,4918,
1976,1997,17763,
1956,1964,17505,90
2013,2040,14740,
1957,1970,9944,
2018,2038,378,
2009,2059,2284,
2021,2023,6541,
2016,2057,16171,
2017,2027,4464,
1996,1998,13753,
2021,2046,21788,
1959,1978,16437,
2003,2011,883,
1964,1990,11593,
2006,2023,16249,
1977,2011,20124,
1956,1977,2275,2183
2002,2003,13412,
2010,2046,13393,
1972,1990,14091,2183
1976,2020,15114,
1973,1975,16578,
2014,2036,4082,
1983,2015,5470,
2011,2057,10750,
1979,2022,4914,
1996,2043,15435,
1978,1983,15581,
1992,1994,17534,
1950,1969,11706,
1974,2008,7187,24
1968,1987,8578,
1968,1984,18394,
1951,2001,2340,
1975,1997,3053,
2017,2058,1844,
1974,2015,8675,
2011,2053,20998,
2010,2052,8932,
1986,2012,9869,4296
2002,2032,19019,
2004,2014,3920,
1950,1976,8184,
1986,1999,17020,
1976,2011,2474,
1950,1988,11704,
1974,2023,16088,
2002,2018,12408,
1969,2019,19592,
1977,2014,12113,
2020,2042,16026,
2000,2043,11910,
2005,2014,9379,
1981,2009,9295,
2015,2025,11497,
1961,1980,8187,
1974,2001,8490,
1987,2007,14152,
1962,1985,20986,
1980,1995,17239,
2007,2054,8377,
2004,2034,11195,
1999,2028,21671,
2009,2032,6032,
1951,1980,17678,
1980,2016,17308,
1976,1995,3453,
1970,2006,7487,
1953,1995,5661,
1976,2023,14513,3320
1958,1984,6246,24
1977,2008,10156,
1981,2011,15104,
2008,2050,3472,
1987,2025,5839,4296
1981,2026,19623,
2020,2049,9623,
2017,2051,68,
2020,2064,8019,
2000,2004,16619,5209
1982,1995,10431,
1976,2018,16890,
1951,1998,16515,
1987,2027,150,
1990,2035,21392,
1954,1976,4836,
1959,1999,7451,
1985,2011,6879,
2007,2036,3225,
1974,1979,15523,
1970,1980,10854,5209
1960,1969,1569,
2001,2006,5921,
1954,1979,7684,
1957,1974,14176,
2014,2047,18256,
1990,2011,15778,
1978,1979,13411,
1957,1994,8710,
1951,1954,3033,
1969,2015,3709,
1999,2045,14754,3090
1999,2041,997,
1977,1982,1364,
2014,2037,8966,
1974,2019,1002,
2021,2022,21271,
1977,2003,16120,2822
1958,1973,15901,
1959,1965,9835,
1979,1986,14752,
1951,1992,9000,
1955,2005,17454,
1997,2021,3516,
1986,1988,20398,
2020,2027,5003,
1967,2011,3938,
1974,2021,17647,
1950,1983,15037,
1986,2016,684,
1977,1984,10234,
1977,2004,10932,
1973,2012,21123,
1980,2022,14420,
1998,2000,16843,
1991,2000,17346,
1955,1984,20140,
1996,2029,3437,
2017,2031,13486,
1950,1990,307,
1983,1991,204,
1985,2004,3230,
1958,2001,14266,
2021,2055,10171,
1980,1998,20598,
2007,2016,498,
1953,1989,15199,
2007,2047,13379,
1979,2027,9385,
1963,1980,9151,
1995,2007,14566,
1982,2032,20196,
1951,2001,6785,
2017,2035,20748,
2004,2034,3421,
1970,1984,7169,
1998,2022,14333,
2000,2042,13187,
2010,2051,19801,
1997,2030,14098,
1992,2001,545,
1957,1987,4291,
1972,1993,16931,
1966,1989,20141,
1968,2006,2361,
2021,2047,13773,
1965,1985,892,
2004,2019,13556,
2005,2045,18686,2822
1986,1995,17334,
1964,1982,5947,1355
2000,2048,4829,
1962,1965,3319,
2008,2026,17404,3090
1952,1959,14822,
1961,1972,3311,324
1999,2008,12971,
1998,2010,10699,
1998,2005,19533,
2012,2060,2546,
1958,1998,19782,1355
1966,1989,9696,
1981,1992,10881,
1972,2015,4091,
1961,1964,12974,
1960,2003,6034,
1991,2009,15301,
1956,1991,16800,24
1972,1982,18496,
1966,2015,616,
2004,2012,6497,5209
1970,2006,7832,
1994,1998,17331,
2007,2050,510,
1977,1988,1070,
2009,2015,882,
1998,2027,18913,
2005,2032,11072,5209
2001,2050,5210,
2007,2026,4723,
1996,2008,13496,
2010,2039,16274,
2015,2055,10755,
1996,2021,4327,
1978,1987,21614,3320
1999,2045,1020,
2004,2008,18940,
1977,1993,3284,2822
1990,2002,1697,
2002,2005,11001,
1984,1987,2379,
1989,2012,7089,
2004,2019,15574,90
2005,2036,6862,
2001,2033,12837,
2011,2048,20502,
1951,1985,12310,
2019,2024,372,
2008,2048,19359,
1985,2021,2606,
2021,2054,4768,324
1977,2027,13390,
2003,2023,8023,
1979,1990,10131,324
1964,1965,11675,
1976,1985,18336,
1971,1990,21468,
1970,1977,9448,
1981,2020,9514,
1987,2018,430,
2020,2030,9412,
1992,2022,18806,
1990,2019,14270,
1971,2015,18398,
1986,2004,10781,
1996,2040,8892,
1964,1997,1433,
1977,2002,15473,
1986,2021,12725,90
1983,2033,19162,
1968,2010,458,
1969,2017,6015,
2020,2022,12862,
2002,2043,6746,5209
2019,2040,20080,
1991,2000,7285,
2004,2040,10345,
1962,1997,17002,
2019,2059,2679,
2021,2047,18476,
1973,1982,15689,
1994,2027,4283,
1966,2007,2603,
1980,2027,16472,
2018,2037,10617,
1985,2023,4318,
1966,1994,15162,
1963,1990,2914,5209
1956,1971,9173,
2007,2024,8155,
2021,2065,5756,
1995,2043,11450,
1987,1993,3649,
2021,2064,13993,
1956,1962,5515,
1950,1970,16800,
1976,1992,21731,
1966,1988,14693,
1964,1991,20882,
2000,2022,17218,
1959,2009,13948,
2021,2062,18251,
1996,2000,1373,
2002,2050,16996,24
2020,2067,3347,
1981,2017,20477,
1985,2008,20871,
1972,1973,18839,3090
2002,2035,17058,
1990,2015,12932,5352
1952,1980,21487,
1997,2017,3543,
1990,2014,19859,
1995,2040,9125,
1951,1983,19298,
2009,2019,7143,90
1968,2001,9587,
1951,1971,18757,
2012,2024,12411,
2017,2029,6554,
1984,2015,20354,
1987,2001,13238,
2010,2041,8391,2822
1991,2009,20591,
1978,2007,10565,
1961,2011,20925,2822
2018,2042,17388,
2001,2049,2899,
1950,1971,7522,
2019,2062,2039,
1957,1973,4353,
1962,1998,21495,1355
1992,1993,7315,
1960,1970,842,
1975,1980,16447,
2003,2027,14699,
1955,1967,13644,
2016,2049,20717,
2019,2050,15238,2183
1979,2011,12747,
2005,2013,3282,
2007,2012,2115,
2011,2022,19086,1355
1952,1970,10698,
2013,2034,20268,
1963,1970,15588,24
1994,2007,15367,
1969,2013,13372,
1973,1980,19037,
1994,2035,20877,
2014,2020,880,
2005,2019,13433,
1976,1992,3746,
2011,2049,15913,
2014,2064,5180,
1999,2042,11448,
1960,1964,14983,
1955,1995,2954,
1980,2005,10241,
2005,2035,12627,
1998,2041,15572,
1970,2009,3943,
2012,2038,13429,
2009,2028,2349,
2008,2017,12789,
2004,2018,5694,
1982,2008,4548,
1983,2011,13642,
1974,2020,20530,
1988,2003,20293,
1974,1982,3642,
1982,1983,18014,
1950,1955,18146,
1970,2007,424,324
1958,2001,11547,
1965,1998,9817,
1999,2011,1351,
2000,2046,13481,
1987,2008,12057,
1952,1987,10955,
1979,1989,21555,
1966,2000,11975,
2017,2057,10755,324
2009,2016,5302,
1970,1974,10459,
1983,2000,17314,
1959,2001,3811,
2017,2024,21217,2822
1981,2020,704,
1983,2006,14378,
1972,1978,1573,
2006,2053,15212,
1984,2020,8463,
1953,1969,6710,
2011,2044,3205,
1992,2018,21186,
1981,1996,19660,
1969,2013,2308,
2009,2025,10238,
1996,2031,4108,
1986,2030,10315,
1986,2026,18533,
1991,2034,9788,
1974,2018,16914,
2011,2039,18884,
1968,1972,2665,
2017,2023,9531,
2013,2063,11163,
1968,1972,9937,
1997,2027,1978,
1958,2007,11732,
1969,1985,17204,
1992,2033,4811,
1994,1998,7654,
2016,2021,7132,2822
1979,2002,1613,
2005,2049,11146,
1963,1976,771,
1954,1990,7431,2822
2003,2012,7923,
1991,2000,11727,
1950,1954,21310,
1964,1975,21766,
2000,2028,8201,
2002,2051,11571,
1961,1991,16648,
1978,2016,8401,
1970,2008,20460,
1991,2041,10724,
1998,2043,2925,
2001,2015,20742,
1954,2002,3490,
2020,2040,14161,
2006,2009,8921,
1990,2023,15374,
2021,2060,19925,
2016,2064,533,
2001,2034,9759,
1962,1985,5236,
1957,1995,18609,
1961,2011,18640,5209
2001,2043,8924,
2001,2015,6944,
1994,2041,20297,1797
1969,1972,15363,
1970,2008,12494,
1985,2034,19504,
2003,2012,5675,
2006,2027,18897,3090
1993,2003,18228,
1982,2004,20425,
2016,2027,13908,1797
1981,1982,16298,
1987,2005,6440,
1973,2003,8840,
2000,2026,7365,
1986,2024,17096,
1966,1982,17191,
1976,2021,19942,
2020,2052,13665,
2005,2021,11449,2009
2011,2040,20336,
2013,2025,11082,
1954,2003,3029,
1993,2039,3006,
1969,2015,8784,
1968,2007,6468,
1956,1963,14274,
1989,2013,10370,
2013,2049,21164,
2003,2024,7081,
1997,2009,8806,
2001,2006,400,
1958,1963,10013,
1956,1986,13744,
1950,1997,4677,
1987,1999,8704,
1952,1968,5111,
1977,1989,12932,
1961,1987,17838,
1978,2003,18403,
2007,2053,12823,
2002,2026,10431,
1995,2027,2629,
1981,2029,12418,3090
1978,2006,1124,
1951,1996,16811,
1963,1998,17096,
1951,1959,21473,
1976,1996,13227,
1978,2027,7516,
1991,2020,1984,
1999,2033,15702,
2007,2039,20085,
1955,1968,4075,
1987,2030,15487,5209
2012,2013,19895,
1954,2002,13529,
1968,1981,15521,
1989,1995,3845,
2015,2028,14475,
2010,2036,17192,
1973,1992,20164,
1959,1991,17759,
1958,1979,5527,
1997,1999,1679,
2018,2063,17284,
1995,2018,8996,
1996,2037,2600,
1963,1984,5388,
2016,2025,1170,
2005,2052,11465,
2017,2035,12723,
1977,2022,4984,
1951,1986,7641,
1957,2003,6771,
1985,1997,6209,
2017,2019,4636,
1987,2000,4898,5352
1982,1987,15705,90
1995,2014,12739,
2016,2022,3355,2009
1955,1988,3113,
1956,1965,20426,
1972,1973,17661,
1962,1988,10756,
1970,1987,3117,
1967,1970,11332,
2006,2054,2285,
1986,2022,14426,
2014,2018,2152,
1960,1963,17703,
1995,2026,2992,
1980,2020,17217,
2000,2014,18793,
1957,1966,4112,
2018,2050,16890,
2020,2023,19416,90
1965,1996,20723,
2013,2052,9365,5209
1989,2019,2091,
2007,2035,6159,
1981,2016,17869,
1985,1998,4282,
1996,2005,5548,
1952,1990,11249,
1960,2004,20558,
1988,2028,2334,
1994,2028,17673,
1980,2025,1137,
1969,1977,3682,
1979,1987,1061,
2001,2018,1271,
1996,2012,7247,
1952,1959,7449,
