date,gate,departure_hour,statusID
2003-08-24,U6,18:58,1
1973-12-28,P8,6:26,1
1988-02-17,T5,6:27,6
1977-01-11,O7,5:00,1
2019-01-22,W8,10:51,4
1978-06-04,F0,12:00,1
1990-08-20,V8,11:26,1
2017-11-01,V8,7:51,12
1998-12-19,X6,8:27,1
1979-12-22,P2,11:03,8
1998-04-18,X9,9:33,4
2002-09-08,B4,18:04,1
1999-02-18,S0,13:27,1
1977-06-30,G6,2:44,1
2011-02-10,V1,18:43,1
1975-03-02,F5,7:05,2
1982-02-05,W0,17:56,1
1997-07-12,G1,14:50,2
2001-09-19,K4,11:19,7
2004-05-14,K4,0:18,10
2001-11-10,Q0,2:46,1
1999-09-29,I8,13:37,7
2020-08-25,F0,16:54,5
1973-02-21,Y6,13:07,2
1977-02-27,J6,18:04,1
2014-10-07,U8,0:48,1
1973-04-21,N1,18:41,5
2012-01-11,W8,12:23,1
1988-12-28,D3,3:42,13
2019-08-21,M5,4:14,5
2007-10-04,M1,13:13,1
2008-07-02,J5,17:54,1
1977-03-22,O5,12:47,1
1994-07-20,L4,4:03,7
2008-09-23,M3,15:17,1
1995-07-28,O0,14:00,1
1987-03-24,Q5,22:28,3
1975-08-03,F9,5:47,1
1984-01-08,H8,16:27,1
2017-04-26,O3,14:05,1
1992-09-26,K3,17:11,6
2008-07-09,X4,0:02,1
1984-05-16,X5,14:30,1
1999-10-06,W5,19:36,2
1983-08-20,D8,19:16,1
1997-08-22,G5,10:45,2
2003-03-02,F9,14:43,7
2008-08-11,I4,7:38,1
1977-06-21,I8,18:49,10
1992-07-18,G1,2:23,1
1999-10-26,W4,16:21,6
1977-04-02,E1,11:21,1
2006-05-14,Q4,23:36,2
2003-06-09,W2,1:52,1
1977-04-09,P6,23:44,1
1971-04-18,O5,8:09,1
2018-02-11,R4,6:07,1
1991-05-20,C3,22:20,1
2018-03-13,E6,15:55,1
2012-12-17,V9,23:20,1
1991-08-25,L8,16:41,1
1987-09-06,O9,15:46,12
1981-12-06,P7,4:41,1
1970-07-22,T9,19:17,1
2001-03-20,E9,13:57,1
1990-08-18,N8,4:59,1
2009-03-24,N8,19:02,1
1972-02-26,G6,2:38,1
1986-11-29,W3,22:55,1
2003-05-18,V2,1:04,3
1972-03-17,M7,15:56,3
1983-01-13,P7,14:09,5
2009-08-23,A0,8:53,5
1974-04-14,X1,22:04,1
1985-03-06,O7,20:06,1
1999-02-07,A5,11:28,2
2012-04-19,J1,7:17,8
2015-09-09,P6,0:54,5
1983-10-17,G6,13:49,1
1992-02-03,H7,14:34,1
2007-08-03,F2,14:34,6
1989-03-31,P9,12:53,1
2020-09-29,A1,13:53,1
2012-09-02,Q4,0:28,1
2014-09-13,P0,9:09,11
2016-08-18,T7,14:41,1
2001-06-10,O4,8:55,1
2018-12-17,O1,18:23,1
1973-07-02,J5,22:59,1
2014-11-10,B7,19:00,1
1979-04-07,J8,23:51,5
1983-08-30,O1,19:23,9
2000-01-14,Y8,10:13,1
1974-01-09,Q8,4:13,1
1993-06-14,I6,22:11,1
2015-05-05,D6,6:29,1
2001-02-22,S0,11:12,1
2018-01-10,M8,23:31,9
1992-07-14,K5,6:31,4
1998-03-30,G7,10:36,12
2007-01-12,O5,5:39,1
1997-05-10,U0,21:56,1
1982-06-01,U2,17:09,1
2017-10-08,C4,11:31,5
1979-08-17,Y8,20:21,1
2001-02-22,X1,8:55,1
1978-07-26,O3,0:23,1
1980-12-13,R4,21:57,1
1986-10-09,N4,12:44,9
2014-06-28,W2,14:40,3
1987-05-19,T0,15:32,7
1972-09-14,Z0,18:42,1
2017-10-29,U5,12:58,2
1990-08-22,I7,12:02,2
1975-01-28,S2,3:19,5
2004-07-30,A7,8:32,1
2008-10-15,Q4,14:43,6
2006-01-23,E7,11:48,4
1989-12-20,N5,21:58,12
2015-11-20,T7,19:07,1
2013-03-11,P1,0:19,1
1971-11-29,X5,3:17,1
1989-03-12,E9,17:42,1
1987-05-06,G2,1:25,12
2018-06-09,V1,11:43,3
2018-12-25,V9,1:21,1
1999-05-26,D3,1:11,1
2002-11-29,T1,5:49,1
1984-07-02,F9,19:33,1
2015-05-23,J3,18:43,1
1984-12-21,R1,7:51,5
1985-08-30,B3,7:45,6
2012-12-04,J9,5:14,1
1982-10-28,B4,6:24,1
2015-11-18,I3,10:44,1
1975-06-29,A2,0:49,5
2004-03-26,R0,12:22,6
1981-06-13,U0,6:27,3
2016-10-11,Y8,20:43,1
2002-10-11,S6,0:23,10
1995-01-30,Q8,11:56,1
2020-02-26,J0,20:55,2
1982-06-04,H7,21:06,1
1990-03-31,D2,11:05,1
2003-11-08,A5,9:54,1
2003-07-20,G0,8:50,5
1970-08-08,K4,12:22,11
2012-11-27,X7,1:06,1
2019-06-10,R2,23:27,3
1971-10-16,J6,2:34,2
1995-02-28,Y7,4:34,13
1973-11-09,A9,21:30,1
1971-01-25,J4,23:24,1
2003-10-04,C4,9:32,1
1981-04-22,G5,17:35,1
1988-04-07,W5,23:26,1
2004-04-18,M9,7:13,1
1984-09-23,D9,9:43,1
1986-03-02,D1,0:01,1
2001-06-15,C7,1:39,11
1984-06-02,H1,3:19,2
2009-11-28,Y7,21:17,1
1980-01-25,C4,1:29,4
2008-04-14,Z0,14:30,7
1972-02-26,M0,10:31,1
2010-03-08,C8,0:57,1
1995-05-11,Y8,0:32,1
1971-09-28,J7,7:19,2
2014-05-17,A4,21:36,1
2000-11-28,T0,9:49,2
2018-02-28,Q0,7:09,1
1975-07-06,F3,17:02,1
1998-12-04,E2,18:53,6
2003-12-29,N2,22:38,1
1987-11-10,L5,21:13,1
2011-05-21,L3,2:27,1
2018-09-11,D0,12:54,2
1979-09-22,M8,18:43,3
2008-09-15,X2,2:06,9
2016-11-21,N2,2:29,1
1993-08-12,I8,8:14,1
1995-02-09,J0,16:16,8
2008-11-10,D1,17:53,1
1972-03-20,V0,14:07,2
1994-07-02,Z0,8:18,1
1994-12-01,S9,7:05,1
1992-09-07,L2,0:39,1
1992-11-02,Z9,22:05,1
1985-08-29,N3,20:45,15
1983-11-28,T4,4:27,1
2015-04-15,L1,2:51,1
1988-08-05,L3,20:20,1
2019-10-03,D5,6:09,3
1970-08-01,R7,18:17,1
1981-04-08,D6,15:36,3
1976-05-03,N3,0:07,15
2016-06-25,T8,21:32,1
1983-05-18,O1,9:23,1
1989-04-20,I3,1:49,2
1988-08-31,T5,22:25,3
1993-01-27,Y9,7:23,7
2011-02-13,X9,2:03,8
1977-06-26,B4,15:01,7
1976-03-30,J8,10:34,1
1999-11-15,E3,13:12,2
1979-07-19,M3,3:20,2
1973-12-20,N9,16:37,1
1989-10-08,P3,14:30,1
1998-12-02,G9,14:28,1
1996-02-03,M5,18:45,4
2011-03-16,S6,19:26,8
1986-07-13,A3,18:51,2
2007-10-04,X9,15:11,5
2004-07-08,Z7,14:22,5
1987-12-25,N8,17:36,3
2000-03-09,W4,17:05,2
2018-03-28,D7,13:09,1
1971-06-08,V8,9:30,4
2017-11-17,N7,18:14,2
1975-10-12,Y3,3:41,1
2018-06-03,B0,9:35,1
1981-04-06,G7,23:17,15
1998-11-06,Z0,17:45,3
1981-06-24,V3,22:13,5
1982-03-09,Q2,6:32,2
1981-06-25,O7,1:03,1
1995-03-20,O6,23:17,1
1988-08-29,C0,3:36,1
1997-10-12,G7,11:29,5
2005-08-04,N8,14:39,6
2016-07-16,L8,14:54,7
2002-05-02,M8,10:58,1
1971-01-10,F7,19:32,10
2001-02-08,V9,0:36,1
2015-01-22,U6,2:19,4
1971-02-11,V9,7:05,1
1979-04-26,T7,1:05,3
2001-07-15,F8,2:17,5
2004-07-30,X6,22:54,1
2007-06-13,S9,3:10,4
1987-02-20,R8,23:24,1
2005-05-23,T8,9:21,2
1983-03-23,K7,11:28,1
2009-05-20,L4,6:24,1
1970-07-29,K8,14:57,1
1998-09-19,Y2,21:26,3
2018-04-16,C2,2:59,5
2017-01-04,C7,22:41,1
2000-01-17,Y3,15:14,2
2016-09-04,S9,4:03,1
2016-07-14,F5,10:02,2
1996-12-11,B8,10:30,1
1980-05-02,M2,19:30,2
2005-10-16,M6,12:41,1
2020-11-04,L6,17:40,1
1994-09-12,T8,21:28,1
1982-06-15,T5,16:50,11
1993-03-30,G1,22:16,1
1988-02-06,D4,11:13,5
2018-09-18,E5,8:18,3
1980-04-12,A4,7:51,1
1979-05-15,M1,17:17,1
2019-05-08,X1,7:41,1
1987-04-21,S2,1:42,1
2007-05-14,Z0,22:14,6
1983-01-17,F0,1:27,6
2006-04-13,A5,13:14,1
1984-09-21,D6,19:54,1
1980-05-01,P0,12:37,1
1980-07-29,A1,11:27,1
2020-01-26,Q7,15:31,1
2001-10-14,A7,14:23,1
1987-01-22,B6,15:48,1
2005-01-11,A7,6:57,6
1984-06-19,G0,2:34,9
1985-11-09,Y3,9:21,2
2003-01-05,N7,14:38,3
2013-01-21,R2,21:52,1
1984-12-11,R9,1:40,8
2016-08-16,K0,23:08,1
1972-01-14,W5,11:50,11
2019-01-12,A4,19:25,8
2002-08-14,K4,17:16,1
2012-08-21,L9,6:58,1
1971-06-19,O3,3:52,2
2009-12-14,C4,23:00,3
2006-01-22,C5,4:50,1
2018-07-19,K3,20:27,6
1991-12-30,D5,22:53,1
1978-11-02,T6,12:06,1
2015-11-30,K5,10:53,4
2005-10-06,X5,0:48,1
1977-03-19,Y7,0:21,11
2018-12-08,U7,14:58,1
2004-03-29,N3,0:09,3
1983-02-21,Y0,0:17,12
2014-04-30,N0,14:30,15
2011-05-05,O3,20:03,6
1981-06-27,B4,20:07,1
2017-03-26,P0,1:43,2
1970-04-11,B2,9:59,1
1989-05-06,M3,22:13,10
2006-04-27,L0,12:46,2
2002-06-20,N0,18:55,2
2014-03-06,B2,19:28,1
1982-08-21,O6,3:54,1
2014-12-22,Z7,5:47,8
2013-01-11,F1,6:20,1
2000-06-23,Y0,15:35,12
1988-09-24,P8,22:21,2
1993-06-21,L0,16:07,3
2014-02-03,J4,12:14,1
2008-05-14,W4,8:23,1
1975-04-20,E3,22:07,2
1978-01-26,D8,4:27,1
1992-07-06,N4,21:41,1
1973-02-02,I9,7:31,1
2018-09-10,D5,17:24,1
2010-05-08,S1,13:09,6
2003-03-30,C8,3:15,4
1972-12-06,M3,19:19,1
1982-02-06,E3,14:18,1
1994-11-18,A2,14:45,1
1993-10-19,T7,0:18,1
2020-04-02,D7,13:12,2
2012-04-24,J6,18:49,1
2018-06-03,R8,0:25,3
2017-09-02,X9,0:21,1
2007-08-15,O8,23:55,9
1982-08-26,Z5,13:09,1
2015-02-27,N9,18:03,5
1994-09-22,P0,3:00,2
2011-03-05,Y4,12:36,1
2008-03-14,P6,23:53,1
2019-05-13,W8,4:04,10
2019-08-17,R5,0:55,1
2010-09-02,X9,15:14,1
2007-07-31,P1,17:28,2
1992-05-02,J1,11:12,6
1984-09-09,D4,1:47,6
1991-08-21,A7,17:16,1
1999-05-15,C7,11:22,1
2007-07-06,H4,6:32,8
2019-10-09,O3,1:26,1
2018-04-29,F3,19:46,1
1974-09-29,A6,17:02,1
2012-09-07,P6,3:17,3
1982-09-09,I7,20:25,15
2010-03-02,G0,11:21,1
1986-01-05,P0,13:42,4
2016-07-18,K4,13:36,1
1990-08-13,G2,4:30,1
1976-01-11,C3,6:56,1
1980-03-09,S6,16:44,1
2018-04-22,A5,21:08,1
2012-12-03,E4,5:25,1
1996-10-25,Z4,8:19,1
1980-09-12,R7,9:01,1
2006-06-26,O8,20:51,10
1996-07-06,Z9,22:50,3
2002-12-20,C4,6:59,1
1989-04-24,Q4,12:13,1
1992-09-18,O9,2:47,2
1996-05-08,L1,1:57,1
1990-06-01,J7,19:29,3
1995-12-23,K3,18:52,3
1971-08-24,Q4,9:28,1
1985-01-27,C0,13:30,2
1984-12-24,R2,3:35,1
2018-06-01,L9,15:14,1
2006-05-24,M2,11:45,1
1976-01-12,F7,10:26,1
2009-06-17,L8,1:29,1
2016-01-30,P1,18:17,12
2001-04-16,D0,17:32,10
1987-12-02,G3,4:02,1
2019-11-03,R7,6:50,1
1984-07-13,B1,7:03,1
1993-03-17,I9,16:06,1
1987-12-06,D8,21:05,3
1998-04-20,D6,18:26,4
1976-12-31,S1,10:15,1
2006-12-16,G0,11:41,7
2007-05-17,C0,16:19,12
1977-09-08,V4,16:32,1
1990-08-20,S7,6:51,1
2006-10-28,O1,9:03,5
2016-01-24,Q7,13:06,6
1987-08-03,R7,11:44,1
1980-01-24,J2,9:40,5
2020-01-14,P4,12:18,1
2019-09-29,D2,3:57,1
1991-08-25,H4,19:49,1
1981-01-23,C4,20:59,3
1989-06-22,V3,19:28,2
1975-11-24,K2,10:42,1
2013-05-11,N7,3:33,1
1981-10-11,C5,19:56,3
2018-07-07,L8,21:21,1
1983-09-25,J9,5:54,5
1971-11-18,V9,9:17,1
1996-12-02,N5,0:32,1
1992-03-07,B3,10:27,3
1999-03-22,U8,12:37,1
1994-04-18,Z0,18:10,10
1974-01-20,R0,23:14,1
2017-03-20,D2,6:51,3
1971-07-16,O4,3:44,2
2018-05-11,M3,18:22,6
1986-12-04,G1,1:33,2
1993-02-23,U7,7:25,4
1976-07-25,V6,9:51,3
2015-11-07,Q1,0:02,4
2001-07-02,I7,15:51,1
1976-09-09,L3,9:21,3
1988-11-07,H3,13:57,6
2006-06-16,Z2,15:04,6
1988-09-05,B6,22:09,1
1993-05-26,N1,16:28,2
1979-03-07,N6,16:33,1
1986-08-19,I1,16:51,1
1989-12-02,I2,17:56,4
2018-04-08,L7,4:55,1
2013-02-06,Z4,6:58,1
2005-05-09,S0,11:45,11
2014-10-28,R4,11:44,5
1996-11-16,F6,17:57,2
1989-05-16,C0,13:37,15
1987-12-30,O4,20:28,2
2019-02-21,O9,18:10,10
2001-08-26,D7,15:07,10
1993-07-09,D9,23:43,1
2009-06-29,T4,5:37,1
1981-03-06,T4,3:03,3
2012-05-14,V4,7:26,3
1975-07-15,Z8,7:21,1
1985-01-01,Y1,4:42,12
2016-02-22,H5,5:46,3
2016-05-16,J0,5:21,7
2018-10-27,M1,9:23,1
1995-07-24,I4,15:21,1
2013-11-11,N6,2:56,1
1992-09-21,A5,10:26,1
2005-10-12,E4,21:40,1
1998-02-19,O5,10:08,3
1999-03-28,A4,18:05,10
2000-05-18,F5,17:17,10
2004-03-13,Z9,1:31,6
2003-07-02,H5,6:13,1
1990-09-08,C3,9:09,7
1994-01-10,V9,19:36,1
2005-06-16,U0,21:50,2
1992-03-13,F1,14:25,1
1999-02-06,V2,12:03,1
1998-03-18,B1,21:45,1
1991-11-21,R2,18:38,1
2006-07-29,Z6,5:48,9
1988-03-30,U8,0:29,3
1980-03-06,V2,21:42,1
1998-10-06,B4,1:07,1
1984-11-27,K3,14:14,8
1995-01-22,B9,10:56,1
2007-10-12,G5,9:03,11
2005-06-04,F9,1:26,3
1979-07-02,O7,0:30,15
1971-08-27,A7,2:48,7
1972-02-09,Z5,12:19,1
1993-10-04,M5,14:33,6
2013-02-23,A5,21:35,7
1990-12-15,G6,21:09,1
1986-09-04,W0,0:27,1
1987-09-08,V7,23:13,3
1976-12-25,F9,16:12,1
2012-04-04,E1,12:39,2
1977-04-26,V5,17:01,1
2013-02-17,K7,10:07,1
2019-04-01,V3,8:50,9
2018-02-09,X4,16:08,1
1993-05-04,C8,3:15,1
2000-03-13,E7,0:16,5
1987-04-15,U9,21:03,1
1982-12-04,Y2,2:48,6
2005-05-28,Y8,23:38,2
1989-10-17,R4,8:11,2
2004-07-28,K8,5:14,1
2020-08-09,E8,14:44,7
1979-12-10,Z9,3:37,7
1978-08-20,C5,18:35,13
2012-05-09,X9,7:00,6
2008-12-31,U1,19:01,1
1988-08-03,C6,7:07,1
1982-02-13,H1,13:15,4
2009-12-08,R8,11:55,1
2009-08-16,L9,5:24,1
2019-10-03,K9,10:26,1
1981-12-20,C6,8:40,3
1991-06-15,Y2,9:38,1
1973-03-29,K6,19:39,9
1982-07-12,Q3,15:01,1
1998-02-12,Y5,2:49,1
1974-11-24,L3,6:48,5
1973-01-29,N8,10:02,1
1985-11-10,H4,12:40,6
2012-11-22,Y0,23:19,2
2005-12-14,Y8,16:43,1
1973-02-07,W0,20:46,6
1971-06-10,R2,1:43,3
1988-07-30,O1,12:22,1
1980-12-12,K7,18:54,12
1993-06-20,W5,5:32,11
2012-01-01,R2,10:47,6
2010-06-24,W2,17:32,1
1995-03-06,W5,13:00,1
2007-04-07,S7,23:42,1
1978-12-19,T7,11:02,4
1972-06-01,L0,1:47,5
2009-03-02,X2,5:41,11
1998-06-19,C0,12:27,2
1987-08-24,M0,16:44,1
1995-03-12,F1,20:54,2
1992-10-24,I6,7:30,1
1972-02-13,K5,13:46,1
1990-01-04,Z6,4:29,1
1970-10-11,H9,5:15,1
1977-10-20,B1,16:12,1
1989-08-01,Z1,14:52,6
1987-12-05,Q0,15:20,10
1997-11-12,P9,16:10,3
2001-08-21,Q5,11:26,1
2010-04-09,D2,6:58,1
1996-02-08,N5,2:31,1
1995-09-20,H3,20:19,1
1990-01-19,G9,10:42,6
1985-04-27,L8,0:00,1
2006-01-10,W4,2:30,1
1996-05-25,H4,22:37,2
2003-09-05,T4,2:53,2
2017-01-28,V4,1:16,3
1977-01-29,Y9,5:09,1
1991-07-01,K6,20:21,1
1973-12-23,P5,13:45,1
1980-04-28,Y9,18:23,1
1978-05-08,S6,6:46,1
1987-05-16,D3,6:33,1
2003-04-04,M6,3:20,1
1975-12-25,R0,3:38,7
1974-07-18,B4,8:45,2
2006-10-30,S0,21:11,10
2002-07-03,O3,12:16,2
2007-09-07,V7,20:23,10
2012-02-15,L5,6:28,1
2007-10-06,R3,5:18,6
1972-08-07,G0,11:44,1
1978-09-16,G1,8:11,6
1994-01-08,M6,0:36,1
2017-10-07,D0,19:18,4
2005-01-14,X7,3:58,1
2008-05-13,L2,2:44,1
1980-02-03,E1,10:59,2
1974-12-14,Q7,12:58,2
1985-07-31,X9,8:43,1
2001-01-07,A1,10:58,2
1999-08-27,D9,16:18,9
1999-04-09,Z5,6:33,4
1987-09-03,R1,7:51,6
1997-12-24,T2,12:33,1
1979-02-27,Z5,12:02,7
1993-10-23,G4,10:44,3
1971-03-17,V5,4:31,4
2004-06-29,A1,8:59,1
1998-12-23,K7,18:49,2
2014-07-11,B2,22:23,2
1979-11-01,S7,20:25,2
1971-06-01,S9,21:54,1
1982-03-10,Z4,14:58,2
1981-07-08,C8,10:52,1
1999-05-21,P9,5:57,1
1971-10-01,W5,3:29,8
2005-03-18,H1,11:36,1
2006-08-20,Q5,22:39,2
1973-06-13,M9,12:43,1
2010-12-25,W4,5:21,10
1995-08-11,D2,21:27,1
2020-05-01,S1,21:25,1
1991-07-06,E2,6:39,1
1982-02-02,V0,6:58,1
1987-05-16,S1,14:21,1
2009-11-07,Z6,21:15,5
2007-08-06,T2,8:35,6
2010-09-11,N1,18:57,5
2004-12-06,K9,15:03,1
1994-09-27,R5,10:47,1
2003-06-12,K1,23:34,6
1993-09-11,F2,21:14,7
2007-08-06,A0,1:50,2
2004-12-16,Q1,4:09,7
1971-09-10,F5,11:34,7
1972-01-21,C9,22:05,9
1995-12-26,X8,14:20,12
2011-09-06,M7,8:24,1
2001-01-22,M7,22:51,1
1975-04-22,K5,11:39,2
2009-02-21,B5,5:54,5
2008-12-17,H6,13:30,1
1992-08-20,N1,9:13,1
2016-08-19,J4,17:54,1
2003-12-05,P4,23:50,2
1984-06-16,A5,5:36,3
2018-12-26,S7,8:23,1
2012-01-14,F5,3:48,1
1977-06-13,U7,15:19,4
2000-05-10,U7,23:18,1
2018-05-16,U6,4:56,1
2017-11-10,T7,6:41,1
2015-03-23,L7,11:08,3
2004-02-11,H1,12:06,7
2007-09-08,V6,19:56,9
1988-02-28,L9,17:16,2
2007-03-11,U9,22:01,1
1986-12-11,U0,22:28,1
2017-04-29,R3,14:41,1
1976-03-31,D3,8:01,1
2019-06-12,B9,15:46,3
2020-02-15,Y0,2:49,1
2000-09-10,J2,22:41,2
1991-12-30,V0,11:05,1
2001-11-09,H1,7:04,5
2006-01-02,R2,0:58,7
1995-02-28,U3,2:23,1
1990-11-05,O5,11:13,1
1972-11-10,R5,20:42,1
2008-03-17,S0,21:07,6
2011-12-09,U3,15:29,3
2013-04-11,R5,7:54,5
1993-09-10,F2,18:33,1
1973-01-29,U3,21:02,4
2015-04-06,Q3,23:11,3
1974-06-04,M3,20:17,1
1986-12-09,P6,3:20,4
1992-10-06,R2,19:22,12
1974-08-30,E3,8:07,5
1996-10-29,X0,13:56,5
1988-02-25,X0,6:03,4
2007-12-24,U0,16:20,1
2018-08-02,Q9,6:23,3
2021-02-14,M3,14:31,1
2015-08-17,U6,6:48,1
2019-05-05,E2,12:15,7
1980-12-04,M8,21:32,1
1999-02-12,G4,4:27,1
2001-02-10,K8,12:55,2
1981-04-27,L0,1:30,1
1987-11-29,G6,17:52,5
2016-02-01,B0,10:37,13
2007-03-13,X4,23:35,2
1996-09-18,B0,3:17,1
2002-06-11,R5,7:21,1
2002-04-12,H8,21:46,1
1974-06-19,D0,8:12,7
2004-03-18,K4,8:09,5
1992-05-03,C5,22:30,2
1974-04-26,G5,12:12,3
1999-09-14,T7,5:31,3
1977-05-26,A8,11:02,2
2009-02-02,B3,19:32,5
1982-02-19,W4,22:36,1
1980-05-27,S6,17:00,5
1989-07-20,R1,19:44,1
1995-01-24,L8,15:28,9
2021-03-05,I8,21:11,1
1974-10-22,N0,0:19,9
1979-01-20,J4,4:49,6
1992-01-09,Y5,4:43,1
1976-05-05,W6,20:59,3
1981-05-17,W9,8:03,5
2009-05-03,O1,2:05,1
1977-06-30,Q2,10:06,1
2013-05-27,I1,11:45,6
2009-08-18,A3,17:46,1
2012-12-25,A7,4:23,1
2013-03-04,B0,12:41,1
1985-01-10,Y5,19:45,2
1999-06-02,Y6,1:59,1
2017-08-21,P5,4:54,1
1970-08-05,J2,0:02,1
2014-01-11,F3,17:17,1
2000-09-07,F0,2:41,4
2016-07-20,N6,9:51,1
1979-04-27,M6,1:14,1
1989-08-06,R2,9:01,2
2004-02-26,W7,17:23,1
1989-12-09,S3,0:23,3
2003-08-17,C4,12:56,2
1971-10-31,K0,10:10,1
1985-05-29,T7,12:16,3
2014-07-06,G9,7:52,1
1986-01-28,W5,8:24,1
2015-07-05,L0,10:24,9
1974-06-17,Z7,7:39,11
1987-01-30,O8,5:48,5
1988-05-14,L2,16:21,6
1993-05-04,G5,13:01,6
2014-11-08,B1,19:47,1
1975-08-30,M6,19:29,1
2004-01-04,S0,6:34,9
1977-08-19,D1,1:10,3
2009-07-19,T3,19:09,1
1984-02-24,J3,23:23,9
1988-03-19,T8,14:00,9
1998-11-16,B8,18:32,7
2015-01-29,A9,12:17,1
1994-01-13,B2,4:10,1
2008-05-08,R7,23:23,1
1983-02-17,G5,2:39,2
2017-08-27,Q2,4:47,1
2010-11-05,A5,10:05,1
2000-09-28,J9,9:44,3
1978-08-16,M4,14:53,1
2005-12-02,M2,22:29,1
1995-05-19,J9,4:19,1
2002-11-19,T6,4:58,1
2018-12-22,L3,4:18,4
1993-08-05,I3,10:58,1
1990-03-12,I4,2:57,2
1999-12-12,V8,9:41,1
2005-08-27,N9,3:37,1
1983-01-27,L3,7:31,11
2018-11-12,K4,21:20,1
2000-08-11,U5,14:09,3
2008-01-15,B8,14:52,1
2014-08-09,D1,20:54,9
1971-03-20,U9,14:46,1
2002-06-26,G2,22:22,1
1994-01-17,G8,1:15,1
1991-06-09,Z3,16:38,8
1985-12-13,M5,20:18,1
1982-06-03,E6,14:58,6
2012-12-22,D5,23:44,2
2018-02-01,D4,10:35,1
1993-08-06,Z6,12:28,11
1983-03-07,W9,2:42,6
1975-10-13,R7,9:59,1
1996-01-05,I7,3:22,1
2003-08-28,D3,22:06,1
1982-08-05,Z7,11:09,1
2019-09-12,X5,20:37,4
2004-06-02,D1,9:03,1
1974-12-02,Z9,22:36,6
2002-08-30,G7,5:34,12
2002-12-19,Q8,3:50,2
1996-11-13,N8,16:14,1
2004-12-04,I7,19:44,7
1982-09-09,Q2,20:45,1
2012-04-20,X9,21:28,4
1993-06-29,V9,7:54,11
2017-06-15,A8,3:11,1
2015-06-17,D6,8:54,1
2002-01-12,N4,4:54,9
1980-08-15,O3,0:52,1
2011-03-19,B3,19:23,1
1994-11-08,T0,0:42,1
1987-03-29,R9,11:45,2
1998-12-11,R8,1:26,7
2016-07-10,A8,15:41,7
1983-03-27,H7,5:11,1
2005-03-25,A7,20:30,6
2016-10-17,J9,4:01,1
2020-02-05,C6,20:16,4
1999-02-03,G8,0:28,1
2015-06-01,E4,5:21,15
1982-09-11,V2,20:20,1
2009-01-01,Z6,10:58,1
1985-07-27,V6,0:59,1
1984-05-16,S7,19:54,3
1995-09-14,A4,21:29,1
1983-06-07,J6,1:09,1
2003-07-05,Q9,0:03,5
2004-04-15,I6,10:00,1
2020-02-22,W1,3:58,4
1998-10-18,H1,12:03,5
2017-04-28,F2,0:47,2
1987-03-04,G5,0:41,1
2013-11-11,Z2,13:52,2
1998-04-07,R7,20:10,1
1985-09-07,W2,18:10,1
1995-07-14,T8,10:49,3
2009-06-20,U7,17:10,2
1981-12-30,Z2,1:08,4
2014-04-12,Q8,0:55,1
2018-04-10,F7,7:10,1
2013-01-10,R1,22:03,1
2017-01-10,W5,8:36,2
1986-07-20,Z1,2:54,1
1987-10-18,B8,11:06,2
1980-05-08,Z1,9:40,1
2010-06-25,P1,2:44,1
1983-12-22,E2,16:23,1
1984-09-20,O0,17:24,6
2003-05-10,I6,23:38,2
2003-06-09,D5,15:27,3
1989-10-18,X3,1:01,6
1985-11-24,Y2,22:08,12
2007-09-27,I5,18:09,1
1980-06-17,X1,6:58,9
2018-01-07,Z4,3:08,1
2011-11-06,P4,19:12,5
2008-12-15,N8,23:53,5
1982-12-19,K1,6:08,4
1996-02-09,Z8,7:13,2
1984-03-03,U2,10:38,11
1986-04-13,C2,21:16,2
2013-07-28,P0,15:34,1
2008-02-07,X8,4:12,3
1990-03-12,R8,13:58,8
2004-12-17,K5,11:35,1
2009-12-04,Y4,12:42,12
1989-10-08,M2,10:49,1
1985-07-07,F2,23:13,2
2007-03-04,Q1,9:13,10
1998-07-02,E4,13:20,6
2009-10-25,S2,9:24,2
1995-02-06,A9,15:43,1
2005-12-16,M7,2:20,5
1998-01-24,W4,9:04,2
1991-01-13,R5,14:02,2
1998-10-12,A7,21:10,1
2002-02-13,T9,4:04,5
1995-01-04,M7,14:10,2
2009-04-03,N1,15:32,1
2006-08-13,E4,8:34,1
1987-10-25,O6,22:23,1
2009-09-14,B5,2:55,5
1987-03-27,Z2,20:53,1
2015-02-05,Z2,1:01,1
1996-05-15,I5,21:01,15
1990-02-16,J8,18:54,1
1990-12-07,H8,5:32,2
1995-08-09,D4,16:22,3
1995-08-22,H8,4:20,9
1987-07-20,E3,6:07,1
2007-05-23,U3,22:16,7
2019-05-07,W7,15:07,4
2018-02-22,G3,7:43,1
1982-07-10,W2,22:30,1
1988-03-17,Y0,6:57,1
1986-03-11,Q0,7:58,1
2014-12-13,V1,4:03,1
2007-11-26,D4,15:43,1
1994-05-18,Y8,16:24,2
2002-05-13,U1,22:40,5
2003-07-22,L7,19:10,3
1989-06-19,C8,8:06,1
1980-03-04,C9,18:58,6
2014-12-18,C9,7:48,3
1983-11-11,D4,13:35,1
1985-06-11,K8,16:06,5
1993-12-06,H1,5:31,2
2003-04-24,B2,23:31,1
2003-03-11,R6,17:47,7
2010-01-12,R6,15:34,2
1997-10-01,T8,20:56,4
1985-03-21,P2,8:19,5
1999-12-15,P1,22:23,1
1990-05-11,Q4,16:53,9
2001-10-02,R0,10:32,1
2012-06-15,Z1,5:23,10
1981-10-27,L7,16:50,2
