language,personID
Spanish,46983
English,99175
Portuguese,81982
Belorussian,155916
English,61678
French,154726
Thai,62521
Greek,881
Kurdish,136684
German,130831
English,98175
Korean,105313
Russian,78129
English,169693
Urdu,130021
Russian,99061
Russian,108041
Italian,160140
Estonian,16525
English,65598
Mandarin,69481
Nigerian,122264
Italian,45126
German,163469
English,168484
English,30601
Japanese,169924
Spanish,35106
Spanish,958
Greek,48639
Spanish,55778
German,87722
Spanish,93786
German,156849
English,119272
Spanish,8018
Ukrainian,40410
English,151483
English,75205
German,61572
Bulgarian,154794
Hindi,4055
German,9717
Hindi,155872
Bengali,170446
English,126197
Bengali,135283
English,125766
Spanish,93166
Spanish,18679
German,35239
French,135541
French,43323
Swedish,30597
German,28831
Mandarin,93680
German,132289
Slovak,153463
English,48546
Spanish,97581
French,64675
English,64952
English,30983
English,50851
Portuguese,12465
Bulgarian,135222
Indonesian,57080
Mandarin,40107
English,110727
English,85117
English,117597
Nepali,149583
Russian,54662
Hindi,127047
Japanese,24561
German,80181
Russian,117771
French,127678
Spanish,67779
English,99017
Cakchiquel,216
Greek,72377
Mandarin,156678
German,81245
English,19136
Cambodian,63359
Polish,5077
Czech,92397
English,92348
English,144703
Bulgarian,75696
English,163047
English,50651
Mandarin,62573
English,92135
French,144407
English,57249
English,11341
Finnish,91182
French,146192
Lithuanian,136775
Spanish,142057
Spanish,91191
English,47094
Mandarin,42960
Polish,151805
Hindi,138457
English,109434
Bengali,31283
Spanish,103709
French,82390
Mandarin,34716
Portuguese,92204
English,104345
Spanish,131172
Czech,136096
German,103851
French,106343
Bengali,15300
Bengali,2646
Spanish,168095
Spanish,170509
Serbian,149850
English,78126
English,144910
Berber,5869
English,166624
Montenegrin,73533
Spanish,83478
French,169706
English,113583
Russian,97462
Arabic,121161
English,33897
Mandarin,164252
German,68398
Bulgarian,23577
English,162677
French,103690
Portuguese,38083
French,151732
English,20805
Hungarian,59925
Berber,61038
Hindi,49775
Italian,125550
English,86739
French,15585
Belorussian,121700
Spanish,122020
Portuguese,151952
English,81688
Japanese,165004
Indonesian,26849
English,145803
French,88231
Spanish,137593
Spanish,20397
English,55679
Spanish,84406
English,20980
English,67064
Korean,157631
Kyrgyz,41434
Indonesian,117223
Croatian,112232
Italian,116995
Mandarin,137277
English,94575
Czech,108669
Indonesian,168841
Spanish,102103
Afrikaans,136007
English,153067
Japanese,11936
French,119106
Cakchiquel,109634
Russian,144263
Bengali,109087
English,138512
Mandarin,168413
Japanese,86480
English,127921
Spanish,49996
French,52238
English,48353
English,89860
English,138269
English,100551
Bengali,53971
English,89732
Spanish,155612
Mandarin,40321
French,95376
Dutch,89640
Swahili,85634
Slovak,102952
Cambodian,90630
Montenegrin,148021
French,77491
English,104959
Arabic,33595
English,85184
Finnish,56685
Spanish,64147
German,38146
English,64081
Mandarin,68027
English,9473
Catalan,151340
English,3696
Basque,16598
German,74737
Turkish,69016
Japanese,2670
Mandarin,107502
Spanish,55891
English,169016
French,142791
French,57129
Spanish,69108
Ukrainian,3125
English,38109
Korean,70729
English,57927
Portuguese,119972
Arabic,3079
Spanish,112409
German,110345
Bengali,1468
Spanish,140046
Georgian,59616
German,133844
Mandarin,34382
French,150667
Spanish,58964
French,43512
English,151375
Spanish,71990
English,167477
German,154152
Russian,143993
English,21338
Portuguese,116514
Spanish,70588
German,38891
Korean,171373
Portuguese,108256
French,57663
Bengali,119004
Serbian,159599
English,151503
English,59280
Greek,81179
English,154682
French,93619
Spanish,93460
Korean,76737
Korean,39715
English,88673
French,140312
Vietnamese,97756
English,145267
English,110849
Italian,108729
Thai,153113
Spanish,130614
French,48389
Spanish,46002
English,33455
Lithuanian,63172
Bengali,101357
Kurdish,38944
German,145926
German,77256
English,59822
Japanese,3919
Spanish,73693
Arabic,118543
Mandarin,35204
Arabic,92468
Bengali,130714
Italian,129669
Arabic,37441
Spanish,134435
Indonesian,39346
Mandarin,114878
German,165236
German,157342
English,123349
French,116375
German,114310
English,79567
Greek,72554
Turkish,133169
Spanish,96727
Mandarin,130102
English,99331
Greek,126250
Bengali,62116
English,171272
English,3759
English,47445
Spanish,78426
English,102215
English,90853
Latvian,156004
Spanish,19726
Spanish,139357
English,89821
Spanish,137542
Bulgarian,64917
Spanish,128025
Arabic,78768
Macedonian,145001
Mandarin,162887
German,14314
English,33595
Hebrew,153550
Cambodian,107720
English,156437
Assyrian,97171
French,127993
Mandarin,1317
French,40092
English,44106
Hebrew,129059
Danish,146109
Turkish,86069
English,119684
Portuguese,152827
Turkish,60962
Korean,42296
English,111769
Mandarin,62252
Swedish,137336
Japanese,119703
German,123704
Bengali,60201
English,145204
English,66452
English,20150
Greek,1878
Spanish,162582
English,63136
Serbian,31108
Mandarin,7591
Spanish,99376
Spanish,156938
Korean,2982
English,38702
French,45240
English,64454
Spanish,5130
English,143292
English,143138
English,31595
Serbian,54358
Greek,152313
Russian,52420
Somali,5078
Hindi,60283
Portuguese,148795
German,98670
English,17087
Mandarin,34591
Spanish,70622
French,66928
Albanian,25423
English,64858
Indonesian,67358
Italian,2979
Spanish,37149
Portuguese,161026
French,12092
English,107383
English,169525
Portuguese,168621
Spanish,21790
Arabic,114906
German,72045
Macedonian,44156
German,42046
Greek,73928
Jakartanese,135651
German,64982
Thai,67229
German,69135
Mandarin,61594
Turkish,165434
Spanish,122547
Mandarin,13233
Spanish,64378
Japanese,5585
French,130668
Hebrew,56391
French,160208
French,65860
English,85655
German,115432
French,45098
German,109259
Russian,146985
German,116242
English,116424
Thai,86671
German,140206
English,104486
Afrikaans,126406
English,76330
Nepali,2519
French,83844
English,150414
English,100532
Russian,136783
Japanese,17037
Spanish,80998
English,124672
Portuguese,39150
Arabic,148042
German,120182
English,112351
Spanish,1892
Sundanese,47642
French,67097
Japanese,4559
Korean,1127
Swedish,154757
Spanish,105640
Italian,57331
French,152722
English,76177
Yiddish,1644
Georgian,150800
German,62316
Spanish,85800
English,42387
German,155718
Spanish,13257
Spanish,120173
French,305
Thai,87927
French,52512
Spanish,25154
Spanish,94029
English,85242
Arabic,19690
English,20976
Arabic,88850
Spanish,135227
Dutch,22914
Hungarian,163397
Spanish,71620
German,101843
Mandarin,15111
French,12668
Taiwanese,60097
Taiwanese,45018
Portuguese,16095
Uzbek,151065
German,153470
Mandarin,51631
English,46975
Spanish,74114
English,90820
Portuguese,54665
Greek,37666
Mandarin,122651
Hungarian,85516
Spanish,61209
Italian,171340
English,98783
French,134582
Korean,113973
Czech,119768
English,94401
Spanish,59520
German,163937
Arabic,129180
English,111909
German,45515
English,43379
English,154267
English,142960
German,66858
Kazakh,50944
English,22019
Japanese,148124
English,20217
Japanese,39582
English,77882
English,104382
English,28728
Spanish,26814
English,106912
English,100998
English,6873
Kurdish,86505
Spanish,165099
Mandarin,3150
Russian,10924
Catalan,80338
Mandarin,50587
German,113477
Mandarin,76948
Uzbek,48698
Italian,25169
Sundanese,45951
Mandarin,157624
Hindi,134295
English,90373
Bosnian,159857
French,158980
German,149729
English,155751
English,128798
Japanese,44095
Shanghainese,10070
Russian,168896
English,147107
Spanish,1241
Mandarin,70646
English,92941
Urdu,11158
Spanish,19453
Italian,34240
Spanish,44405
Japanese,62955
Bengali,159174
Portuguese,110712
Mandarin,38267
Moldavan,68982
English,41345
Kazakh,164283
English,63139
English,107564
Japanese,65324
Japanese,21072
Icelandic,32389
Taiwanese,129261
French,136957
German,117350
English,123227
Polish,105900
German,71828
English,21001
Georgian,3290
Chao-chow,144992
German,95155
German,92232
Spanish,131125
Spanish,167833
Ukrainian,78950
Bengali,31520
English,51138
Slovak,145286
German,152547
Serbian,10190
Montenegrin,84878
English,99115
Spanish,115473
English,144587
Chavacano,25049
Mandarin,85027
Spanish,165440
French,129159
Kurdish,68434
Malay,120833
German,119462
Moldavan,2300
German,149821
English,14673
Spanish,148037
Spanish,64454
French,127137
Spanish,86193
Korean,118959
Somali,80756
Mandarin,36400
German,72013
Swahili,111128
Chao-chow,66125
English,146619
French,30732
Spanish,110437
German,22300
English,100675
Hindi,44404
French,36704
French,67743
English,135720
English,161723
English,53209
Estonian,82886
English,32177
German,33352
English,107485
Mandarin,20942
Mandarin,7643
French,133144
French,14067
Estonian,36382
English,84638
French,124821
Arabic,72519
Croatian,149868
French,118040
Spanish,101577
Japanese,91104
Spanish,80722
Czech,59551
Mandarin,71308
Mandarin,78430
Chavacano,140721
Polish,148389
Spanish,56439
French,13315
French,62156
Polish,54171
Spanish,20220
Spanish,117893
French,67515
Russian,134833
English,19893
English,166670
Mandarin,77127
Mandarin,77704
Italian,151648
German,154639
Portuguese,22605
Arabic,38996
Jakartanese,142889
Danish,29746
English,27952
Macedonian,69378
Hindi,170991
Bengali,85095
English,33919
French,148134
Latvian,118387
Spanish,50791
Russian,122017
Moldavan,36288
Spanish,103884
Korean,125080
French,58943
English,160573
English,116530
Ukrainian,117163
English,18604
English,106618
French,109910
Mandarin,87166
Italian,106628
German,130334
Japanese,36459
German,37567
Thai,44607
Spanish,22573
German,152013
English,104227
German,138162
Korean,66975
English,116506
Italian,69216
English,164318
Russian,32064
English,35299
Spanish,5926
German,4585
Berber,7252
English,80737
Bengali,83271
French,94398
English,152681
Spanish,4073
Hungarian,34509
Estonian,50116
English,28509
Japanese,102756
Spanish,139309
Yiddish,94187
English,79291
Hindi,28391
Mandarin,127240
Lithuanian,106785
Estonian,29686
Catalan,21162
French,99655
Spanish,2783
English,129157
Ukrainian,166219
Bengali,39927
Azerbaijani,12749
Portuguese,168430
English,57266
English,10029
Spanish,87647
German,22918
English,44134
English,130851
Japanese,134788
German,155129
Slovak,17599
English,75376
Spanish,132520
Mandarin,96945
Yiddish,97203
Spanish,124266
French,98043
German,163991
Bulgarian,121400
Nepali,34413
Moldavan,126707
English,150253
Danish,167722
Belorussian,46881
Japanese,101256
Kyrgyz,3679
Korean,110896
French,35403
Arabic,93366
English,106479
Greek,119948
Assyrian,15917
Danish,33187
Icelandic,101486
Spanish,162479
Spanish,142063
Yiddish,60732
English,139854
Japanese,104548
French,48829
French,151757
German,99581
English,129152
Slovak,75642
French,147670
Moldavan,149266
Spanish,113777
Korean,36709
English,138856
Spanish,75564
English,153098
Hindi,171778
Russian,122723
Kosovan,57102
Japanese,141226
Spanish,56419
Spanish,171470
Spanish,126035
English,148326
Portuguese,121871
Greek,133804
Japanese,38968
French,30896
English,40441
English,70987
Spanish,108078
Spanish,75754
Spanish,107901
French,90763
Spanish,140869
Italian,70687
English,45737
Greek,134515
Spanish,107143
English,92600
English,46581
Mandarin,83920
Norwegian,151365
English,66677
English,52345
Turkish,66232
Basque,107919
French,71830
English,168409
English,125939
English,129678
English,131814
French,81730
Nepali,23547
English,161523
Berber,92547
Spanish,112574
French,69025
English,130590
Portuguese,130283
Polish,63240
English,165607
German,120034
Norwegian,22950
English,168809
Mandarin,114857
English,114325
Afrikaans,82498
German,101601
French,84127
Georgian,70471
Russian,165886
German,20885
German,152109
English,85289
Spanish,51715
Danish,97669
Mandarin,130298
Mandarin,105915
Thai,89918
English,46292
French,31737
Belorussian,161172
Mandarin,43581
English,153019
Swahili,38983
Estonian,13679
Spanish,33086
Icelandic,57042
French,152583
Spanish,150052
Macedonian,156912
English,49940
Arabic,155404
Vietnamese,90678
German,68222
Mandarin,110510
English,112507
German,69896
German,161339
German,48375
English,71210
Polish,17403
English,46293
Spanish,168112
German,89073
French,7659
Japanese,18255
Spanish,44917
Hindi,3907
Spanish,122216
Hungarian,23840
Hungarian,46461
English,104055
French,76741
English,62985
Spanish,50645
Greek,25758
Portuguese,79258
Spanish,77229
Afrikaans,36347
Hebrew,105945
Arabic,113644
English,164982
Japanese,56481
Arabic,165266
Portuguese,65174
Hindi,10061
English,115492
Spanish,171527
Spanish,145850
German,150070
French,77159
Kosovan,131286
French,37593
Spanish,86518
Mandarin,53725
Greek,6425
Spanish,55330
German,23035
English,156250
Arabic,46889
English,137220
Spanish,131865
German,15370
Spanish,7762
Estonian,96960
Spanish,19581
French,5118
English,7542
Chavacano,91210
English,16513
Spanish,4679
Mandarin,101522
Spanish,159115
Spanish,161483
English,92076
Hindi,42844
Japanese,157411
Mandarin,120464
English,98760
Korean,164743
Catalan,116637
Spanish,46582
English,54026
Danish,41513
Mandarin,62289
German,94540
Mandarin,62821
Spanish,22256
English,103378
Russian,137163
English,12370
German,88257
Mandarin,89636
Spanish,104977
Spanish,52064
German,94769
Bengali,44316
Arabic,12510
Urdu,29092
English,55073
English,1301
English,34255
Kurdish,120453
Polish,107801
Assyrian,64703
Mandarin,64842
French,107751
German,160981
German,106848
English,120911
English,78342
Macedonian,94832
Indonesian,43049
Hindi,93187
Spanish,122496
French,171138
Uzbek,150378
English,156532
Italian,85798
Afrikaans,95274
Spanish,119370
Bengali,163508
Latvian,168379
Hungarian,85143
Japanese,31094
Spanish,58909
English,171687
Mandarin,96414
Taiwanese,23526
English,156124
English,76915
Korean,83742
English,93871
Hebrew,92606
French,21508
Croatian,145705
Italian,66307
Hebrew,142814
English,54550
English,26227
French,136529
German,64295
Taiwanese,58271
English,131871
English,132468
Spanish,87275
Spanish,163069
English,150516
German,17317
Finnish,49252
Italian,58769
French,126298
English,171291
Moldavan,76092
Polish,114404
Japanese,69271
English,162719
English,115869
German,34836
Portuguese,23980
Italian,23700
Russian,135146
Nigerian,12499
Greek,40668
Italian,127539
English,80998
Danish,93957
Azerbaijani,61332
Spanish,130803
Korean,35233
English,44306
Thai,108989
Nigerian,156902
German,92843
Polish,28158
Spanish,64429
English,36660
Afrikaans,122215
Spanish,6347
German,90389
Lithuanian,7165
Arabic,153131
Spanish,105964
Spanish,143164
Azerbaijani,12052
English,87339
English,5972
French,156445
Spanish,38540
Hindi,170287
Portuguese,71784
English,16596
German,32368
English,75983
Somali,68572
English,68009
Spanish,97511
French,16598
English,87010
English,166525
Spanish,123626
Shanghainese,65465
Afrikaans,42185
Swahili,27555
Japanese,9532
Thai,46436
English,120129
French,137254
German,61267
German,113918
Spanish,51638
Spanish,7319
French,28607
English,6890
Catalan,30462
Spanish,30878
Spanish,22179
English,67181
English,86184
English,85727
Portuguese,18819
Berber,93300
English,163193
Bengali,112776
Uzbek,146436
Spanish,169604
French,157888
Indonesian,4810
Czech,68796
English,54256
Italian,118894
Portuguese,19414
Maltese,88146
English,110831
German,148676
Ukrainian,86895
Urdu,129423
Kyrgyz,82281
Korean,80230
English,90937
English,171392
Catalan,85535
Bengali,98164
French,159058
Bengali,24872
Dutch,115664
German,161179
Spanish,128837
Japanese,59310
English,14363
English,38525
Italian,80519
Turkish,117569
French,156223
Hungarian,46316
German,18137
Spanish,20439
French,43484
Italian,100282
Russian,4339
English,9368
French,28437
Cakchiquel,116901
Spanish,105815
Japanese,94477
Spanish,99883
Bengali,132875
English,142342
Arabic,68912
Spanish,54851
English,146326
Russian,39703
Spanish,50546
Dutch,122919
English,143346
French,65802
Spanish,43736
German,157767
English,125801
Indonesian,121758
English,44336
German,7701
Spanish,49219
Spanish,163700
English,108773
German,53871
Spanish,159955
Italian,131536
Mandarin,127629
Spanish,78131
Turkish,71318
German,139395
Korean,78026
English,32066
Turkish,25920
Serbian,24440
Italian,21389
English,65671
Kurdish,138715
English,116579
Arabic,157367
Arabic,44071
Italian,53483
Spanish,15359
English,72059
Greek,11439
English,123911
Nepali,83327
Ukrainian,171215
Mandarin,68750
French,111137
Serbian,72972
Belorussian,131339
Greek,13083
Albanian,141857
English,92822
English,46863
English,28735
English,91336
German,106535
English,93732
German,42986
Spanish,58275
English,78304
Spanish,73767
Spanish,82699
English,103802
French,98242
Danish,70815
English,75435
German,87060
Portuguese,45731
English,21147
Greek,108492
Spanish,17
Danish,34980
French,17387
German,25108
Spanish,1132
English,85770
Spanish,26787
English,58501
Mandarin,97497
Danish,117827
Kyrgyz,69511
Ukrainian,27382
English,80754
English,92613
Japanese,22797
English,166266
Hindi,75987
Afrikaans,47832
English,132777
English,143112
Hebrew,31819
German,98530
English,132275
English,91152
German,161023
Spanish,11615
Spanish,63168
Azerbaijani,163028
Bengali,56028
Spanish,144376
German,75328
Korean,22053
Thai,29933
Hungarian,112551
Berber,107317
German,122205
Bengali,2639
English,23776
English,54744
Spanish,113217
English,35129
Afrikaans,17636
Kosovan,113691
Hindi,87663
Mandarin,25467
German,18475
Russian,60148
Portuguese,81415
French,13332
Ukrainian,128676
Czech,111205
French,108434
Spanish,70781
Mongolian,34195
Korean,31449
Estonian,158241
German,154030
French,99098
Italian,157853
English,50289
Mandarin,80135
Italian,123901
Japanese,21133
Russian,70502
English,78578
Spanish,117624
German,78961
English,60137
Hebrew,142026
Spanish,121127
German,36440
Arabic,144696
Chavacano,23795
English,26531
Bengali,122686
Korean,160151
English,8668
Somali,112886
English,105583
English,165098
English,93588
English,29560
Hindi,129995
English,124254
German,117014
French,9945
English,158928
German,104877
Italian,6697
Portuguese,38201
English,164405
Korean,104050
German,61959
Greek,95212
Croatian,151309
German,9863
Vietnamese,48364
German,93062
English,132997
French,45085
Spanish,152003
English,135294
English,151271
Georgian,170284
Arabic,34171
English,53226
French,25859
Turkish,18750
English,49656
English,29159
Cakchiquel,56889
Spanish,36644
Norwegian,170052
Turkish,19201
English,16236
Spanish,21713
English,143064
Maltese,157637
Japanese,115599
Moldavan,123963
Norwegian,9939
Italian,72452
German,1928
Finnish,159065
Bulgarian,130065
Hindi,152505
French,81834
Portuguese,125243
Thai,123965
English,101693
Hindi,131010
English,81146
Russian,52606
Chavacano,138251
Spanish,100152
English,67999
Spanish,131314
English,99633
English,140275
German,44153
English,62759
English,60785
French,141715
Greek,61936
Bengali,130002
Ukrainian,164712
Spanish,117046
Portuguese,24815
Vietnamese,144165
Russian,65539
English,160136
Spanish,136204
English,109526
English,141280
Kosovan,120992
Spanish,154270
Czech,3167
French,13369
Arabic,154180
French,18617
English,150103
Spanish,24624
Hebrew,102671
German,107316
Finnish,56668
Spanish,118698
English,134529
Mandarin,17987
English,125000
Arabic,105910
Portuguese,137101
Spanish,85954
Arabic,97355
Italian,1330
Ukrainian,61793
Spanish,28078
English,114878
French,86329
Spanish,50293
Arabic,128462
Afrikaans,121859
English,34539
Greek,91033
Spanish,5289
English,156994
English,31098
Mandarin,145149
English,164691
Spanish,81422
English,97731
Korean,140016
Finnish,105295
English,4870
English,111050
Finnish,55869
Arabic,105746
Korean,118984
Hindi,105115
Spanish,154685
English,117203
English,153711
Spanish,72728
German,150422
Afrikaans,22270
French,135645
French,85998
Mandarin,82633
English,127688
Berber,151638
French,80721
Russian,19630
Bengali,9562
Bengali,19721
Japanese,6992
English,107082
Mandarin,36747
English,54911
Mandarin,67545
Kosovan,68497
Ukrainian,126553
Italian,2155
Kyrgyz,169424
Portuguese,147936
French,92423
English,140696
Portuguese,40318
Bengali,98457
Ukrainian,81554
Danish,113569
German,167808
Italian,104504
French,78434
Japanese,49690
Spanish,82872
German,96658
Portuguese,98832
French,6844
German,161895
Arabic,134865
Serbian,103157
Italian,131766
Italian,115557
German,30680
Bengali,144298
English,12981
English,109594
Spanish,75932
English,150478
Spanish,7630
English,19922
English,46385
Spanish,147813
Spanish,90975
Danish,4190
English,47215
English,41433
English,168365
Danish,83498
Japanese,92441
Russian,93493
Russian,105921
French,18744
Chao-chow,123271
French,62175
German,154331
English,116924
French,91561
French,153744
English,145911
Assyrian,47684
English,43349
Mandarin,96705
Russian,46528
Spanish,125901
Catalan,159177
Thai,91608
Arabic,62329
English,46591
Spanish,50040
Nepali,97608
English,62850
Azerbaijani,143132
Basque,90634
English,8917
Estonian,128049
Spanish,115935
English,65927
English,12785
Arabic,34474
Russian,1091
Spanish,27416
Italian,87644
English,153342
Shanghainese,51967
Portuguese,67654
English,61808
Italian,50123
Japanese,111464
English,60444
Mandarin,79130
Bengali,104926
German,53299
English,47777
French,165517
Hindi,127680
Finnish,151138
French,62213
English,68382
English,124926
Estonian,145242
Greek,135601
German,154541
Portuguese,105127
Spanish,98331
Spanish,76280
Bengali,72333
English,128270
Spanish,69309
Bengali,70586
German,31917
English,168891
Sundanese,165376
Macedonian,159074
English,56434
Belorussian,119665
English,117541
Shanghainese,15957
Spanish,52948
English,170461
German,74767
Turkish,21045
Urdu,24806
English,55783
German,142190
Russian,148898
Spanish,21421
Portuguese,160234
English,27764
French,99043
English,76304
French,145217
Spanish,70404
English,109601
Arabic,100203
Italian,56137
English,64535
Italian,1326
German,107251
Italian,55785
German,122048
English,133246
German,82902
Japanese,126710
Belorussian,5270
Norwegian,60197
Hebrew,19843
Greek,100278
Korean,135391
Japanese,81163
Turkish,148231
Japanese,15629
Finnish,43940
Jakartanese,111429
Greek,97254
Italian,45719
English,87820
French,56656
Arabic,94600
Japanese,65012
English,105984
English,73344
German,139704
English,83658
English,64140
English,86029
Mandarin,169720
English,131341
Catalan,136494
Russian,6171
Spanish,27251
English,50548
English,58394
Spanish,149697
Japanese,85295
Spanish,75768
Russian,54987
Japanese,63806
Italian,77157
Indonesian,169866
Hungarian,121669
English,105654
English,27984
Mandarin,133381
Spanish,50093
Shanghainese,1860
Macedonian,95778
Russian,170976
English,116901
English,116003
French,33566
Spanish,57973
English,132849
Russian,166645
English,39345
German,109785
Arabic,73537
Greek,149669
Arabic,58718
Croatian,137783
Bengali,155690
Turkish,164867
Vietnamese,161633
Moldavan,31238
Greek,115944
French,110456
Bengali,76422
Russian,119704
Spanish,1446
Lithuanian,63950
German,17296
Spanish,141473
Russian,126671
Spanish,50566
Sundanese,59767
English,161016
French,109214
Russian,36184
Sundanese,926
French,86246
Hebrew,63926
English,118049
Moldavan,34610
English,86657
French,13655
Arabic,153259
English,76724
French,27660
Basque,51210
German,127116
English,608
Russian,56806
Mandarin,115418
Maltese,155096
English,79173
Bengali,47283
Arabic,108033
Portuguese,107927
English,84934
French,167537
French,122377
Spanish,56553
Portuguese,148013
English,85774
Maltese,88034
Russian,99199
French,128889
English,161289
Portuguese,28868
Mandarin,12828
Spanish,18526
English,136438
Italian,39630
Shanghainese,57908
Portuguese,115775
German,90669
English,1472
English,115455
Latvian,167731
Mandarin,28546
Japanese,116320
Danish,38912
Hebrew,10367
Malay,151087
Albanian,41028
Spanish,54063
Spanish,157545
German,55232
Uzbek,112339
English,162121
German,37533
Mandarin,81563
Spanish,125391
Spanish,76735
Mandarin,7230
Cambodian,34583
Yiddish,8017
German,83945
Spanish,62171
English,157413
Spanish,20678
Spanish,7508
Korean,12044
Mandarin,149768
English,156644
Korean,137309
English,108138
Hindi,21185
Russian,60452
German,81575
German,95962
French,63560
French,98811
Korean,89832
Italian,20233
Spanish,93501
Japanese,21115
English,168170
English,121708
English,90019
Dutch,99599
Hindi,44678
Mandarin,149083
English,30417
English,129798
Bengali,137132
Mongolian,87533
English,155981
Spanish,65864
Arabic,108114
German,157836
Afrikaans,106125
Mongolian,141008
French,9657
Bengali,65432
English,84285
Portuguese,99925
Italian,96240
English,161652
Mandarin,71829
English,67632
English,59173
English,129987
English,14479
Japanese,109871
English,123921
English,29028
Italian,137062
Arabic,166667
German,152619
Turkish,126711
French,101849
Spanish,95799
Jakartanese,60325
Thai,115947
Japanese,20664
Indonesian,117342
English,113995
English,166707
Japanese,157038
Italian,17194
English,68537
Polish,129281
English,113182
French,111453
English,110553
German,51410
Dutch,148844
Korean,171226
Japanese,75930
Hungarian,123373
Serbian,148483
Mandarin,128969
Spanish,12831
Russian,83467
German,115169
Czech,87739
Japanese,6952
Croatian,80995
German,166119
Spanish,158340
English,71992
Spanish,50052
Japanese,29337
Swahili,136955
Italian,60654
English,68611
Polish,53057
Italian,103668
Sundanese,158906
French,17403
Hindi,135120
French,128590
Malay,74751
English,107523
Spanish,60012
English,86354
English,156229
Italian,114518
English,76812
French,146290
French,38497
English,8193
English,43538
Italian,21813
French,73189
Japanese,130270
Bengali,18714
English,99076
Japanese,139368
Hebrew,92445
French,67379
English,54335
Mandarin,114518
Arabic,36795
Spanish,57505
Portuguese,84133
English,153543
English,42394
Arabic,46885
Bengali,52346
Spanish,82111
English,63338
Macedonian,139540
Spanish,112478
English,2972
English,7998
Montenegrin,64743
English,96420
Mandarin,85923
English,75924
Bengali,14232
English,71032
English,59664
Afrikaans,166102
Icelandic,68713
Portuguese,103782
Latvian,106631
English,134904
German,57957
German,95466
English,35229
Danish,38460
Greek,25237
Hungarian,148413
Mandarin,81715
Mandarin,95647
English,28974
English,9008
Shanghainese,97509
English,167575
English,1971
English,138414
English,16284
Bengali,96005
Mandarin,88134
Bengali,51907
English,103399
Hindi,122839
Spanish,102394
Catalan,95141
Spanish,93885
Spanish,39999
German,36658
German,160744
Portuguese,87745
Russian,168316
Spanish,124545
Spanish,82161
Spanish,52132
Russian,97172
Danish,71082
English,90591
English,63818
Spanish,131173
Mandarin,24953
Spanish,32347
Mandarin,142323
French,106272
Moldavan,71024
Italian,31003
English,122202
Mandarin,87377
English,68218
Hindi,51351
Spanish,57907
English,63614
English,146570
French,12319
English,12103
Uzbek,84040
Spanish,41205
German,153935
Japanese,104579
Jakartanese,152907
English,8866
Spanish,109499
English,5868
French,110136
Portuguese,64551
English,59626
English,96065
Spanish,5851
English,36812
Bengali,124723
English,98051
English,122286
Hindi,162294
French,133166
English,29278
Kurdish,151735
Mandarin,158776
English,74939
Mandarin,159948
English,103278
English,33433
French,149382
Polish,72549
Azerbaijani,92203
Spanish,112594
Arabic,81195
Lithuanian,147676
English,31882
English,166648
French,76840
German,170165
English,132859
English,59183
English,122863
English,24119
Polish,114595
French,41863
German,56158
Hindi,21643
German,27137
German,79549
French,32338
Spanish,90487
Mandarin,161720
Hebrew,6327
German,108488
French,116660
English,10339
German,31285
English,137486
English,111979
Spanish,165976
English,140908
Russian,69468
Lithuanian,41444
English,32713
Finnish,47388
German,105502
French,155957
Greek,146901
Hindi,60792
French,108023
Greek,139131
Spanish,50269
English,99035
Korean,149476
Mandarin,14539
French,128719
French,120918
English,95877
Spanish,34013
French,25106
English,28100
English,13470
German,86084
Maltese,9696
French,50836
German,21849
Spanish,73065
French,46093
English,97336
English,57750
English,150748
French,60798
English,142439
Kazakh,119104
Portuguese,27578
Swahili,35260
Hebrew,138832
Slovak,65951
Serbian,99604
Spanish,147104
Chao-chow,116245
English,58339
English,49707
French,168060
Urdu,78358
Russian,152381
German,151496
Estonian,154666
Hindi,19308
Spanish,106050
French,17681
English,42157
Hindi,103437
Russian,149671
French,2763
English,138896
French,33725
Finnish,130486
English,849
Greek,153365
Spanish,9291
Spanish,59680
Korean,156870
Italian,60805
Cambodian,168767
Greek,64679
English,28847
French,103916
German,22314
English,118756
Bengali,55492
English,8491
English,67786
Uzbek,138832
Mandarin,11178
Mandarin,33553
French,153292
Spanish,10037
Taiwanese,126525
Nepali,4892
Dutch,86911
English,75299
Dutch,10268
English,162043
English,34985
Spanish,145221
Spanish,93677
English,36714
Hindi,48217
English,106016
English,16812
Bengali,135735
Estonian,60779
English,68434
Japanese,170874
Bengali,86026
English,42661
French,33547
English,125739
Spanish,22259
Spanish,59623
Korean,144250
Moldavan,10019
German,107933
Hebrew,111831
Arabic,25381
German,171325
Japanese,133473
English,42430
Hebrew,94503
Georgian,76181
German,120609
English,152462
English,6224
Arabic,39271
French,66236
English,86603
English,139324
Hindi,126027
English,54347
Spanish,133950
English,58512
Korean,161910
English,137871
Belorussian,30208
English,115652
Greek,29855
French,56771
English,45932
Portuguese,85655
Spanish,162730
Spanish,136198
Azerbaijani,114617
German,132638
Bengali,146875
Hindi,46445
English,42394
English,54601
Cakchiquel,165834
Kurdish,116730
French,143458
German,68254
Albanian,137029
Portuguese,170584
Portuguese,141866
English,132527
Russian,132188
Kyrgyz,93068
Afrikaans,65308
Cambodian,157828
Korean,150867
English,91175
Kyrgyz,162201
Maltese,155009
Korean,95612
French,142854
Spanish,131335
Italian,15536
German,26410
English,854
English,86917
English,158989
