routeID,destination_airportID,departure_airportID,distance,minimum_petrol,time
22103,1594,3298,NULL,NULL,NULL
22104,1450,3298,NULL,NULL,NULL
22105,543,3298,NULL,NULL,NULL
22106,1034,3298,NULL,NULL,NULL
22107,1476,3298,NULL,NULL,NULL
22108,1179,3298,NULL,NULL,NULL
22109,5451,3316,NULL,NULL,NULL
22110,1430,3318,NULL,NULL,NULL
22111,1572,3324,NULL,NULL,NULL
22112,1033,3325,NULL,NULL,NULL
22113,1198,3325,NULL,NULL,NULL
22114,1478,3325,NULL,NULL,NULL
22115,1182,3325,NULL,NULL,NULL
22116,3367,3325,NULL,NULL,NULL
22117,1486,3325,NULL,NULL,NULL
22118,1498,3325,NULL,NULL,NULL
22119,1462,3325,NULL,NULL,NULL
22120,1325,3325,NULL,NULL,NULL
22121,1480,3325,NULL,NULL,NULL
22122,1425,3325,NULL,NULL,NULL
22123,1439,3325,NULL,NULL,NULL
22124,1513,3325,NULL,NULL,NULL
22125,530,3325,NULL,NULL,NULL
22126,1584,3325,NULL,NULL,NULL
22127,1043,3325,NULL,NULL,NULL
22128,1029,3325,NULL,NULL,NULL
22129,1191,3325,NULL,NULL,NULL
22130,1194,3325,NULL,NULL,NULL
22131,1183,3325,NULL,NULL,NULL
22132,1032,3325,NULL,NULL,NULL
22133,438,3325,NULL,NULL,NULL
22134,1594,3325,NULL,NULL,NULL
22135,1047,3325,NULL,NULL,NULL
22136,3237,3325,NULL,NULL,NULL
22137,1473,3325,NULL,NULL,NULL
22138,1521,3325,NULL,NULL,NULL
22139,1466,3325,NULL,NULL,NULL
22140,1051,3325,NULL,NULL,NULL
22141,5968,3325,NULL,NULL,NULL
22142,1217,3325,NULL,NULL,NULL
22143,1450,3325,NULL,NULL,NULL
22144,543,3325,NULL,NULL,NULL
22145,1469,3325,NULL,NULL,NULL
22146,1034,3325,NULL,NULL,NULL
22147,1499,3325,NULL,NULL,NULL
22148,1213,3325,NULL,NULL,NULL
22149,1179,3325,NULL,NULL,NULL
22150,2437,3335,NULL,NULL,NULL
22151,2487,3335,NULL,NULL,NULL
22152,2487,3338,NULL,NULL,NULL
22153,195,3344,NULL,NULL,NULL
22154,3345,3344,NULL,NULL,NULL
22155,154,3345,NULL,NULL,NULL
22156,3344,3345,NULL,NULL,NULL
22157,54,3346,NULL,NULL,NULL
22158,154,3346,NULL,NULL,NULL
22159,3147,3357,NULL,NULL,NULL
22160,3166,3357,NULL,NULL,NULL
22161,2992,3361,NULL,NULL,NULL
22162,2565,3364,NULL,NULL,NULL
22163,2437,3364,NULL,NULL,NULL
22164,1478,3367,NULL,NULL,NULL
22165,302,3367,NULL,NULL,NULL
22166,3325,3367,NULL,NULL,NULL
22167,543,3367,NULL,NULL,NULL
22168,1476,3367,NULL,NULL,NULL
22169,1864,3370,NULL,NULL,NULL
22170,1865,3370,NULL,NULL,NULL
22171,1660,3371,NULL,NULL,NULL
22172,575,3371,NULL,NULL,NULL
22173,580,3371,NULL,NULL,NULL
22174,586,3371,NULL,NULL,NULL
22175,2101,3373,NULL,NULL,NULL
22176,2104,3373,NULL,NULL,NULL
22177,575,3373,NULL,NULL,NULL
22178,580,3373,NULL,NULL,NULL
22179,586,3373,NULL,NULL,NULL
22180,2773,3373,NULL,NULL,NULL
22181,2090,3373,NULL,NULL,NULL
22182,1686,3373,NULL,NULL,NULL
22183,1565,3373,NULL,NULL,NULL
22184,3129,3375,NULL,NULL,NULL
22185,3147,3375,NULL,NULL,NULL
22186,3130,3375,NULL,NULL,NULL
22187,2101,3382,NULL,NULL,NULL
22188,726,3382,NULL,NULL,NULL
22189,5978,3382,NULL,NULL,NULL
22190,5426,3382,NULL,NULL,NULL
22191,3826,3382,NULL,NULL,NULL
22192,1981,3382,NULL,NULL,NULL
22193,2093,3382,NULL,NULL,NULL
22194,2104,3382,NULL,NULL,NULL
22195,1988,3382,NULL,NULL,NULL
22196,575,3382,NULL,NULL,NULL
22197,2091,3382,NULL,NULL,NULL
22198,2840,3382,NULL,NULL,NULL
22199,341,3382,NULL,NULL,NULL
22200,1638,3382,NULL,NULL,NULL
22201,337,3382,NULL,NULL,NULL
22202,677,3382,NULL,NULL,NULL
22203,2773,3382,NULL,NULL,NULL
22204,339,3382,NULL,NULL,NULL
22205,2115,3382,NULL,NULL,NULL
22206,3113,3382,NULL,NULL,NULL
22207,503,3382,NULL,NULL,NULL
22208,1485,3382,NULL,NULL,NULL
22209,4500,3382,NULL,NULL,NULL
22210,1351,3382,NULL,NULL,NULL
22211,5449,3382,NULL,NULL,NULL
22212,2826,3382,NULL,NULL,NULL
22213,1572,3382,NULL,NULL,NULL
22214,2090,3382,NULL,NULL,NULL
22215,2079,3383,NULL,NULL,NULL
22216,2035,3383,NULL,NULL,NULL
22217,2101,3383,NULL,NULL,NULL
22218,2823,3383,NULL,NULL,NULL
22219,4207,3383,NULL,NULL,NULL
22220,4236,3383,NULL,NULL,NULL
22221,1979,3383,NULL,NULL,NULL
22222,1981,3383,NULL,NULL,NULL
22223,1982,3383,NULL,NULL,NULL
22224,2090,3383,NULL,NULL,NULL
22225,1984,3383,NULL,NULL,NULL
22226,3806,3383,NULL,NULL,NULL
22227,2070,3383,NULL,NULL,NULL
22228,2080,3383,NULL,NULL,NULL
22229,2104,3383,NULL,NULL,NULL
22230,1988,3383,NULL,NULL,NULL
22231,3809,3383,NULL,NULL,NULL
22232,2091,3383,NULL,NULL,NULL
22233,1995,3383,NULL,NULL,NULL
22234,2065,3383,NULL,NULL,NULL
22235,547,3386,NULL,NULL,NULL
22236,3560,3386,NULL,NULL,NULL
22237,477,3386,NULL,NULL,NULL
22238,3399,3392,NULL,NULL,NULL
22239,2764,3392,NULL,NULL,NULL
22240,2762,3392,NULL,NULL,NULL
22241,575,3392,NULL,NULL,NULL
22242,5426,3392,NULL,NULL,NULL
22243,3407,3393,NULL,NULL,NULL
22244,3399,3393,NULL,NULL,NULL
22245,2762,3393,NULL,NULL,NULL
22246,2764,3393,NULL,NULL,NULL
22247,2805,3397,NULL,NULL,NULL
22248,2772,3399,NULL,NULL,NULL
22249,2762,3399,NULL,NULL,NULL
22250,2812,3399,NULL,NULL,NULL
22251,2768,3399,NULL,NULL,NULL
22252,3244,3399,NULL,NULL,NULL
22253,5978,3399,NULL,NULL,NULL
22254,3392,3399,NULL,NULL,NULL
22255,2773,3399,NULL,NULL,NULL
22256,2806,3399,NULL,NULL,NULL
22257,3393,3399,NULL,NULL,NULL
22258,2807,3399,NULL,NULL,NULL
22259,2808,3399,NULL,NULL,NULL
22260,5986,3399,NULL,NULL,NULL
22261,2764,3399,NULL,NULL,NULL
22262,2769,3399,NULL,NULL,NULL
22263,5426,3399,NULL,NULL,NULL
22264,2795,3400,NULL,NULL,NULL
22265,5449,3406,NULL,NULL,NULL
22266,2826,3406,NULL,NULL,NULL
22267,2786,3406,NULL,NULL,NULL
22268,6411,3406,NULL,NULL,NULL
22269,3255,3406,NULL,NULL,NULL
22270,2762,3407,NULL,NULL,NULL
22271,3393,3407,NULL,NULL,NULL
22272,3922,3407,NULL,NULL,NULL
22273,2190,3411,NULL,NULL,NULL
22274,2207,3411,NULL,NULL,NULL
22275,3837,3411,NULL,NULL,NULL
22276,3213,3411,NULL,NULL,NULL
22277,2235,3411,NULL,NULL,NULL
22278,5486,3411,NULL,NULL,NULL
22279,3436,3432,NULL,NULL,NULL
22280,3438,3432,NULL,NULL,NULL
22281,4708,3433,NULL,NULL,NULL
22282,8,3434,NULL,NULL,NULL
22283,7,3434,NULL,NULL,NULL
22284,3438,3436,NULL,NULL,NULL
22285,3439,3436,NULL,NULL,NULL
22286,3432,3436,NULL,NULL,NULL
22287,5293,3436,NULL,NULL,NULL
22288,7,3436,NULL,NULL,NULL
22289,8,3437,NULL,NULL,NULL
22290,9,3437,NULL,NULL,NULL
22291,3436,3438,NULL,NULL,NULL
22292,3432,3438,NULL,NULL,NULL
22293,3436,3439,NULL,NULL,NULL
22294,7,3439,NULL,NULL,NULL
22295,3442,3440,NULL,NULL,NULL
22296,10,3440,NULL,NULL,NULL
22297,8,3441,NULL,NULL,NULL
22298,3236,3441,NULL,NULL,NULL
22299,9,3441,NULL,NULL,NULL
22300,3234,3442,NULL,NULL,NULL
22301,3440,3442,NULL,NULL,NULL
22302,3234,3443,NULL,NULL,NULL
22303,4815,3443,NULL,NULL,NULL
22304,115,3467,NULL,NULL,NULL
22305,120,3467,NULL,NULL,NULL
22306,3268,3488,NULL,NULL,NULL
22307,58,3512,NULL,NULL,NULL
22308,159,3512,NULL,NULL,NULL
22309,67,3515,NULL,NULL,NULL
22310,159,3515,NULL,NULL,NULL
22311,168,3515,NULL,NULL,NULL
22312,3386,3560,NULL,NULL,NULL
22313,466,3578,NULL,NULL,NULL
22314,593,3578,NULL,NULL,NULL
22315,543,3578,NULL,NULL,NULL
22316,718,3580,NULL,NULL,NULL
22317,1182,3582,NULL,NULL,NULL
22318,727,3584,NULL,NULL,NULL
22319,931,3614,NULL,NULL,NULL
22320,3616,3614,NULL,NULL,NULL
22321,3614,3616,NULL,NULL,NULL
22322,931,3616,NULL,NULL,NULL
22323,928,3616,NULL,NULL,NULL
22324,938,3616,NULL,NULL,NULL
22325,933,3616,NULL,NULL,NULL
22326,929,3616,NULL,NULL,NULL
22327,931,3617,NULL,NULL,NULL
22328,1318,3639,NULL,NULL,NULL
22329,1332,3640,NULL,NULL,NULL
22330,302,3640,NULL,NULL,NULL
22331,352,3640,NULL,NULL,NULL
22332,1318,3640,NULL,NULL,NULL
22333,1060,3641,NULL,NULL,NULL
22334,952,3641,NULL,NULL,NULL
22335,4453,3647,NULL,NULL,NULL
22336,1097,3653,NULL,NULL,NULL
22337,3655,3653,NULL,NULL,NULL
22338,6072,3654,NULL,NULL,NULL
22339,1097,3654,NULL,NULL,NULL
22340,3653,3655,NULL,NULL,NULL
22341,2104,3658,NULL,NULL,NULL
22342,2090,3658,NULL,NULL,NULL
22343,4222,3662,NULL,NULL,NULL
22344,1119,3662,NULL,NULL,NULL
22345,1146,3668,NULL,NULL,NULL
22346,1146,3669,NULL,NULL,NULL
22347,1158,3676,NULL,NULL,NULL
22348,1641,3680,NULL,NULL,NULL
22349,1660,3680,NULL,NULL,NULL
22350,1197,3681,NULL,NULL,NULL
22351,1603,3692,NULL,NULL,NULL
22352,1634,3692,NULL,NULL,NULL
22353,1686,3692,NULL,NULL,NULL
22354,1701,3703,NULL,NULL,NULL
22355,2746,3706,NULL,NULL,NULL
22356,1894,3738,NULL,NULL,NULL
22357,1894,3739,NULL,NULL,NULL
22358,1894,3741,NULL,NULL,NULL
22359,1894,3742,NULL,NULL,NULL
22360,1896,3744,NULL,NULL,NULL
22361,1895,3746,NULL,NULL,NULL
22362,1896,3746,NULL,NULL,NULL
22363,1896,3750,NULL,NULL,NULL
22364,1895,3751,NULL,NULL,NULL
22365,1896,3751,NULL,NULL,NULL
22366,1895,3752,NULL,NULL,NULL
22367,1896,3752,NULL,NULL,NULL
22368,3755,3752,NULL,NULL,NULL
22369,1895,3754,NULL,NULL,NULL
22370,1895,3755,NULL,NULL,NULL
22371,1896,3755,NULL,NULL,NULL
22372,3752,3755,NULL,NULL,NULL
22373,1896,3760,NULL,NULL,NULL
22374,2056,3801,NULL,NULL,NULL
22375,2056,3802,NULL,NULL,NULL
22376,2056,3804,NULL,NULL,NULL
22377,2056,3805,NULL,NULL,NULL
22378,3383,3806,NULL,NULL,NULL
22379,2056,3806,NULL,NULL,NULL
22380,2074,3807,NULL,NULL,NULL
22381,2059,3807,NULL,NULL,NULL
22382,2101,3808,NULL,NULL,NULL
22383,2074,3808,NULL,NULL,NULL
22384,2104,3808,NULL,NULL,NULL
22385,5110,3808,NULL,NULL,NULL
22386,2090,3808,NULL,NULL,NULL
22387,2056,3808,NULL,NULL,NULL
22388,2056,3809,NULL,NULL,NULL
22389,3383,3809,NULL,NULL,NULL
22390,2056,3810,NULL,NULL,NULL
22391,2972,3811,NULL,NULL,NULL
22392,2115,3813,NULL,NULL,NULL
22393,2116,3813,NULL,NULL,NULL
22394,3382,3826,NULL,NULL,NULL
22395,2101,3826,NULL,NULL,NULL
22396,5426,3826,NULL,NULL,NULL
22397,2179,3834,NULL,NULL,NULL
22398,2258,3834,NULL,NULL,NULL
22399,2241,3837,NULL,NULL,NULL
22400,2242,3837,NULL,NULL,NULL
22401,2245,3837,NULL,NULL,NULL
22402,2233,3837,NULL,NULL,NULL
22403,3411,3837,NULL,NULL,NULL
22404,2214,3837,NULL,NULL,NULL
22405,2235,3839,NULL,NULL,NULL
22406,2190,3839,NULL,NULL,NULL
22407,2265,3843,NULL,NULL,NULL
22408,2265,3845,NULL,NULL,NULL
22409,5486,3846,NULL,NULL,NULL
22410,2265,3847,NULL,NULL,NULL
22411,2272,3847,NULL,NULL,NULL
22412,5469,3848,NULL,NULL,NULL
22413,2481,3873,NULL,NULL,NULL
22414,2541,3884,NULL,NULL,NULL
22415,2556,3884,NULL,NULL,NULL
22416,2581,3885,NULL,NULL,NULL
22417,2541,3885,NULL,NULL,NULL
22418,2556,3885,NULL,NULL,NULL
22419,2652,3902,NULL,NULL,NULL
22420,2762,3919,NULL,NULL,NULL
22421,2762,3920,NULL,NULL,NULL
22422,2764,3920,NULL,NULL,NULL
22423,2762,3921,NULL,NULL,NULL
22424,2764,3921,NULL,NULL,NULL
22425,2762,3922,NULL,NULL,NULL
22426,3407,3922,NULL,NULL,NULL
22427,2771,3922,NULL,NULL,NULL
22428,2764,3922,NULL,NULL,NULL
22429,2762,3923,NULL,NULL,NULL
22430,2764,3923,NULL,NULL,NULL
22431,2773,3924,NULL,NULL,NULL
22432,2795,3924,NULL,NULL,NULL
22433,2101,3939,NULL,NULL,NULL
22434,2104,3939,NULL,NULL,NULL
22435,3244,3945,NULL,NULL,NULL
22436,418,3945,NULL,NULL,NULL
22437,2799,3945,NULL,NULL,NULL
22438,2795,3945,NULL,NULL,NULL
22439,2796,3945,NULL,NULL,NULL
22440,2831,3945,NULL,NULL,NULL
22441,4891,3945,NULL,NULL,NULL
22442,2786,3952,NULL,NULL,NULL
22443,3255,3960,NULL,NULL,NULL
22444,2795,3964,NULL,NULL,NULL
22445,2819,3964,NULL,NULL,NULL
22446,3244,3969,NULL,NULL,NULL
22447,3244,3971,NULL,NULL,NULL
22448,2795,3971,NULL,NULL,NULL
22449,2826,3971,NULL,NULL,NULL
22450,2833,3972,NULL,NULL,NULL
22451,2795,3972,NULL,NULL,NULL
22452,2826,3972,NULL,NULL,NULL
22453,2795,3973,NULL,NULL,NULL
22454,3255,3973,NULL,NULL,NULL
22455,2819,3973,NULL,NULL,NULL
22456,2826,3973,NULL,NULL,NULL
22457,3244,3974,NULL,NULL,NULL
22458,2826,3974,NULL,NULL,NULL
22459,2824,3975,NULL,NULL,NULL
22460,3244,3975,NULL,NULL,NULL
22461,2795,3975,NULL,NULL,NULL
22462,2826,3975,NULL,NULL,NULL
22463,2813,3975,NULL,NULL,NULL
22464,2795,3976,NULL,NULL,NULL
22465,2826,3976,NULL,NULL,NULL
22466,3244,3977,NULL,NULL,NULL
22467,2826,3977,NULL,NULL,NULL
22468,2766,3979,NULL,NULL,NULL
22469,3173,3996,NULL,NULL,NULL
22470,2990,3996,NULL,NULL,NULL
22471,2992,4008,NULL,NULL,NULL
22472,3222,4026,NULL,NULL,NULL
22473,3202,4026,NULL,NULL,NULL
22474,3204,4031,NULL,NULL,NULL
22475,3070,4034,NULL,NULL,NULL
22476,5372,4034,NULL,NULL,NULL
22477,3190,4045,NULL,NULL,NULL
22478,3089,4045,NULL,NULL,NULL
22479,3190,4047,NULL,NULL,NULL
22480,3129,4063,NULL,NULL,NULL
22481,3147,4063,NULL,NULL,NULL
22482,3166,4063,NULL,NULL,NULL
22483,2795,4180,NULL,NULL,NULL
22484,2826,4180,NULL,NULL,NULL
22485,302,4184,NULL,NULL,NULL
22486,593,4184,NULL,NULL,NULL
22487,519,4184,NULL,NULL,NULL
22488,1594,4184,NULL,NULL,NULL
22489,543,4184,NULL,NULL,NULL
22490,3244,4199,NULL,NULL,NULL
22491,3383,4207,NULL,NULL,NULL
22492,2056,4207,NULL,NULL,NULL
22493,2081,4207,NULL,NULL,NULL
22494,2056,4208,NULL,NULL,NULL
22495,2056,4209,NULL,NULL,NULL
22496,1187,4213,NULL,NULL,NULL
22497,1187,4214,NULL,NULL,NULL
22498,1146,4219,NULL,NULL,NULL
22499,3662,4222,NULL,NULL,NULL
22500,2101,4225,NULL,NULL,NULL
22501,2104,4225,NULL,NULL,NULL
22502,1988,4225,NULL,NULL,NULL
22503,3383,4236,NULL,NULL,NULL
22504,5426,4310,NULL,NULL,NULL
22505,1083,4453,NULL,NULL,NULL
22506,1088,4453,NULL,NULL,NULL
22507,3647,4453,NULL,NULL,NULL
22508,300,4470,NULL,NULL,NULL
22509,575,4470,NULL,NULL,NULL
22510,3237,4478,NULL,NULL,NULL
22511,2768,4486,NULL,NULL,NULL
22512,2765,4486,NULL,NULL,NULL
22513,3255,4486,NULL,NULL,NULL
22514,2834,4486,NULL,NULL,NULL
22515,2101,4500,NULL,NULL,NULL
22516,2104,4500,NULL,NULL,NULL
22517,1988,4500,NULL,NULL,NULL
22518,3382,4500,NULL,NULL,NULL
22519,2090,4500,NULL,NULL,NULL
22520,2033,4518,NULL,NULL,NULL
22521,2048,4518,NULL,NULL,NULL
22522,2050,4518,NULL,NULL,NULL
22523,2074,4518,NULL,NULL,NULL
22524,2056,4518,NULL,NULL,NULL
22525,2056,4519,NULL,NULL,NULL
22526,2768,4527,NULL,NULL,NULL
22527,3244,4527,NULL,NULL,NULL
22528,2819,4527,NULL,NULL,NULL
22529,2837,4654,NULL,NULL,NULL
22530,2084,4654,NULL,NULL,NULL
22531,1988,4654,NULL,NULL,NULL
22532,2091,4654,NULL,NULL,NULL
22533,2908,4654,NULL,NULL,NULL
22534,2867,4654,NULL,NULL,NULL
22535,1995,4654,NULL,NULL,NULL
22536,5110,4654,NULL,NULL,NULL
22537,2789,4654,NULL,NULL,NULL
22538,2792,4654,NULL,NULL,NULL
22539,2003,4654,NULL,NULL,NULL
22540,1981,4654,NULL,NULL,NULL
22541,1682,4654,NULL,NULL,NULL
22542,1146,4654,NULL,NULL,NULL
22543,2961,4654,NULL,NULL,NULL
22544,2836,4654,NULL,NULL,NULL
22545,2090,4654,NULL,NULL,NULL
22546,2833,4654,NULL,NULL,NULL
22547,2107,4654,NULL,NULL,NULL
22548,2991,4654,NULL,NULL,NULL
22549,2794,4654,NULL,NULL,NULL
22550,2013,4654,NULL,NULL,NULL
22551,2819,4654,NULL,NULL,NULL
22552,2835,4654,NULL,NULL,NULL
22553,3433,4708,NULL,NULL,NULL
22554,2104,4721,NULL,NULL,NULL
22555,2090,4721,NULL,NULL,NULL
22556,2487,4724,NULL,NULL,NULL
22557,3209,4772,NULL,NULL,NULL
22558,3089,4772,NULL,NULL,NULL
22559,3222,4772,NULL,NULL,NULL
22560,3202,4772,NULL,NULL,NULL
22561,3125,4772,NULL,NULL,NULL
22562,3211,4772,NULL,NULL,NULL
22563,3056,4772,NULL,NULL,NULL
22564,3158,4772,NULL,NULL,NULL
22565,3186,4772,NULL,NULL,NULL
22566,1182,4776,NULL,NULL,NULL
22567,1187,4776,NULL,NULL,NULL
22568,1486,4776,NULL,NULL,NULL
22569,1498,4776,NULL,NULL,NULL
22570,486,4776,NULL,NULL,NULL
22571,1332,4776,NULL,NULL,NULL
22572,1439,4776,NULL,NULL,NULL
22573,1513,4776,NULL,NULL,NULL
22574,302,4776,NULL,NULL,NULL
22575,593,4776,NULL,NULL,NULL
22576,580,4776,NULL,NULL,NULL
22577,519,4776,NULL,NULL,NULL
22578,659,4776,NULL,NULL,NULL
22579,487,4776,NULL,NULL,NULL
22580,474,4776,NULL,NULL,NULL
22581,1318,4776,NULL,NULL,NULL
22582,689,4776,NULL,NULL,NULL
22583,532,4776,NULL,NULL,NULL
22584,3237,4776,NULL,NULL,NULL
22585,1521,4776,NULL,NULL,NULL
22586,649,4776,NULL,NULL,NULL
22587,1450,4776,NULL,NULL,NULL
22588,597,4776,NULL,NULL,NULL
22589,543,4776,NULL,NULL,NULL
22590,1476,4776,NULL,NULL,NULL
22591,670,4776,NULL,NULL,NULL
22592,3443,4815,NULL,NULL,NULL
22593,543,4871,NULL,NULL,NULL
22594,659,4871,NULL,NULL,NULL
22595,1485,4871,NULL,NULL,NULL
22596,3945,4891,NULL,NULL,NULL
22597,2867,4898,NULL,NULL,NULL
22598,1513,4973,NULL,NULL,NULL
22599,302,4973,NULL,NULL,NULL
22600,593,4973,NULL,NULL,NULL
22601,352,4973,NULL,NULL,NULL
22602,5971,4973,NULL,NULL,NULL
22603,1521,4973,NULL,NULL,NULL
22604,543,4973,NULL,NULL,NULL
22605,2533,5007,NULL,NULL,NULL
22606,1050,5013,NULL,NULL,NULL
22607,1073,5013,NULL,NULL,NULL
22608,1070,5013,NULL,NULL,NULL
22609,3056,5035,NULL,NULL,NULL
22610,3065,5036,NULL,NULL,NULL
22611,3065,5037,NULL,NULL,NULL
22612,3060,5042,NULL,NULL,NULL
22613,2556,5095,NULL,NULL,NULL
22614,2093,5110,NULL,NULL,NULL
22615,4654,5110,NULL,NULL,NULL
22616,2104,5110,NULL,NULL,NULL
22617,3808,5110,NULL,NULL,NULL
22618,2074,5110,NULL,NULL,NULL
22619,2972,5110,NULL,NULL,NULL
22620,5990,5110,NULL,NULL,NULL
22621,5993,5110,NULL,NULL,NULL
22622,2773,5110,NULL,NULL,NULL
22623,3232,5110,NULL,NULL,NULL
22624,2182,5110,NULL,NULL,NULL
22625,2090,5110,NULL,NULL,NULL
22626,4034,5157,NULL,NULL,NULL
22627,2782,5327,NULL,NULL,NULL
22628,2782,5329,NULL,NULL,NULL
22629,4034,5372,NULL,NULL,NULL
22630,2101,5426,NULL,NULL,NULL
22631,3382,5426,NULL,NULL,NULL
22632,2093,5426,NULL,NULL,NULL
22633,3125,5426,NULL,NULL,NULL
22634,1988,5426,NULL,NULL,NULL
22635,2826,5426,NULL,NULL,NULL
22636,2773,5426,NULL,NULL,NULL
22637,1603,5426,NULL,NULL,NULL
22638,1528,5426,NULL,NULL,NULL
22639,2762,5426,NULL,NULL,NULL
22640,3392,5426,NULL,NULL,NULL
22641,3399,5426,NULL,NULL,NULL
22642,2764,5426,NULL,NULL,NULL
22643,3213,5426,NULL,NULL,NULL
22644,3229,5426,NULL,NULL,NULL
22645,3826,5426,NULL,NULL,NULL
22646,488,5426,NULL,NULL,NULL
22647,4310,5426,NULL,NULL,NULL
22648,5986,5426,NULL,NULL,NULL
22649,575,5426,NULL,NULL,NULL
22650,1565,5426,NULL,NULL,NULL
22651,2090,5426,NULL,NULL,NULL
22652,2524,5428,NULL,NULL,NULL
22653,2518,5428,NULL,NULL,NULL
22654,2101,5430,NULL,NULL,NULL
22655,1988,5430,NULL,NULL,NULL
22656,2115,5430,NULL,NULL,NULL
22657,2130,5430,NULL,NULL,NULL
22658,2090,5430,NULL,NULL,NULL
22659,575,5449,NULL,NULL,NULL
22660,7093,5449,NULL,NULL,NULL
22661,6271,5449,NULL,NULL,NULL
22662,6262,5449,NULL,NULL,NULL
22663,5720,5449,NULL,NULL,NULL
22664,3025,5449,NULL,NULL,NULL
22665,6314,5449,NULL,NULL,NULL
22666,5430,5449,NULL,NULL,NULL
22667,6305,5449,NULL,NULL,NULL
22668,6320,5449,NULL,NULL,NULL
22669,6926,5449,NULL,NULL,NULL
22670,2826,5449,NULL,NULL,NULL
22671,6420,5449,NULL,NULL,NULL
22672,6310,5449,NULL,NULL,NULL
22673,3113,5449,NULL,NULL,NULL
22674,931,5449,NULL,NULL,NULL
22675,3089,5449,NULL,NULL,NULL
22676,6336,5449,NULL,NULL,NULL
22677,2762,5449,NULL,NULL,NULL
22678,300,5449,NULL,NULL,NULL
22679,6080,5449,NULL,NULL,NULL
22680,6286,5449,NULL,NULL,NULL
22681,2777,5449,NULL,NULL,NULL
22682,3406,5449,NULL,NULL,NULL
22683,2795,5449,NULL,NULL,NULL
22684,2991,5449,NULL,NULL,NULL
22685,6411,5449,NULL,NULL,NULL
22686,3255,5449,NULL,NULL,NULL
22687,6287,5449,NULL,NULL,NULL
22688,6307,5449,NULL,NULL,NULL
22689,3382,5449,NULL,NULL,NULL
22690,2773,5449,NULL,NULL,NULL
22691,7131,5449,NULL,NULL,NULL
22692,6815,5449,NULL,NULL,NULL
22693,2764,5449,NULL,NULL,NULL
22694,2265,5449,NULL,NULL,NULL
22695,6261,5450,NULL,NULL,NULL
22696,5483,5450,NULL,NULL,NULL
22697,6962,5450,NULL,NULL,NULL
22698,6267,5450,NULL,NULL,NULL
22699,6260,5450,NULL,NULL,NULL
22700,5459,5451,NULL,NULL,NULL
22701,5486,5451,NULL,NULL,NULL
22702,6261,5451,NULL,NULL,NULL
22703,6342,5451,NULL,NULL,NULL
22704,6575,5451,NULL,NULL,NULL
22705,6682,5451,NULL,NULL,NULL
22706,5467,5451,NULL,NULL,NULL
22707,3316,5451,NULL,NULL,NULL
22708,6079,5451,NULL,NULL,NULL
22709,6019,5451,NULL,NULL,NULL
22710,6306,5451,NULL,NULL,NULL
22711,5452,5451,NULL,NULL,NULL
22712,5482,5451,NULL,NULL,NULL
22713,6262,5451,NULL,NULL,NULL
22714,3224,5451,NULL,NULL,NULL
22715,5453,5452,NULL,NULL,NULL
22716,6144,5452,NULL,NULL,NULL
22717,5454,5452,NULL,NULL,NULL
22718,6064,5452,NULL,NULL,NULL
22719,6272,5452,NULL,NULL,NULL
22720,5472,5452,NULL,NULL,NULL
22721,5467,5452,NULL,NULL,NULL
22722,6306,5452,NULL,NULL,NULL
22723,5459,5452,NULL,NULL,NULL
22724,5462,5452,NULL,NULL,NULL
22725,5466,5452,NULL,NULL,NULL
22726,2178,5452,NULL,NULL,NULL
22727,5474,5452,NULL,NULL,NULL
22728,6262,5452,NULL,NULL,NULL
22729,5477,5452,NULL,NULL,NULL
22730,5451,5452,NULL,NULL,NULL
22731,6073,5452,NULL,NULL,NULL
22732,5455,5452,NULL,NULL,NULL
22733,5486,5452,NULL,NULL,NULL
22734,2916,5452,NULL,NULL,NULL
22735,2992,5453,NULL,NULL,NULL
22736,6720,5453,NULL,NULL,NULL
22737,6080,5453,NULL,NULL,NULL
22738,6307,5453,NULL,NULL,NULL
22739,6020,5453,NULL,NULL,NULL
22740,6260,5453,NULL,NULL,NULL
22741,2992,5454,NULL,NULL,NULL
22742,6342,5454,NULL,NULL,NULL
22743,6304,5454,NULL,NULL,NULL
22744,7095,5454,NULL,NULL,NULL
22745,6084,5454,NULL,NULL,NULL
22746,6260,5454,NULL,NULL,NULL
22747,6303,5454,NULL,NULL,NULL
22748,5474,5455,NULL,NULL,NULL
22749,6720,5455,NULL,NULL,NULL
22750,6270,5455,NULL,NULL,NULL
22751,5477,5455,NULL,NULL,NULL
22752,6073,5455,NULL,NULL,NULL
22753,5461,5455,NULL,NULL,NULL
22754,6274,5455,NULL,NULL,NULL
22755,5452,5455,NULL,NULL,NULL
22756,6020,5455,NULL,NULL,NULL
22757,2169,5456,NULL,NULL,NULL
22758,2178,5456,NULL,NULL,NULL
22759,6372,5456,NULL,NULL,NULL
22760,2172,5456,NULL,NULL,NULL
22761,5472,5456,NULL,NULL,NULL
22762,6305,5456,NULL,NULL,NULL
22763,6318,5456,NULL,NULL,NULL
22764,6311,5456,NULL,NULL,NULL
22765,2916,5456,NULL,NULL,NULL
22766,5461,5456,NULL,NULL,NULL
22767,6020,5456,NULL,NULL,NULL
22768,6975,5457,NULL,NULL,NULL
22769,6271,5457,NULL,NULL,NULL
22770,2265,5457,NULL,NULL,NULL
22771,5454,5457,NULL,NULL,NULL
