airlineID,planeTypeID,starting_year,index,retirement_year,rent_airlineID
4750,15,1995,1,2004,
524,147,1967,1,1976,
596,15,1983,5,2025,
2220,75,1973,4,2009,
3342,15,1957,4,1992,
2350,92,1984,5,2034,
4296,75,1985,5,2034,
1889,170,2015,5,2058,
2581,74,1989,2,2006,
3321,17,1988,4,2023,
240,15,2004,1,2013,
5461,15,1963,3,1990,1797
3098,214,1988,4,2020,
1767,64,1966,5,2010,2009
5213,15,1985,4,2017,
596,15,1985,2,2002,
24,13,1962,4,1996,
4296,75,1978,4,2017,
312,182,1977,1,1985,
5067,75,1989,4,2022,
3090,87,1977,2,1994,
2991,7,1998,3,2024,
3754,15,1950,3,1974,
3532,17,2011,2,2029,
1767,64,2000,2,2019,324
5213,15,1961,5,2007,
19676,64,1985,3,2011,
24,122,1964,1,1974,
596,7,1967,1,1977,4296
2942,17,1991,4,2024,
4687,13,2016,3,2045,
1492,116,1969,4,2002,5352
1767,75,1971,4,2007,
3926,75,1950,4,1989,
2634,15,1987,5,2027,
5213,13,1993,4,2026,
5209,94,1999,3,2025,5209
3251,7,2018,3,2048,
794,73,1970,4,2002,
4869,15,1983,1,1992,
3090,90,2015,2,2033,
3321,17,1983,5,2026,
5265,87,1962,5,2002,
2629,15,1965,1,1975,
4559,15,1967,2,1984,
4304,152,1962,5,2003,
5067,75,1995,1,2003,
2993,15,1960,2,1979,
3661,17,1997,2,2016,
1767,88,1996,3,2021,
2660,75,1979,2,1996,
321,75,2011,4,2045,
5265,75,1953,5,2002,
328,152,1977,3,2004,2822
596,15,1974,2,1990,
3321,122,1996,1,2004,
4609,75,1977,4,2014,
5461,15,2008,3,2038,
4869,182,1977,2,1997,
2581,75,1982,2,2001,
345,7,1989,3,2014,
162,15,1978,3,2007,
3320,13,1973,1,1982,
17408,92,1991,2,2010,
751,15,1961,2,1979,
4608,13,1967,5,2016,
24,64,1950,5,1994,
24,25,1977,5,2022,
4951,75,2011,4,2044,
3584,41,1979,5,2029,
151,59,1985,4,2022,
1758,15,2007,1,2015,2183
1758,64,1966,2,1986,
4609,75,1989,4,2026,
1790,74,2020,5,2070,
5360,170,1974,3,2001,
13983,7,1989,2,2006,
3321,13,1960,4,1994,
3026,75,1983,3,2008,
2850,15,1986,5,2033,
2993,15,1982,3,2010,
24,181,1982,4,2015,3320
5067,244,1980,3,2006,
3052,15,1974,5,2017,
96,152,1984,2,2003,3090
5067,72,2017,5,2066,
3740,15,2012,4,2045,
4296,75,2002,2,2020,
5282,64,1983,2,2002,
1371,7,1960,1,1969,
1758,64,2017,2,2034,
4869,186,2015,5,2057,1797
2297,15,1974,3,2000,
491,152,2014,3,2042,
3320,15,2017,5,2060,
5213,13,2003,5,2044,3320
3320,13,1962,4,1997,
4438,4,1970,5,2016,
4611,64,1960,1,1969,
330,13,1981,1,1991,
5209,54,1976,4,2008,2183
5265,167,1977,1,1987,
20976,74,2006,5,2049,1797
4559,13,1978,3,2002,
12978,15,1991,1,2000,
1767,17,1964,1,1973,
151,59,2019,4,2052,
1792,49,1997,1,2007,
4089,59,1981,3,2008,
1441,15,1953,2,1972,
96,15,2008,4,2041,
10118,186,1994,5,2040,
1758,15,2012,2,2030,
1790,74,1955,5,2004,
2660,75,2003,4,2036,
4599,121,1955,2,1972,
2350,7,1992,1,2001,
4375,64,1982,3,2009,
16825,70,2019,1,2028,
330,98,2006,1,2015,
24,13,2019,3,2045,
2350,47,1953,5,2002,
3320,171,1994,2,2010,
35,13,2010,4,2046,
5265,13,1958,4,1995,
2143,166,2006,2,2024,
2143,75,1968,5,2018,2009
2009,87,1977,1,1985,
3754,15,2005,4,2040,
5213,15,1967,3,1995,
508,7,1961,3,1986,
3926,75,2008,5,2053,3090
2009,13,1982,5,2022,3090
4296,75,1990,2,2008,
1767,75,2002,4,2037,
1492,116,2011,5,2055,
2150,95,2018,5,2059,
1767,170,1997,5,2038,
751,13,1955,4,1989,
5461,15,1997,1,2007,
5265,75,1982,3,2007,
2439,15,1954,2,1970,
1666,92,1961,2,1978,
596,20,2009,3,2037,5352
4611,15,1978,5,2023,90
214,15,2001,3,2028,
3926,75,2010,2,2029,1797
3778,20,1965,3,1990,
596,167,1990,1,2000,
2520,103,2007,5,2049,
5213,13,1960,3,1987,
5209,13,1970,5,2019,
18828,41,1999,5,2039,
1767,15,1988,5,2031,2009
4296,75,1975,2,1994,
1943,50,1960,3,1989,
2660,75,1981,3,2008,
4305,177,2010,4,2042,5352
218,21,1953,3,1980,
5209,75,2016,5,2066,
4464,98,1956,5,2002,
4608,13,2003,5,2047,
2421,231,2005,3,2033,
137,13,1958,3,1985,
3163,21,1974,5,2020,
13983,7,2010,5,2055,
2923,186,1950,4,1985,
2684,15,1996,2,2013,
333,152,1957,4,1990,
24,64,1998,5,2040,
4356,74,1999,2,2017,
2297,13,2008,4,2046,324
5484,64,1972,4,2008,5209
4375,64,1950,5,1991,
3532,15,2002,1,2011,
3200,15,1986,2,2004,
2987,90,1994,5,2040,
3463,64,1966,1,1974,
5213,13,1969,1,1977,
330,151,1964,2,1982,
2439,15,1985,4,2023,
4533,9,1964,5,2007,
2009,122,1997,5,2040,
5209,166,1978,3,2007,
5209,15,2018,5,2060,
3321,152,1950,5,1999,
3864,64,1980,5,2028,
12978,15,1966,3,1995,
2350,13,2019,4,2056,
2009,75,1986,5,2033,
214,75,1985,3,2009,
24,181,1968,2,1985,
5213,13,2008,2,2025,
4559,13,1974,2,1992,
5265,75,1990,5,2035,
1758,64,2007,2,2027,
4533,94,1960,2,1978,
596,217,1979,5,2020,
2548,13,1989,1,1999,
1889,170,2005,4,2039,4296
214,17,2008,3,2034,
4470,185,1992,5,2039,
2009,20,1952,1,1960,
1758,15,1987,5,2031,
596,87,1963,3,1992,
328,152,1989,4,2024,
5496,15,2011,4,2044,
218,6,2004,2,2021,
5213,13,1959,5,2003,
2421,7,1973,3,2001,
1441,15,2016,2,2033,
3532,15,2003,2,2021,
5265,87,1954,1,1963,
1758,75,1981,4,2014,
5281,15,1972,4,2005,
2822,15,2010,4,2046,
3754,15,2019,4,2058,
2297,13,1977,1,1985,
751,103,2006,1,2015,
5097,4,2010,5,2056,
2773,20,1971,3,1996,
2923,186,2012,5,2058,
241,75,1978,4,2014,
5213,15,1997,3,2021,324
2548,15,1975,3,2002,
4951,17,1981,5,2028,
4608,15,1962,5,2006,
19582,13,2011,5,2058,
5213,13,1970,4,2008,
4687,15,1968,2,1987,
137,182,2009,4,2042,
3830,21,1994,3,2020,
137,15,2009,3,2038,
4296,75,2018,2,2035,
214,152,1969,2,1986,
3179,94,2015,3,2045,
130,38,1974,3,1999,
5352,15,1973,3,2003,
28,17,1971,4,2007,
2822,28,1995,5,2040,
2009,167,2011,2,2030,5352
5484,64,2010,4,2043,
5309,7,2015,4,2055,
24,13,2017,2,2035,
4026,75,2014,2,2032,
1767,17,1966,1,1975,
491,152,1999,3,2027,
751,19,1992,5,2032,
5352,15,1963,1,1972,
3051,64,2014,1,2022,
4304,182,2016,2,2036,
3290,76,1966,1,1975,
1767,70,1956,4,1990,
21317,121,1961,2,1978,
4981,175,1975,1,1985,
4608,15,1984,2,2001,
4296,75,1996,5,2043,
4296,75,1982,3,2010,
1683,13,1952,3,1978,
11811,15,2007,5,2055,
5213,13,1985,2,2001,
5209,94,1954,5,1996,
4349,20,1984,3,2010,
2660,75,1961,3,1988,
324,72,1984,3,2014,
1758,15,1971,5,2013,
17675,15,1996,4,2032,
2987,17,1967,5,2012,3320
1758,64,1966,5,2013,
5213,15,1951,4,1990,
214,15,1967,2,1985,2009
2822,15,1958,3,1984,
3926,75,1970,1,1979,
5322,15,1957,2,1975,
1469,121,2003,5,2050,
2524,74,1984,4,2022,
3081,15,1968,3,1992,2822
2009,82,1996,5,2043,
1868,87,1979,3,2005,
2520,120,2002,3,2029,
24,13,2008,4,2044,2183
24,13,1950,1,1960,
2581,75,1989,5,2031,
3926,75,1963,2,1981,
321,217,1993,5,2034,
24,181,1981,5,2026,
5347,21,1976,2,1993,
2200,15,1950,4,1989,
4296,75,2020,2,2039,
62,116,1983,3,2010,1797
18643,15,1985,5,2033,
1758,70,2002,3,2032,
1758,17,1994,1,2002,
2297,13,2020,4,2055,
5297,15,1998,3,2024,
3320,171,1968,4,2001,
2638,15,1995,2,2013,
5209,175,1964,4,2003,
4091,15,1967,4,2004,
3090,75,1973,4,2007,3320
2297,13,1964,2,1983,
4259,74,1994,1,2003,
5209,75,1980,2,2000,
2822,19,1964,1,1974,
5309,17,1982,1,1992,
4951,75,1983,4,2018,
4475,15,1968,1,1977,
218,13,1982,4,2018,
2009,15,2008,2,2026,
5209,92,2009,3,2036,
2350,123,1997,3,2022,
151,59,2010,5,2057,5352
5265,15,1995,1,2003,
3090,6,2012,1,2020,
5347,218,2019,4,2055,24
3320,170,1988,2,2007,
3090,218,1999,1,2008,
2009,218,1987,3,2015,4296
4740,64,1965,4,2002,
13983,7,1994,2,2014,
751,75,1987,4,2027,
5282,72,1950,2,1967,
5133,74,1969,2,1989,
1882,75,1960,4,1993,3320
751,75,1982,2,2001,
24,215,1984,4,2020,
5213,15,1955,5,1998,2009
751,17,2008,1,2017,
2009,167,2011,2,2030,
2009,88,2016,5,2058,2009
321,64,1950,1,1960,
6557,13,2017,1,2026,
3321,171,2003,2,2022,
3589,70,1975,3,2000,
4867,97,1969,2,1985,
2942,13,2016,4,2055,
20963,143,2005,2,2022,
2922,214,1966,4,2005,
10122,64,2002,3,2027,
13983,7,1989,3,2013,
3200,13,1990,1,1998,
5213,13,1984,1,1993,
5265,13,2020,2,2037,
1156,170,1957,2,1976,
10122,64,2014,5,2060,
4375,64,1974,3,2002,
6183,15,2001,1,2011,
4296,75,1977,3,2001,2183
5265,13,1997,3,2022,
24,182,2005,1,2014,
5352,15,1986,4,2022,324
14118,15,1960,1,1969,
5265,75,1982,2,2001,
5461,15,2013,1,2021,
3321,82,2004,5,2050,
3321,29,1963,3,1989,
324,94,1978,4,2018,3090
4951,15,2017,5,2061,
4248,75,2016,1,2024,
2222,15,1992,5,2039,
1767,13,1994,4,2026,
3200,15,1995,4,2028,
4374,74,1958,3,1982,
1156,7,1973,1,1982,
4951,19,2002,5,2042,
2009,19,1952,3,1981,
1790,75,2010,2,2029,
3251,7,1991,4,2030,
3320,123,1966,4,1998,
13983,7,1971,1,1981,
4259,171,1962,1,1972,
330,13,2013,1,2023,
3029,15,2009,5,2054,3320
4611,75,1991,1,2000,
2548,13,1976,3,2001,5209
1548,167,1988,5,2037,
24,181,1986,1,1995,3090
137,5,1991,1,2001,
3029,15,2011,1,2020,
1767,15,1960,3,1986,
5209,82,2015,3,2040,
1882,75,1959,1,1968,
751,75,1955,5,2001,
4951,95,1959,5,2008,
690,170,1979,4,2016,
5098,64,2001,3,2030,
569,75,1965,1,1973,
751,75,1968,4,2001,5352
3090,94,1960,5,2006,
4599,121,2009,4,2049,
2822,15,1962,2,1981,4296
2988,90,1997,3,2022,
24,181,1997,3,2025,
3321,70,1973,3,2001,
16825,70,1992,2,2009,
24,182,1960,1,1968,
5209,15,1992,1,2001,
5209,76,2001,4,2034,
3200,13,1961,1,1970,
3776,152,2020,1,2029,
1882,75,1960,5,2006,
9818,15,1976,2,1993,
18732,76,1974,5,2022,
24,182,1955,3,1984,
2896,76,1975,2,1991,1355
4374,75,2000,1,2010,
3321,171,2011,3,2037,
32,13,1965,3,1994,
4296,75,1963,5,2005,
2297,13,1963,4,1998,
4296,75,1986,1,1994,
328,152,1979,1,1988,
3029,170,1959,5,2007,
2822,15,1958,2,1976,
2009,123,1979,1,1988,
4947,15,2010,1,2019,
96,15,2010,5,2055,
24,170,1990,4,2024,
4608,15,1960,1,1969,
231,89,1975,3,2004,
4374,75,1957,4,1996,1797
2009,218,2005,1,2015,
476,122,2006,4,2046,
2009,123,2011,5,2053,
1868,87,1990,1,1999,
4329,13,1985,4,2020,
5209,151,2008,2,2027,
3320,17,1987,5,2027,
5265,34,1964,3,1991,
214,20,2006,2,2026,
2988,95,1975,1,1984,
5234,15,1982,4,2019,
5288,15,1993,5,2038,1355
2297,13,1979,1,1989,
15837,123,2011,1,2019,
2922,186,1970,4,2008,
2009,15,1956,3,1981,
5038,15,1983,2,2000,
5265,122,1965,1,1973,
1203,166,1952,4,1986,
5461,15,1984,4,2021,
410,121,2016,3,2041,
4951,19,1990,4,2025,
3532,17,2004,1,2014,
2350,75,2007,3,2032,
16725,175,1954,4,1986,
214,75,2005,1,2015,
3830,17,2020,3,2047,
24,181,1979,2,1995,
683,5,1987,2,2006,
1767,75,2014,2,2031,
3200,92,2013,4,2047,
5209,76,2018,4,2052,
5352,15,1958,3,1986,
5265,75,1957,4,1989,
3463,15,1981,5,2029,
4869,20,1961,5,2004,
4559,15,1969,1,1978,4296
2822,92,2003,4,2039,
2439,15,1999,2,2017,
4869,17,1962,5,2005,
1790,74,1994,1,2002,
18732,7,1971,5,2014,
751,75,1967,1,1975,
5265,75,1993,5,2039,
5288,7,2011,2,2028,
28,96,1983,2,2002,
5439,150,1982,4,2016,
96,15,1958,3,1984,
5439,151,1991,1,2000,
751,17,1986,3,2012,
2520,120,2015,2,2034,
4089,166,1972,4,2004,5209
751,92,1971,3,2000,
1626,231,2016,3,2042,
1422,13,1999,5,2047,
3321,29,2012,4,2047,
18553,114,2008,1,2016,
218,103,1968,2,1986,
3391,15,2004,3,2032,
4951,75,1964,1,1973,
5265,215,1977,3,2002,
5461,15,2016,2,2033,
2297,13,1960,4,1996,
2987,17,2013,2,2030,
2009,218,1952,1,1961,
2520,75,1955,5,2002,
4091,20,1974,5,2016,
1156,170,1952,3,1979,
2547,74,2013,4,2045,3320
1882,75,1987,4,2024,
1203,5,1959,2,1975,
15814,7,1953,2,1971,
3952,152,1987,2,2004,
4296,75,2015,2,2032,
1156,171,1986,4,2024,
1422,7,1978,4,2012,
4248,75,1953,3,1982,
5352,15,1975,1,1984,5352
751,75,1963,4,1999,
130,13,2008,3,2032,2822
2193,13,1973,3,2001,
4559,13,2002,3,2028,
3026,75,1952,2,1969,
751,64,2013,2,2031,
2200,15,2001,5,2050,
751,64,1997,1,2006,
10118,15,1963,1,1972,
1156,7,1958,2,1975,
214,17,1979,3,2003,
1767,75,1981,2,1998,
4089,152,1977,3,2005,
491,13,2009,1,2018,
2421,152,1990,4,2027,
751,15,1998,2,2015,
24,64,1981,1,1991,
3778,20,2000,1,2009,4296
1758,15,1955,4,1991,
1683,15,2012,5,2054,
2297,15,1958,2,1975,
130,13,1985,4,2022,
4089,152,2004,1,2012,
2028,19,1970,4,2007,
5281,15,1976,3,2002,
3321,27,2011,3,2038,
2634,15,2001,5,2050,
137,13,2005,1,2014,
14118,15,1959,3,1985,
5067,71,1994,5,2037,
345,151,1982,5,2029,
2297,15,1979,4,2018,
2009,98,1990,3,2019,
5265,75,2001,4,2037,
2993,15,2006,1,2015,
866,75,1979,5,2023,
2439,15,1951,1,1960,
2548,13,1959,5,2002,
130,15,2008,4,2047,
576,15,1970,2,1987,
137,20,1985,3,2010,4296
240,15,1978,3,2005,
2660,75,1973,4,2009,3320
5322,75,1958,4,1996,
4296,75,2005,5,2053,24
2297,13,2007,2,2024,
2954,15,1976,2,1993,
596,13,1952,5,1995,
3778,167,1953,3,1978,
2028,19,2002,5,2049,
139,15,2010,3,2035,
2922,214,2001,3,2030,
4951,13,1952,4,1987,
24,20,2000,2,2020,
5360,15,2007,3,2036,
5265,13,1976,5,2022,
4951,98,1989,5,2039,324
5209,94,1961,1,1971,
4609,75,1956,1,1965,
130,13,2016,3,2041,
139,20,1992,3,2016,
15970,76,2007,1,2015,
2009,20,1965,5,2009,
5813,6,1985,1,1994,
16825,70,2018,3,2044,
28,17,1950,3,1978,
2218,123,2007,2,2026,
24,64,1968,3,1997,
1531,15,2002,5,2048,
3320,29,1987,4,2027,
9531,72,1950,1,1959,
4522,41,1961,3,1986,
330,13,2003,4,2036,
4611,64,1992,1,2001,
214,75,1953,4,1986,
3320,92,1980,3,2004,
214,15,1991,3,2016,
24,17,1965,2,1981,
412,170,1972,5,2021,
6183,186,1966,2,1985,
4611,15,2004,4,2038,
1758,94,1968,3,1994,
3320,171,1965,3,1994,
3320,29,2014,2,2034,
8809,7,1991,2,2008,
1943,64,1960,5,2008,
805,15,1958,1,1967,5209
2009,59,1953,4,1988,
2468,13,2001,1,2010,
5479,20,1977,1,1986,
1756,21,1977,2,1993,
4867,15,1970,3,1998,
5265,92,1978,2,1996,
3778,20,1974,3,2000,
5288,170,2005,2,2025,
18643,15,1976,5,2019,
3320,15,1986,2,2003,
3290,70,1978,4,2016,
5309,20,2002,2,2022,
8359,52,1973,2,1990,
137,12,1991,4,2026,
2604,170,2005,4,2039,
5265,88,1977,5,2027,
333,152,2008,3,2033,
1767,15,1969,4,2008,
1882,75,1964,4,1998,
1889,74,2009,4,2043,
2660,20,1964,2,1983,
5213,15,1990,5,2034,
1293,175,1980,4,2018,
476,122,2015,5,2061,
2822,15,1996,1,2005,
2297,15,1965,5,2013,
3090,188,1994,1,2003,
2417,19,1997,1,2006,
3764,15,1999,3,2025,
2009,87,2012,2,2028,1797
5213,15,1991,3,2017,
130,13,2000,3,2029,1797
5067,72,1978,1,1988,
3830,17,1992,4,2029,
4248,75,1975,4,2011,
2009,87,1974,1,1983,
751,13,1989,1,1998,
5354,64,2018,3,2043,
4329,15,2017,4,2053,24
4599,75,2010,2,2029,
214,74,1999,1,2007,
312,180,1984,2,2003,
2660,75,1961,1,1970,
4329,13,1964,2,1980,
18553,15,1988,1,1998,
2988,97,2007,1,2015,
426,72,2012,1,2020,
5265,92,1994,3,2021,
1166,4,2014,1,2023,
4296,75,1995,5,2042,
3320,122,1998,2,2016,
2009,89,1993,2,2010,
2988,94,2013,1,2022,
2353,7,1985,2,2004,
4296,75,2014,2,2034,
879,147,1957,2,1976,
3941,64,2005,2,2023,
218,13,2007,2,2023,
4296,75,1983,5,2032,
1767,19,2016,1,2026,1355
3830,17,1991,4,2026,
4608,13,1974,3,1999,24
2183,20,2005,2,2022,1797
2822,92,2006,3,2035,
3386,230,1992,5,2041,
3051,64,2004,4,2042,
24,123,1953,5,1994,
2604,15,2018,4,2053,
3090,19,1980,4,2017,
882,72,1959,4,1997,
2009,20,1999,5,2047,4296
4869,15,1983,5,2031,
751,13,1978,5,2019,
1066,7,1986,3,2010,
4559,47,1970,1,1979,
14849,175,1981,3,2009,
137,98,1995,3,2022,
4435,21,1974,3,2002,3090
4609,75,1964,3,1993,
2660,75,1953,2,1970,
1882,75,1999,5,2040,
569,75,1988,5,2028,
3090,217,1976,5,2024,
4319,123,1962,4,1995,2822
5416,152,1989,3,2014,
1463,64,1953,1,1963,
4296,75,1965,1,1975,
1758,15,1998,4,2032,
35,15,2006,3,2031,
5360,170,1984,1,1993,
1925,15,1971,3,2001,
137,15,2007,1,2015,
1469,175,1975,2,1993,
491,15,1954,5,1997,
1790,74,1951,3,1980,
1680,21,1999,3,2027,
5325,13,1995,2,2012,
1882,75,1990,2,2009,
4319,15,1952,2,1971,
24,92,1993,4,2031,
2421,152,1965,1,1973,
1767,13,1973,3,2003,
5484,64,1978,2,1996,
3871,6,1951,1,1960,
2350,75,1956,3,1982,
412,64,1975,5,2023,
2297,15,2018,4,2054,
214,75,1989,2,2005,
3081,15,2004,5,2053,
24,17,1974,3,1999,
3026,70,1971,4,2007,
333,72,2007,2,2024,
751,17,1966,5,2008,
21317,121,1957,5,2000,
4611,15,2002,4,2041,
2850,15,2014,4,2054,
2009,75,1967,2,1986,
15999,15,2020,2,2036,
2091,20,2017,2,2036,
2297,13,1952,2,1968,
5461,15,1968,4,2006,
2220,17,1980,2,1997,
1942,15,2000,2,2018,
5209,166,1987,4,2025,
5331,13,1973,3,2001,
1908,20,1972,5,2017,
3210,171,1987,5,2035,
5213,13,2015,5,2059,
2117,116,1957,2,1973,
2991,13,1990,5,2039,
794,75,1988,4,2027,
4296,75,1991,2,2007,
24,82,2001,1,2010,
4951,75,2010,1,2019,
1156,7,1966,3,1992,
10741,64,1963,5,2012,3320
5209,151,1957,3,1984,
218,21,1955,3,1985,
596,87,1997,4,2030,
1767,75,2000,5,2049,
690,170,1990,4,2025,
4319,123,1962,1,1970,
321,217,1983,4,2018,
5331,13,1996,1,2006,
5209,231,2020,2,2036,3320
3290,76,1998,5,2047,
11763,64,2007,2,2025,
4296,75,1976,5,2020,
1626,114,1986,5,2027,
5041,75,1976,2,1993,
3320,92,1962,5,2009,
4319,74,2004,3,2031,
2604,170,1972,3,1996,
83,13,1979,3,2008,
1422,13,1977,1,1986,
2297,13,1988,5,2036,
5213,13,2001,2,2021,
5982,15,1983,3,2010,
2193,13,1953,2,1969,
13088,75,1980,5,2020,
5325,15,1960,1,1969,
18553,4,1970,1,1979,
751,75,1973,2,1989,
1156,171,1966,5,2010,
24,94,1969,3,1997,
324,90,1957,5,2006,
4319,15,2000,4,2034,
751,13,1964,5,2005,
2520,75,1990,5,2035,
2581,74,1952,5,2000,
1767,17,1996,2,2014,
2822,15,1958,4,1996,
3126,182,1953,3,1978,
751,15,1971,3,1995,
5265,181,1998,2,2017,
214,20,2001,4,2034,
5265,166,2005,4,2038,
1767,74,1981,4,2016,
1767,64,1978,5,2018,
4296,75,1987,1,1997,
137,93,1973,2,1991,
151,59,1969,5,2013,
1608,4,1986,2,2003,
5209,21,1958,5,2003,
882,15,1988,3,2015,
1156,7,1954,1,1962,
4521,246,1998,2,2016,
13088,5,2010,5,2052,
4599,75,1955,4,1989,
412,25,1975,5,2019,
162,15,1960,5,2005,
2009,167,1959,4,1993,
5288,186,1991,2,2011,
1683,6,1982,2,1999,
4869,15,2015,3,2043,
151,59,1973,3,2002,
3926,75,2003,3,2029,
96,15,1952,2,1971,
4375,64,1953,3,1980,
345,19,1992,3,2020,
24,181,1959,3,1983,
2987,103,2004,1,2013,
4611,13,1996,4,2033,
333,152,1996,3,2021,
17675,15,1956,2,1976,
5288,7,1984,5,2032,
4609,75,1974,4,2009,
3189,74,1952,3,1980,
10741,64,1994,2,2013,
751,96,1967,1,1976,1355
4319,73,1990,1,2000,
15999,15,1984,3,2013,
5288,186,2020,3,2045,
5461,15,1987,3,2013,
596,15,2001,5,2045,
2354,4,1989,1,1997,
4296,75,2016,4,2055,
2350,15,1977,4,2016,
1531,152,1958,4,1992,
4089,187,1959,2,1978,
2987,15,2010,2,2029,
10646,70,2000,4,2037,
1767,15,1986,4,2026,
3764,12,1975,3,2003,24
1758,64,2019,2,2036,
1531,47,1998,2,2017,
218,17,2018,1,2026,
4608,15,2020,4,2057,2822
4091,98,1987,1,1996,5209
5281,87,1981,4,2018,
2220,96,1991,4,2030,
137,59,1963,1,1973,
5209,175,1980,3,2006,
3163,95,1990,1,1999,
19676,64,1992,3,2020,
1316,59,1972,5,2014,4296
1287,152,1992,4,2031,
3200,92,1961,2,1979,
1767,75,1971,4,2005,
3000,75,1974,2,1994,324
5209,15,1972,1,1981,
4470,185,1950,4,1990,
4981,166,2005,5,2054,
2822,21,1955,3,1983,
1340,41,1988,1,1998,2822
1338,13,1994,3,2022,2822
751,13,1975,1,1984,
3321,47,1989,1,1999,3320
751,13,1975,4,2012,
2548,13,1958,3,1985,
576,15,2011,4,2043,
3051,64,1976,4,2014,
330,13,2020,1,2028,
596,15,1954,3,1981,
794,75,1996,2,2013,
18732,76,1958,4,1996,
1317,11,1973,5,2020,
2684,15,1998,5,2039,5352
28,17,2006,3,2036,
3233,7,1990,3,2019,
3233,7,1967,5,2007,
5484,64,2019,5,2064,
751,17,1993,3,2017,
2297,15,1952,3,1977,
137,217,1987,1,1995,
4296,75,2012,3,2040,
881,13,1981,5,2026,
324,92,1970,3,1998,
4296,75,1963,4,1996,
1767,20,2000,4,2038,
241,7,2012,2,2030,
4869,98,1972,3,2002,
5352,15,2020,5,2060,
2222,15,2000,2,2017,2183
83,123,1962,2,1981,
4374,74,1978,3,2005,
1946,4,1959,4,1992,
4940,19,1963,4,2000,
4435,95,1991,4,2026,2009
3532,15,2019,2,2039,
3342,15,1997,3,2026,
3871,94,1986,4,2020,
2688,15,1953,4,1991,
4611,75,1993,1,2002,24
1758,75,2015,3,2043,
2222,15,1996,3,2021,
2922,15,1970,3,1998,90
5322,20,1980,5,2027,
324,27,2009,4,2044,
476,122,2014,2,2031,
28,17,2016,2,2036,
1203,182,1985,5,2030,
4305,180,1998,4,2037,
5484,64,1973,2,1989,90
328,152,1972,2,1989,
6557,13,1961,2,1979,
5209,175,1958,1,1967,
3329,152,1977,4,2013,
4091,21,1986,3,2016,
751,17,2003,3,2028,
4869,15,2001,3,2030,
3287,222,1958,3,1983,
2009,122,1958,5,2003,
330,170,1959,3,1985,
5461,15,1982,1,1992,
2009,167,1965,3,1993,1797
1767,64,1977,5,2018,
24,215,1983,2,2001,
321,64,1999,2,2019,
4951,75,2010,5,2050,
90,75,2018,1,2027,324
1758,64,1962,2,1980,
1767,15,1973,3,1999,
5325,13,2016,4,2055,
3329,152,2009,1,2018,5209
1925,13,1950,3,1979,
15999,15,1972,4,2007,
1680,21,1964,2,1980,
241,75,2010,3,2037,
4533,15,2007,5,2052,5209
4573,75,1988,4,2026,
3163,76,1990,1,1998,
805,15,1957,3,1985,90
13983,7,1989,4,2022,
2660,75,1957,1,1965,2009
214,75,2009,2,2027,
137,75,2012,2,2029,
3737,70,1971,1,1980,
20710,231,1951,4,1983,
2417,19,1951,3,1980,24
4599,75,2005,2,2022,5209
3952,15,2016,5,2066,
1006,15,1996,1,2004,
1844,15,2018,2,2036,
596,15,2015,4,2052,
837,15,2007,3,2033,
5209,89,1987,2,2004,
3661,15,2020,5,2063,90
5352,15,1954,2,1972,
1478,167,1965,4,2002,
2660,75,1950,1,1959,
2009,217,2014,3,2040,
4329,75,1959,1,1968,5352
24,92,1992,4,2031,
1758,15,1956,4,1990,3320
5209,17,1962,3,1988,
214,75,1989,1,1998,
3021,15,1991,3,2020,
10646,70,1984,5,2025,
4521,9,1958,3,1986,
329,15,1968,3,1998,
3321,15,1961,1,1970,
24,13,2012,1,2020,
3329,152,1966,4,2000,
2222,15,1991,3,2017,
1767,64,1976,2,1996,3090
491,15,2001,5,2043,
214,152,1953,5,2000,
3320,17,1992,1,2002,
837,15,1987,1,1995,
1492,116,1992,4,2028,
2660,75,1954,1,1964,
2660,75,2009,3,2037,
20976,20,2000,5,2044,
2421,167,1966,1,1976,
11838,54,1974,4,2014,
3081,15,2007,3,2034,
10646,70,1975,3,2003,5209
5479,20,1968,4,2008,2183
1156,171,2013,1,2021,
1758,64,1965,4,2000,
5309,17,1965,2,1984,
10776,115,1965,1,1973,
2009,15,1988,2,2006,
2439,15,1961,4,1994,1797
5209,182,2013,5,2061,
1355,15,1963,5,2012,
4319,152,2020,2,2037,
5209,15,1997,3,2023,
4329,15,1963,3,1988,
1093,187,1973,2,1991,
3532,17,1982,5,2031,
4867,13,1957,3,1987,
3179,15,2000,4,2040,
345,7,1974,4,2007,
2581,74,1965,1,1975,
1767,74,1989,1,1998,
1758,64,2018,1,2027,
2009,123,2009,5,2056,3320
3258,123,1960,3,1988,24
897,15,1973,2,1992,
5209,75,2005,5,2048,
2009,89,1998,1,2006,
1478,72,2014,2,2032,
596,170,1992,4,2028,
1758,75,1967,4,2003,
16120,182,1984,4,2021,
4609,64,1974,3,2003,
35,15,1989,4,2024,
3321,123,2019,1,2027,
751,15,1981,5,2024,
4089,166,1987,3,2014,
5523,17,2010,4,2047,
214,20,1966,2,1984,
4687,15,2001,3,2030,
5352,15,1980,3,2006,
2848,7,2004,5,2053,
3290,6,1950,2,1967,
28,92,1999,5,2039,
214,20,1985,5,2030,
3679,166,1994,4,2029,
9828,121,2018,3,2045,
5213,13,1979,3,2007,
24,13,1994,2,2011,
