duration,planeID,mechanicID,date
80,13612,299,1975-06-16
64,8822,14,2009-03-29
17,14256,235,2012-03-28
73,662,135,1972-11-18
70,15603,172,1978-08-06
25,12172,88,1964-07-29
46,9856,266,2019-01-25
69,10873,36,2012-08-24
67,13110,123,1989-12-20
54,11137,99,1978-05-28
17,8410,296,1983-06-05
57,13366,72,1962-05-14
62,6725,244,2014-11-25
33,12954,161,2002-09-18
31,7818,122,1970-07-19
25,13137,235,1997-11-16
51,8888,320,1980-09-24
40,11837,15,1978-02-24
63,13109,276,1968-11-19
25,10305,22,1979-04-26
69,16790,75,2008-10-13
42,5019,43,1975-03-23
45,4043,76,1970-02-12
50,11407,260,1964-11-14
34,1833,132,1986-02-24
43,9333,48,1974-04-04
34,10405,320,1962-06-04
14,11400,185,1998-08-20
30,2872,105,2020-03-28
24,12812,126,2005-02-25
59,3930,348,2001-05-23
55,4763,285,2019-02-22
49,6914,291,1980-03-14
59,9711,167,2007-03-10
17,15410,171,2019-03-25
76,4088,295,1992-04-29
6,6889,272,2013-06-26
54,1472,104,1990-09-24
65,2078,96,1996-07-12
70,13132,258,2003-02-11
77,7243,153,1994-07-06
52,16049,217,2014-08-15
66,3919,279,2000-06-25
77,10863,3,2017-08-10
65,11741,95,1967-10-18
3,11022,147,2019-04-05
73,11074,112,2002-01-05
64,1584,161,1993-05-13
58,1755,153,2018-02-04
22,9083,129,2007-11-21
51,553,308,1967-06-02
57,3261,79,1978-07-16
28,6695,360,1986-10-20
35,4208,206,1961-02-17
66,9138,96,2004-03-07
57,4707,353,1996-10-18
24,14950,319,1992-12-12
68,4329,47,1979-02-27
24,9270,151,2016-07-05
35,14810,196,2016-12-02
52,12374,253,1979-03-13
7,12538,275,1982-06-21
61,10870,350,1963-09-12
77,2042,334,1962-02-23
75,2618,89,2003-02-04
45,10559,223,2013-02-17
54,3417,142,1970-07-27
78,431,351,1980-10-28
18,3726,285,2003-02-26
2,2107,3,1995-12-27
22,3192,353,2001-07-03
36,2759,199,1999-04-10
24,15996,331,1988-03-22
66,16308,329,1964-03-08
56,7545,109,2001-05-06
56,2448,241,2004-08-15
40,8665,38,2013-04-22
64,15926,16,2012-07-30
2,4771,116,2004-09-13
56,2725,353,1982-07-11
23,13162,129,1998-11-06
65,5052,225,2005-10-02
26,13467,158,1978-07-11
40,9922,62,2009-09-14
66,7371,161,1972-01-20
74,3419,329,1978-10-20
62,12329,268,1983-10-12
69,1063,265,1989-06-06
11,6486,322,2017-06-25
50,11483,101,2000-09-25
73,14133,338,1964-06-12
3,12751,195,2008-01-11
73,8094,8,1989-12-16
34,15256,344,1986-11-07
60,12227,314,1994-01-14
27,5703,332,2005-04-28
40,4209,198,1986-01-22
64,1440,168,1978-02-04
80,12141,347,1963-11-09
68,5659,255,1975-12-10
15,13095,356,1994-12-17
35,16756,232,1962-05-26
60,3342,249,2000-07-23
46,10696,193,1973-02-07
52,3539,147,1988-02-16
6,16395,189,1975-08-29
44,4874,330,1994-04-27
38,16492,353,2006-07-28
39,13636,26,2012-12-15
76,7559,89,1995-09-15
77,11474,313,1987-10-15
49,16129,11,1970-05-19
80,12830,174,1997-06-01
39,10760,215,2011-08-19
31,1764,8,1984-09-24
63,1541,324,1975-02-12
6,2366,60,1987-11-25
62,14634,123,2010-05-26
42,2536,107,1981-08-16
49,12704,184,1964-07-15
66,1357,153,1974-04-05
79,6655,291,1990-02-02
42,15637,122,1982-02-16
69,4121,281,2010-04-23
3,10960,234,2017-12-10
73,10543,90,2012-06-20
74,13830,71,1993-04-04
2,4549,31,1985-12-24
60,4895,72,1996-11-22
52,16217,190,1997-05-18
61,11724,294,2009-03-24
73,1169,112,2011-04-02
47,10829,248,2010-04-28
71,1299,90,2010-10-05
71,6222,150,2013-01-07
20,11844,338,1978-09-01
11,13838,90,1973-12-18
64,8788,150,1994-01-27
69,3226,334,2015-03-01
67,3799,100,1996-01-01
7,11806,187,1965-03-01
26,11695,186,1986-01-25
46,7101,184,1965-05-03
70,1302,286,2001-12-21
74,14447,53,1990-01-29
45,7126,179,2018-04-30
23,4182,194,1984-11-06
29,576,228,1992-05-12
4,13713,133,1988-06-13
68,10732,332,1969-02-24
32,11805,352,1998-01-25
68,12812,1,1986-06-10
12,14951,26,1986-06-28
32,16033,59,2010-08-05
9,15988,204,1987-06-18
58,13381,358,2012-05-05
28,11332,372,1963-09-02
71,7232,40,1962-09-14
32,14213,42,1967-08-18
74,4327,162,1966-11-08
7,10042,81,2020-08-02
27,521,7,1962-10-28
42,10539,2,1977-11-09
37,9253,268,1964-11-01
37,11023,347,2020-06-13
28,4505,298,1971-12-01
11,14065,238,1982-12-25
24,1873,96,2008-01-03
10,3666,13,1971-02-13
10,11110,19,1991-02-25
73,16809,341,1999-08-20
51,14201,304,1969-06-12
77,969,153,1961-01-23
65,922,208,1997-12-17
4,2107,68,1961-04-26
78,4870,245,1968-07-20
46,7141,339,1987-08-07
46,15680,351,1968-09-16
18,5465,318,2002-08-22
43,9754,226,2012-12-15
16,4666,200,1998-08-06
7,3330,279,1994-08-13
48,6890,231,1966-10-12
4,2443,370,2018-08-31
59,12492,323,1989-09-02
15,8245,181,1983-03-16
64,12656,301,2012-12-28
68,12168,51,1994-03-16
53,6895,57,1966-01-15
79,7716,204,1977-10-14
53,14237,357,2007-03-18
8,339,115,2016-10-29
77,13118,66,1986-10-14
4,5967,111,1999-07-16
13,7682,274,1970-11-02
47,5791,320,1990-02-20
22,1158,249,1991-05-15
12,7209,229,1964-10-19
25,16127,241,2019-08-16
42,4780,219,1969-11-16
19,13827,21,1968-06-30
60,2079,44,1967-05-22
13,7359,4,1969-09-07
73,11436,195,1969-09-21
30,9600,316,2011-07-31
46,13249,249,2004-05-18
10,28,197,1972-06-13
17,11209,243,1997-01-24
13,1016,111,1992-03-31
33,3389,60,2018-12-04
2,13181,336,2019-06-19
79,5410,207,1991-08-31
70,10369,251,1999-08-13
79,3243,43,1993-01-14
34,7302,3,1968-09-25
29,6546,95,1969-05-16
75,11008,296,1987-05-20
45,3627,314,1970-03-16
20,10537,65,2015-04-16
19,7598,174,1985-07-25
52,12759,324,2015-06-29
5,3617,52,1963-09-10
56,16234,355,2011-12-12
21,3862,313,2010-09-16
4,8606,162,1989-05-28
46,838,298,1969-07-06
2,10314,358,1988-06-21
63,9618,144,1995-03-15
42,13665,354,1990-02-16
80,6728,178,1973-01-08
21,992,201,1987-04-23
31,14428,215,2012-07-29
32,14313,93,2018-05-27
54,11367,312,1989-04-24
73,2439,284,1984-06-25
44,9109,253,2008-07-22
36,1459,349,1969-07-22
46,16092,168,1999-02-24
32,8054,12,1994-06-17
30,4067,178,1963-12-10
45,830,234,1993-08-05
55,6140,123,1986-01-30
56,13083,287,2004-03-29
21,4322,3,1995-05-13
73,2847,179,1977-03-09
63,6725,309,1971-10-29
57,7690,372,1976-04-03
21,4766,212,1988-08-18
5,12096,107,2010-04-22
72,12846,270,1964-12-31
24,2,81,2000-04-04
62,1999,343,2007-06-14
15,6077,48,1990-10-21
62,15302,213,2000-08-24
67,3693,216,1967-12-18
23,7370,79,1988-12-16
65,9615,206,1978-02-28
15,7495,78,1973-07-20
56,12903,188,1970-03-30
63,9485,10,2019-05-31
25,3298,212,1998-04-28
6,11153,258,1999-01-17
70,11607,70,1964-03-25
69,14816,206,1987-06-09
43,8019,164,1969-05-26
57,160,307,1982-10-16
6,1480,56,1978-08-19
50,13456,141,1965-09-22
40,8798,209,1989-01-03
66,6677,33,1964-05-12
53,4603,122,2012-04-08
17,4139,276,1967-12-16
2,4058,213,1966-03-14
27,1207,370,1963-07-08
66,1179,281,1965-07-07
43,14953,56,1992-11-01
35,13438,248,2000-05-25
56,7945,32,2015-07-09
2,9003,328,2007-02-20
80,907,134,1996-06-05
44,8570,81,1985-03-11
11,12922,307,2014-03-31
40,6438,340,1967-02-16
59,693,259,1990-01-06
61,3260,46,1973-07-02
31,10766,209,1986-05-28
45,4266,267,1984-07-19
38,1886,37,1987-09-21
32,13678,102,1969-07-04
51,3230,108,1998-04-15
79,11479,351,1981-12-07
12,1371,288,1991-05-03
61,8320,88,1992-05-15
12,15215,214,2002-11-08
23,13790,9,2013-03-02
36,5515,154,1974-01-26
13,12084,105,1968-05-26
16,6825,154,2011-05-01
32,2590,73,1984-11-12
8,15537,43,1969-07-10
50,14527,233,1963-01-11
31,281,188,1992-04-30
7,16182,248,1963-02-15
28,10572,107,2001-09-23
20,13405,290,1984-04-23
80,11100,282,2009-06-18
52,9485,311,1985-06-11
32,5281,252,2011-02-01
54,10446,28,2001-12-28
44,13907,111,1992-06-26
20,7778,299,1973-03-07
30,2634,48,1993-10-11
17,3565,277,1994-07-16
75,12763,60,1998-12-04
18,7926,63,2015-10-16
28,6173,258,1989-05-03
72,13205,327,1978-03-17
46,14674,271,2016-08-26
58,15998,152,1981-06-20
47,11059,26,1975-03-14
32,8314,105,2001-05-29
46,2549,263,1975-06-10
35,3457,200,1989-07-23
14,11293,254,1978-01-19
10,1721,293,1995-05-27
69,582,126,2011-02-07
48,11089,335,2000-07-03
37,223,8,1986-02-21
46,10786,28,1983-11-29
4,10762,13,2006-05-11
4,2911,171,1964-08-28
31,8727,365,2012-08-17
8,13274,108,1977-03-28
68,13519,299,2014-09-21
34,11156,255,1977-06-25
9,15990,295,1977-03-19
7,1328,107,1982-03-31
15,4927,169,1980-03-04
61,6423,339,1980-11-11
35,672,344,2008-06-12
22,10715,87,1969-06-22
26,16850,36,2008-10-26
32,15163,349,1988-01-21
66,5126,360,1987-05-30
11,13354,190,1994-05-01
65,8534,175,1997-11-02
12,16264,139,1979-11-20
70,10923,191,1998-09-20
57,8694,116,1981-12-09
41,4536,56,1974-12-23
47,15335,44,1992-02-05
35,14017,319,2011-03-23
64,13910,143,1986-10-24
53,10364,203,1986-11-27
41,6550,182,1993-04-25
79,1028,80,1986-01-22
33,10841,94,2007-03-28
34,9434,39,2007-11-16
72,12778,194,1964-07-28
22,1017,183,2002-04-28
34,12854,1,2018-01-28
15,6828,43,1975-09-24
21,8472,258,1984-01-13
58,15379,209,1975-01-25
28,2329,123,1992-07-15
10,1964,344,2006-11-30
72,4428,243,1976-01-09
75,2130,198,1970-01-12
3,191,143,2000-04-13
17,40,153,1985-11-28
67,11197,195,2003-11-21
66,2119,228,2007-12-09
11,2035,230,1997-02-19
16,3093,285,1977-09-30
42,15910,154,2001-07-06
9,8714,83,1969-05-12
35,1630,339,1977-10-16
7,12822,216,2019-02-10
9,12367,222,1983-12-19
26,6820,354,1968-05-22
27,13853,361,1991-07-02
45,11076,184,1976-08-06
58,2197,344,2010-03-17
24,11186,188,1988-11-11
41,6069,157,1989-02-26
75,10438,91,1995-04-23
12,3949,137,1986-12-20
52,1959,92,1984-09-02
53,13271,95,1991-01-12
33,10095,91,1976-06-30
25,1339,213,1971-01-02
69,6408,217,2008-09-12
48,7553,221,2001-04-16
28,3215,105,1995-01-17
70,11646,294,1968-07-23
5,11424,58,1996-12-22
59,2907,307,1987-08-22
72,3727,112,1982-07-18
28,8262,348,1997-04-28
47,3138,344,2005-02-07
9,4167,83,1986-07-21
53,8050,55,2011-03-30
32,2067,229,1993-02-21
46,7434,244,1965-12-23
28,6716,149,1987-01-20
49,7688,195,1966-03-16
79,3075,195,1984-03-07
4,1915,189,1999-03-21
42,9168,101,1992-12-01
31,4452,290,2020-10-01
28,9401,64,1999-02-07
21,7233,115,1964-04-02
45,16748,67,2007-03-18
8,3417,276,1986-12-14
47,6107,321,1970-12-02
9,9704,103,1970-02-14
42,4577,268,1972-03-11
75,6874,174,2006-02-28
68,10893,145,1961-03-18
22,12038,185,1970-08-22
40,16249,13,1993-01-15
51,15645,13,2005-07-10
8,1262,252,1998-06-29
8,10489,310,2013-09-21
26,4053,282,1984-06-30
19,15106,211,1966-06-05
14,1591,218,2020-12-24
73,6228,14,1986-11-16
25,6650,223,1989-04-22
33,867,132,2015-06-24
22,11653,301,1974-09-19
23,11107,97,2000-09-30
17,15703,120,1987-11-05
53,10607,133,1978-02-08
49,15665,289,1968-04-15
10,3945,173,1980-03-31
11,1462,252,2012-09-07
68,1282,114,2013-01-04
68,16071,197,1997-09-25
48,16776,234,1965-08-03
24,5530,10,2011-06-05
69,12010,338,1966-09-19
34,13390,70,2010-06-02
16,7755,66,2019-12-15
4,13068,94,1975-08-14
80,6261,49,1982-03-25
9,7897,331,2017-09-02
44,14851,113,2014-12-06
5,3342,201,1980-08-14
66,5711,47,1974-01-19
27,754,319,1969-12-19
40,13921,263,1984-10-08
3,5260,203,2017-01-12
7,6825,192,1993-02-27
35,2233,265,1973-12-27
37,170,353,2002-12-29
12,2222,68,1978-05-01
24,16141,254,1993-09-11
70,8861,308,2018-05-13
47,14199,125,1972-09-21
60,7283,124,1998-12-30
33,10281,81,2006-08-18
38,11764,140,2016-05-31
64,16446,332,1986-12-19
20,12054,55,1989-10-11
50,10870,246,1978-02-19
44,1831,41,2006-01-15
37,8682,21,2011-09-08
49,1198,238,2011-11-12
61,8201,71,2019-12-02
52,5600,367,1978-01-17
44,10980,35,1997-01-04
65,256,260,2016-02-24
47,15021,325,2018-11-01
24,6499,218,1976-11-24
37,15189,122,2016-06-05
55,14085,173,1967-02-16
13,772,287,2015-10-10
71,16257,113,1977-04-23
15,14375,69,1994-01-06
24,57,2,1985-05-28
39,14629,49,1968-06-03
6,6370,332,1995-12-26
16,3541,223,1991-08-25
73,14491,154,1967-09-15
36,7929,368,1970-07-08
24,15231,174,1971-02-01
7,3560,275,1961-05-23
19,4581,170,1996-02-22
21,874,176,2015-11-22
44,13161,94,1963-03-17
73,4874,22,2005-08-29
37,1943,341,1973-12-16
25,2472,326,1963-06-18
68,11908,44,1966-11-09
20,11556,305,1991-04-27
73,3050,114,1961-06-17
28,14712,178,1986-05-03
11,11988,281,1986-07-28
13,6222,116,1967-09-08
57,2525,307,2015-09-15
44,4419,355,1967-12-26
11,571,369,1962-01-07
11,379,226,2006-11-20
30,11921,291,2006-07-20
28,16781,264,1971-02-08
49,7396,246,1986-11-03
77,16326,197,1969-09-28
80,2050,102,1985-09-15
28,1421,293,1974-03-11
71,14358,258,1983-04-23
18,6934,351,1983-09-19
23,3871,5,1989-10-28
63,10361,152,1993-03-28
7,16123,348,1993-02-02
42,10387,329,1966-01-09
19,6920,273,1973-12-14
65,5692,40,2003-07-23
64,7570,141,1988-07-29
49,4566,29,1973-09-05
69,10302,212,1975-02-12
75,2440,216,2002-06-20
45,14030,237,2017-05-31
32,14395,260,1995-03-15
35,5211,56,1982-09-25
34,10077,336,1996-12-20
28,5149,335,1996-06-07
12,10381,267,2002-06-10
47,6539,279,2006-06-08
53,5702,228,2007-01-20
65,14549,315,1990-05-02
47,15239,235,2000-12-05
6,9990,26,1997-04-10
69,9362,179,1988-06-11
20,5774,343,1978-04-08
31,3236,85,2002-02-23
70,1591,331,1978-11-29
78,11874,354,2017-08-22
51,6937,242,1996-07-26
48,10938,159,1988-04-15
73,71,126,1988-01-06
65,6445,145,1992-03-02
2,1458,104,1964-03-06
13,3290,205,2005-06-03
77,4519,163,1996-03-29
22,14015,188,2017-10-17
2,3102,226,2003-04-01
66,12317,50,1990-12-16
73,5893,281,1998-03-22
45,10726,66,1991-08-02
52,2975,230,1999-05-03
79,9948,322,2011-10-10
77,6532,330,1970-09-25
66,13744,255,1970-10-13
52,7872,244,2007-07-17
77,16845,50,2016-05-10
20,1220,220,1999-01-28
50,11863,301,1987-06-19
42,9992,306,1987-10-03
34,15699,265,1997-03-16
29,5620,126,1963-10-31
53,1501,200,2013-07-13
52,11859,336,2015-02-01
17,1332,343,2002-06-02
73,15972,148,2016-11-22
5,4323,293,1990-08-14
30,13709,366,2007-08-26
29,5325,43,2003-12-18
75,4309,360,1975-07-09
5,583,19,2006-11-20
14,15694,307,1979-09-04
39,4890,85,2001-05-06
13,3201,124,1980-03-20
54,5635,95,1982-03-05
13,6997,59,1984-09-25
9,3341,269,1973-05-20
54,14707,221,1982-04-19
76,9522,40,1966-10-04
8,12765,118,2017-12-13
67,6019,97,1974-09-14
38,13223,240,1970-12-28
29,4750,323,2007-10-05
72,789,135,1990-07-03
75,13691,281,2009-12-31
80,3755,150,1996-08-18
17,12571,258,1999-09-08
80,14291,46,2017-07-11
8,14412,15,2020-08-11
23,14247,344,1995-03-15
44,8908,218,1972-08-01
34,12842,149,2005-12-23
57,9236,25,1968-06-02
41,16585,9,2003-04-08
28,7648,110,2006-12-11
35,14310,21,1963-06-14
48,1852,317,1971-05-29
61,7671,51,1995-01-23
45,10289,230,1974-08-05
40,15133,92,1990-11-23
40,14693,141,2003-08-28
47,14847,331,2000-08-21
19,8104,302,2015-08-24
45,10873,324,1968-08-28
70,8600,240,1984-11-15
32,11834,179,2005-11-20
72,8987,11,1991-06-05
54,10515,276,2011-02-27
17,9476,213,1974-08-19
51,8739,34,2010-09-11
28,10991,162,1986-06-13
19,7486,221,2017-07-23
42,7418,281,1978-04-04
34,4407,213,1968-04-28
32,8194,225,2012-03-13
35,16219,191,1990-03-14
11,5553,227,1993-03-02
19,14033,234,1961-05-29
57,3137,15,1989-08-13
77,3936,243,2011-11-25
24,14524,332,1969-05-31
44,5936,357,1979-03-19
27,15182,117,1964-07-18
56,6707,103,1974-10-03
63,5145,372,1964-11-29
55,4095,134,2008-11-22
65,2149,114,2014-05-15
10,3924,220,1967-12-06
4,1572,96,1969-08-20
41,16762,232,2019-02-19
18,5256,269,1982-05-24
54,4698,102,2005-09-10
73,11673,360,1987-02-01
33,548,60,1989-06-18
59,14848,177,2002-08-05
30,9062,213,2001-09-15
31,9144,24,2008-05-13
62,4835,41,2020-02-07
67,12013,370,1974-02-11
52,11300,129,2013-03-30
13,7236,38,2001-07-13
46,16367,112,1995-03-13
2,14243,276,2000-12-21
66,15262,333,1976-08-19
48,10820,94,1984-03-04
18,188,50,2011-09-07
50,11821,340,1994-06-06
23,734,264,1999-04-16
22,16655,253,2010-07-07
10,13419,238,1981-05-11
44,13248,322,1968-02-03
62,4708,110,2001-05-20
29,14973,340,2012-05-13
30,11670,97,2015-06-10
67,14365,347,1987-08-17
79,9177,297,1967-01-28
14,13299,249,2011-12-13
34,10285,75,1997-11-11
63,5794,239,1972-09-14
16,2581,272,1997-12-21
60,9827,232,1987-11-14
43,12436,32,1980-05-26
71,11466,124,2018-08-24
7,9813,333,1984-08-07
24,8694,363,2014-12-01
36,12951,49,1997-04-05
61,15292,353,2010-12-19
44,363,183,1994-08-09
19,7621,226,2015-03-01
29,5529,112,2020-05-22
38,1896,291,1972-07-16
59,8548,250,2006-01-01
55,16157,207,1969-11-03
21,15444,214,1969-08-10
64,4299,206,1998-11-23
56,12216,293,1990-10-23
31,12755,152,2012-04-06
40,14169,137,1964-06-05
21,4831,3,1979-11-29
33,101,239,2002-07-06
67,15377,79,1981-03-07
19,6332,121,1986-06-18
55,4857,66,1991-07-28
35,10426,91,2019-11-09
18,9270,78,1991-04-16
54,8547,367,2015-03-15
66,16661,149,1970-05-01
65,4950,92,2014-06-02
74,4614,149,1980-03-17
47,15572,169,1985-10-09
7,1736,9,2018-09-16
37,1828,302,1965-09-19
39,8749,341,1989-03-02
66,12977,335,1962-06-20
24,11497,44,1977-04-07
2,10599,163,2015-03-26
8,15043,126,1984-12-05
34,14470,250,1965-04-21
53,509,359,1982-01-06
77,973,137,1964-09-06
38,1118,110,2014-02-06
62,16673,306,1987-02-08
28,15242,327,1991-05-13
43,16277,230,1972-04-24
40,13256,92,2015-08-11
22,14950,69,1994-11-23
72,1595,118,2007-10-25
31,12715,279,1967-07-05
44,3514,325,1993-03-19
30,13854,227,1992-11-27
11,2426,292,2003-09-26
4,14829,30,1991-09-19
45,16544,261,1990-03-17
29,10296,337,1989-12-04
78,11061,33,1988-07-21
55,11656,22,1972-11-12
26,13682,28,2016-02-27
27,12201,312,2014-10-22
37,82,205,1999-11-07
32,15990,323,2019-02-20
8,7202,31,1978-05-15
8,13494,93,1976-04-26
61,6799,137,2006-01-12
59,5334,41,1989-03-27
73,519,120,1978-07-17
77,7120,323,2009-02-16
11,10291,84,2000-07-09
6,9856,56,1976-08-13
56,3198,282,2020-11-24
49,7250,172,2002-05-22
59,13780,93,2004-04-29
65,12542,85,2000-07-30
15,11079,285,1971-07-17
15,9975,137,1985-08-02
40,11506,193,2008-02-28
50,2675,65,1998-09-15
60,16220,109,1974-11-28
71,16355,218,2019-10-03
18,9949,117,1976-10-23
24,14447,285,1997-01-22
17,11611,138,1997-02-22
48,12856,251,1993-09-22
15,2112,43,1968-01-03
47,1060,333,1992-01-04
37,8225,97,2011-08-04
70,8799,263,1971-11-29
77,16063,64,1997-11-11
13,12024,163,1974-04-18
20,13955,213,2009-12-05
35,16265,22,1962-11-27
2,14078,267,2003-09-30
2,16229,105,2009-03-20
18,75,249,1973-01-17
75,14562,153,1977-02-17
36,1060,88,2013-01-09
61,290,299,1975-06-30
15,5891,110,1962-08-06
14,16845,292,1976-12-24
23,2172,200,1993-06-14
13,10944,343,1995-11-10
50,5106,317,1962-12-27
32,1715,197,1968-09-09
79,16663,23,1982-07-21
19,15257,280,1995-05-11
23,3237,221,1999-04-23
3,12322,371,2016-08-06
12,7151,14,1995-11-17
21,12514,295,1972-02-04
68,16204,119,1986-03-13
23,7985,81,1995-07-13
19,12676,169,2016-02-05
38,7153,2,1984-12-21
72,1625,223,1971-03-20
37,2475,45,1988-05-21
12,16075,197,1973-12-26
52,8255,118,2015-05-18
67,9935,366,2015-08-23
24,13033,313,2004-07-18
19,10065,253,2015-08-01
31,7756,148,1994-02-09
6,9358,38,1963-10-03
18,9604,344,2000-05-17
3,12050,276,2016-04-14
46,12066,31,1972-07-22
56,14816,177,1967-03-05
3,2209,373,1994-09-02
64,6972,126,1986-04-27
23,7433,103,1969-05-25
61,13507,126,1979-04-21
18,13531,314,2017-04-14
23,946,173,1973-05-10
57,15031,71,1970-08-18
72,13620,99,1985-05-14
32,14684,258,1978-12-27
71,16432,7,1981-08-10
20,7183,247,1993-11-10
4,10328,11,1989-06-12
18,7306,67,1966-03-13
28,8211,359,1969-04-09
54,5911,226,2016-06-12
45,4609,194,2002-10-22
40,3557,21,2009-09-26
59,15247,189,1965-03-08
18,2718,160,1977-09-19
77,3337,373,2006-01-25
66,9819,340,1970-10-24
72,6592,75,2000-12-22
33,3051,203,1999-12-03
18,394,156,2008-01-24
40,5912,294,2004-02-17
54,6324,198,1984-08-24
9,13765,319,2006-08-18
20,14281,54,2017-05-17
45,15475,337,1966-09-28
29,1252,306,1980-12-24
48,70,226,1979-08-13
53,3808,283,2012-02-23
5,10976,301,1984-12-24
20,977,122,1985-06-21
70,1394,373,1984-08-21
4,3805,120,1995-08-06
13,3750,121,1987-11-08
12,14431,248,1986-05-16
61,14435,141,1982-03-29
18,755,65,2013-01-01
5,13055,191,2009-07-17
30,14642,24,1976-07-08
67,4821,305,1983-06-22
2,1260,104,2004-10-13
47,4443,272,1980-12-08
27,14754,45,1998-02-13
71,8349,32,1992-12-16
21,14809,207,1976-06-17
68,3876,57,1990-06-06
61,13558,56,1973-06-28
49,754,361,2013-01-19
33,9409,27,2004-09-13
76,7892,341,2010-06-19
71,16501,67,1968-05-07
30,2326,174,1963-11-06
56,5327,192,2006-01-26
69,15044,66,1999-10-26
58,8401,289,2016-05-20
36,16646,207,1973-01-04
34,343,309,1978-02-06
36,4363,154,2020-01-09
65,3947,318,1988-02-21
2,15685,1,1967-01-01
30,11021,53,1971-03-22
28,1215,201,2020-09-18
66,6794,39,2015-04-15
9,5849,178,1968-12-21
69,6819,67,1998-12-31
80,4609,250,1970-12-05
29,14390,373,2001-05-20
34,4882,138,2010-12-03
8,875,41,2002-09-06
69,4472,223,2018-08-30
70,5851,312,2013-08-24
32,5403,324,2019-03-11
44,5450,11,1964-01-21
59,3945,165,2012-05-09
34,11985,152,1976-06-27
52,13511,243,1965-06-26
25,1010,318,1991-06-08
26,1826,12,1968-08-07
27,6217,54,1990-11-19
65,9754,81,1988-08-08
38,4433,253,1964-03-10
40,410,45,1973-11-09
69,6732,249,2003-09-09
3,4859,253,2014-07-19
39,9793,148,1989-11-25
44,5424,221,2004-06-02
54,3123,191,1989-02-13
6,8661,292,1973-11-27
48,13448,368,2014-06-20
33,14860,33,1969-09-26
15,16764,98,1961-12-26
49,8573,219,2017-12-01
13,1720,46,2014-11-03
46,15801,46,2004-01-15
39,5212,297,1974-12-20
68,6580,207,1991-01-27
10,10481,326,1973-04-18
25,13421,252,1991-08-01
31,16215,287,1965-10-22
12,12505,264,1987-04-19
61,15076,226,2011-05-14
56,11790,93,1990-04-05
19,15448,356,2002-08-02
19,2883,318,2018-01-01
32,7581,323,2012-10-26
60,14669,137,1994-02-11
77,4342,323,1997-04-26
65,10631,271,1961-10-26
50,13560,210,1999-06-01
70,15211,99,1982-08-04
16,8067,124,1987-06-02
72,16028,8,1972-07-21
5,2734,313,1971-08-17
61,15870,238,2000-03-26
47,12944,31,1991-05-27
24,4270,62,2007-07-09
52,8890,313,2001-03-06
38,10226,60,2002-11-09
35,14880,189,1971-09-18
73,4851,22,2009-10-19
54,9147,36,1982-03-08
71,13842,206,1984-11-17
33,16811,371,1988-02-08
2,9027,14,2014-09-12
42,507,38,1991-07-02
32,14798,15,1965-05-08
24,11555,42,1988-08-15
5,12796,372,1966-05-06
59,6203,347,1999-01-31
13,13764,152,2002-01-24
9,14251,243,2018-11-07
66,14394,23,1977-11-16
51,2125,17,2019-12-12
77,11902,349,2013-10-27
46,15542,344,1968-08-21
18,14031,351,1991-04-16
31,11729,63,1973-10-26
21,8317,69,1978-03-14
50,6092,247,1976-08-06
18,10737,287,1991-06-08
20,15469,131,1988-11-18
55,1102,100,1971-09-15
40,8785,343,1990-03-29
2,4876,357,1964-06-19
40,14491,105,1972-04-09
54,4003,262,2015-04-23
31,15777,290,1971-08-03
57,3973,122,1968-11-06
76,3924,137,1987-03-04
14,10583,101,1989-02-25
71,14882,306,1989-02-05
36,12174,305,1970-03-03
6,10627,109,1974-03-15
17,13858,164,1984-02-12
21,3732,342,2015-02-13
63,3029,162,1986-05-24
21,14646,240,1990-05-19
21,817,97,2016-05-23
39,1137,50,1989-04-25
5,12234,220,1975-07-23
61,9939,173,1987-08-04
34,10988,62,1994-02-17
45,9896,330,1977-06-08
39,15900,242,2016-02-28
64,2261,358,2016-03-10
46,6487,265,1989-12-25
3,14313,225,2010-12-05
41,10952,233,1962-09-18
65,9572,327,1986-11-07
4,8244,306,2011-08-30
28,16692,336,1970-07-11
29,5732,246,2008-03-22
46,9499,249,1985-08-03
23,2980,41,1993-04-21
49,7743,191,1983-03-07
59,13521,206,1990-06-01
41,5807,51,2010-09-26
24,2534,326,1972-08-27
27,8699,290,1982-03-24
77,14693,103,1988-04-09
50,6482,256,1997-05-08
39,13704,88,2007-07-11
44,10306,181,2006-02-03
51,6989,370,2010-04-08
21,13110,186,1987-11-04
54,2324,141,1989-03-17
44,12603,196,1985-02-26
60,2751,96,2004-11-29
65,7800,348,1985-03-19
78,3014,181,1999-01-11
30,6212,146,1992-05-14
9,13765,106,1994-03-20
65,6661,227,2016-09-01
27,7521,257,1966-01-13
18,7463,37,1972-02-05
7,1835,151,1993-11-02
55,3853,4,1975-07-25
64,342,321,2005-07-13
40,8610,132,1974-10-02
8,1351,108,2010-02-18
56,4563,238,2015-11-27
72,1485,153,1961-05-29
23,3260,359,1999-09-13
61,11520,243,1994-06-06
64,3955,357,2017-03-17
32,101,276,1971-03-03
64,6272,25,1994-03-09
36,11203,338,2005-03-16
67,11949,62,1985-02-01
45,7604,77,2012-12-05
36,12337,66,1971-08-22
23,9526,280,1972-12-10
37,16269,196,1961-10-25
56,13190,359,2007-08-01
43,2764,86,2020-07-26
62,7024,282,1969-06-02
