id,passengerID,flightID,luggageID,lost_object,description,color,accepted,amount
5350,43681,10327,162401,0,,Blue,1,612
5351,39476,14060,140814,0,,Pink,0,802
5352,59155,136,42518,1,Up-sized secondary implementation,White,0,573
5353,48677,193,153876,0,Optimized composite model,Pink,1,557
5354,61385,17234,89680,1,Networked foreground instruction set,Blue,1,803
5355,80948,5121,186957,0,Fully-configurable systematic knowledge base,Green,1,429
5356,35689,14180,48374,1,,Green,1,685
5357,18329,19413,210673,1,Fully-configurable user-facing complexity,Yellow,1,719
5358,64585,1631,73147,0,Secured human-resource firmware,White,1,994
5359,75130,10015,585,1,Horizontal web-enabled functionalities,White,0,116
5360,38603,11894,150030,1,Customizable eco-centric approach,Red,1,568
5361,11562,17983,95346,0,Multi-channelled homogeneous instruction set,Blue,1,281
5362,69204,17222,154646,0,,Yellow,0,495
5363,63143,14135,177627,0,Re-contextualized didactic projection,Yellow,1,55
5364,12590,19468,75595,1,Seamless next generation emulation,Blue,1,260
5365,13284,19352,190329,1,Upgradable even-keeled task-force,Black,0,324
5366,69941,14872,60120,1,Secured executive project,Pink,1,911
5367,31195,30,441,0,Phased stable groupware,White,1,808
5368,42960,17223,141857,0,Optional even-keeled moderator,White,0,985
5369,94033,12588,190268,0,Networked stable knowledge user,Red,0,784
5370,47497,10001,180645,0,,White,0,442
5371,35865,4,46350,1,,Pink,1,648
5372,17531,19116,148936,0,,Pink,0,872
5373,16773,16969,139201,0,Ameliorated homogeneous complexity,Green,0,522
5374,39753,12659,89221,1,,Green,0,934
5375,12460,19201,70427,0,Extended empowering challenge,White,0,338
5376,23426,12716,194605,0,Face to face fresh-thinking capability,Green,0,919
5377,22239,10016,99718,0,,Black,0,733
5378,40627,12828,53459,0,Synergized even-keeled local area network,Blue,0,637
5379,96956,59,203086,0,Stand-alone methodical protocol,Red,0,895
5380,61468,99,188596,0,,Black,1,968
5381,85686,14120,156434,1,User-centric empowering Graphic Interface,White,0,292
5382,69858,17236,214634,1,Progressive system-worthy emulation,White,1,589
5383,90406,17220,142558,0,Persistent disintermediate website,Blue,1,825
5384,47523,14847,161748,1,,Red,0,972
5385,884,18687,180383,1,Realigned bi-directional knowledge user,Black,1,479
5386,65479,818,72612,1,Total systemic emulation,Green,0,776
5387,37414,12577,69536,1,Upgradable analyzing portal,White,0,810
5388,27800,14692,160922,0,Synchronised attitude-oriented capacity,Green,0,335
5389,55248,14892,73242,0,Polarised encompassing success,Pink,0,590
5390,72198,17223,88013,1,Extended optimizing customer loyalty,Yellow,0,184
5391,59200,14876,24757,0,Reverse-engineered coherent standardization,Yellow,1,544
5392,10643,19949,10264,0,,Yellow,0,321
5393,38767,133,31766,1,Total empowering analyzer,Pink,1,757
5394,15293,19355,21764,1,Realigned maximized instruction set,Green,0,900
5395,62196,17236,136751,0,Innovative needs-based complexity,Green,0,358
5396,36043,133,9150,0,,Blue,0,496
5397,48487,8381,20911,0,Assimilated encompassing encoding,Yellow,1,105
5398,10053,19800,200442,0,Ameliorated regional intranet,White,1,119
5399,45533,3867,212949,0,Business-focused radical definition,Pink,0,831
5400,14399,14884,211007,1,Digitized methodical data-warehouse,Red,1,240
5401,8617,5384,70752,1,Right-sized attitude-oriented groupware,Red,0,546
5402,64327,14702,235410,0,Devolved 6th generation database,Black,1,379
5403,39455,14020,12910,0,Synergistic regional core,Blue,0,116
5404,53634,2093,133875,0,,Green,1,810
5405,40542,8438,136799,1,Self-enabling coherent time-frame,Pink,0,942
5406,14607,19498,228492,1,Down-sized interactive analyzer,Green,1,20
5407,77844,14992,73568,0,,Green,0,270
5408,40415,8078,133851,0,Diverse asymmetric approach,White,1,201
5409,65650,10012,17556,0,,Green,1,563
5410,44182,8627,10314,0,Pre-emptive disintermediate hardware,Pink,1,751
5411,45114,8744,46541,1,Compatible local hardware,Yellow,1,506
5412,67611,27,162994,1,Up-sized well-modulated analyzer,White,1,481
5413,85917,12780,71713,1,Enhanced bifurcated instruction set,Black,1,69
5414,64845,14140,97397,0,Right-sized multimedia synergy,Red,1,788
5415,19889,19994,47518,1,Centralized exuding approach,Blue,0,198
5416,49409,8379,183796,0,,Pink,1,434
5417,71430,12182,87753,1,Optimized optimal project,Red,1,187
5418,6201,4494,225772,1,Integrated 24 hour forecast,Black,1,898
5419,1770,14890,47971,1,Sharable full-range database,Yellow,1,127
5420,95256,199,28810,1,Sharable full-range interface,Black,0,91
5421,37450,14848,2943,1,Function-based homogeneous adapter,Pink,0,497
5422,13531,12079,224400,0,Progressive user-facing pricing structure,White,0,91
5423,90805,45,6342,0,User-friendly system-worthy standardization,Black,1,62
5424,88044,17223,8392,0,Public-key intangible model,Blue,0,873
5425,13353,12702,212579,1,Devolved scalable toolset,Blue,1,352
5426,14371,19132,97853,1,User-friendly intermediate access,Blue,1,314
5427,33563,62,206651,1,,Red,0,658
5428,15909,19332,231119,1,Down-sized maximized framework,Pink,1,966
5429,40388,8657,195978,0,,Green,1,555
5430,43251,8944,170826,0,,Red,0,56
5431,39157,9793,158791,1,Fully-configurable stable policy,Green,0,430
5432,42941,14029,136081,0,Public-key attitude-oriented architecture,Blue,1,247
5433,19137,19502,41490,0,Multi-layered bi-directional secured line,Black,1,371
5434,12410,14412,185171,0,Proactive analyzing emulation,White,0,970
5435,25666,12308,178118,1,Implemented attitude-oriented hierarchy,Yellow,0,592
5436,40558,46,231460,1,Reduced bandwidth-monitored data-warehouse,Yellow,1,431
5437,25002,9802,38009,0,Visionary client-server knowledge user,Pink,1,916
5438,16434,19627,28430,1,User-centric 24/7 secured line,Yellow,0,295
5439,31602,14158,232730,0,Persevering bifurcated knowledge user,Black,0,651
5440,54741,11764,144058,0,Multi-channelled incremental array,Pink,1,936
5441,75056,14096,77696,1,Fundamental optimizing database,Blue,1,471
5442,40424,8455,218984,1,Innovative 24/7 migration,Pink,1,949
5443,50494,124,198624,0,Progressive incremental function,Pink,1,437
5444,8458,26,36987,1,,Green,1,293
5445,77617,12198,154081,1,Right-sized holistic standardization,Green,1,112
5446,17510,19271,204087,1,Up-sized 4th generation customer loyalty,Black,0,208
5447,69906,8492,214475,0,Triple-buffered fault-tolerant benchmark,White,1,390
5448,76336,18715,86998,1,Optional 5th generation matrices,Blue,1,560
5449,16180,19143,93080,1,Monitored fault-tolerant productivity,Blue,1,314
5450,11821,195,101640,0,Quality-focused next generation standardization,Green,1,647
5451,75940,3928,30757,0,Focused next generation database,Red,1,780
5452,69989,10000,193084,1,Assimilated optimizing hardware,Pink,1,32
5453,74740,14182,219411,0,,Green,0,697
5454,13877,19621,14529,0,Stand-alone clear-thinking secured line,Pink,0,529
5455,755,8249,96420,0,Devolved modular alliance,Yellow,0,859
5456,83883,18480,177326,0,Multi-channelled static groupware,Blue,0,814
5457,61176,188,180782,1,Streamlined needs-based superstructure,White,0,938
5458,5976,13,6792,0,Face to face well-modulated customer loyalty,Blue,1,676
5459,42946,8190,38762,1,Ameliorated coherent access,White,0,436
5460,25195,85,26509,1,,Red,1,73
5461,24148,4241,200702,0,Robust tertiary hub,Green,0,802
5462,9387,12002,155045,1,Optional value-added groupware,Blue,1,450
5463,79180,12903,101332,0,,Black,0,477
5464,11029,19690,13268,1,Future-proofed secondary approach,Green,1,265
5465,32116,170,23566,1,Ameliorated regional utilisation,Blue,0,513
5466,40252,186,66941,1,Cloned holistic solution,Yellow,1,454
5467,44812,8056,2,0,Reactive bandwidth-monitored extranet,Pink,0,152
5468,87303,11747,40095,0,,White,0,294
5469,38171,14706,185410,1,Enterprise-wide asymmetric product,Yellow,1,817
5470,45414,2364,28462,0,Up-sized 5th generation paradigm,Green,0,181
5471,44513,41,98533,0,,Green,1,312
5472,88715,115,168958,1,Implemented uniform initiative,Black,0,685
5473,94578,14877,193721,1,Persevering bifurcated synergy,Green,1,275
5474,20784,140,169715,1,Pre-emptive impactful benchmark,Yellow,1,687
5475,58086,16380,176406,1,Cross-group radical utilisation,Yellow,0,763
5476,28991,12222,166684,0,Self-enabling incremental info-mediaries,Black,1,826
5477,43218,89,49764,1,De-engineered client-driven analyzer,Green,1,522
5478,3924,1439,54382,0,,Black,1,397
5479,77411,12208,187607,1,Organic actuating productivity,Red,1,837
5480,82358,14636,153642,0,,White,0,199
5481,84289,167,136125,0,Centralized coherent algorithm,Black,1,947
5482,37405,12559,233157,1,Managed asymmetric standardization,Blue,1,256
5483,87384,40,191091,1,Multi-layered solution-oriented throughput,Green,1,339
5484,56500,45,133292,1,De-engineered heuristic customer loyalty,White,0,191
5485,46369,14370,155172,1,Programmable mission-critical migration,Pink,1,350
5486,10958,19200,143526,1,Ameliorated grid-enabled infrastructure,Yellow,1,701
5487,10036,10018,5112,0,Inverse heuristic service-desk,Blue,0,159
5488,31494,12316,189923,0,Progressive 24/7 pricing structure,Pink,0,868
5489,34940,12183,137340,0,Synergistic attitude-oriented analyzer,Red,1,206
5490,92518,14717,218130,0,Team-oriented human-resource portal,Black,1,962
5491,29245,14885,230823,1,,White,1,511
5492,36121,14566,141363,0,Diverse executive complexity,Pink,0,742
5493,45558,14901,59665,0,Quality-focused systematic implementation,White,0,691
5494,41637,8388,215599,0,Multi-layered modular capacity,Red,0,199
5495,18608,19940,104957,1,Upgradable multi-state service-desk,Blue,1,216
5496,94088,10004,32425,1,Diverse composite budgetary management,White,1,884
5497,15080,14155,33685,0,,Red,1,250
5498,55695,12582,28173,0,Configurable 24 hour encryption,Red,1,168
5499,69402,7683,138377,1,Switchable scalable installation,White,1,282
5500,84510,12392,64126,0,Distributed responsive strategy,Black,1,239
5501,57062,12023,49374,0,,Yellow,0,776
5502,45403,8277,165607,1,Diverse multi-tasking model,Black,1,193
5503,18684,19074,139801,1,Stand-alone dedicated policy,Yellow,0,552
5504,46616,8330,150219,0,Seamless coherent functionalities,Pink,0,189
5505,91642,14740,227874,1,Devolved value-added analyzer,Green,1,468
5506,15731,12990,187010,0,Decentralized executive orchestration,Red,1,950
5507,29169,14568,175082,1,Operative disintermediate circuit,Red,1,853
5508,7303,147,80007,0,,Green,1,472
5509,82440,12065,201924,1,Inverse mobile ability,Black,1,134
5510,49808,8213,66983,0,Stand-alone 24 hour capacity,Black,1,842
5511,16575,193,139745,1,Synergized intangible installation,Pink,0,363
5512,10642,12821,9028,0,,Green,1,311
5513,45935,14887,173249,0,Streamlined coherent firmware,Pink,1,724
5514,49715,14104,199277,1,Multi-tiered needs-based software,Blue,0,921
5515,64842,14406,195653,0,,White,1,53
5516,15374,28,85295,0,Advanced high-level challenge,Green,1,850
5517,48310,2364,212741,1,,Black,1,32
5518,18500,19735,17153,0,Compatible interactive instruction set,Black,0,195
5519,9236,13484,6236,0,Front-line attitude-oriented contingency,Pink,0,125
5520,38740,14889,21183,0,Grass-roots 24 hour encoding,Black,0,801
5521,18440,19255,100612,1,,Black,1,793
5522,49539,8436,66713,1,Synergized bifurcated monitoring,Pink,1,216
5523,31905,17096,154780,0,Monitored intermediate ability,Green,0,974
5524,6997,8510,135912,1,Profound tangible product,Green,1,77
5525,10927,14231,139190,1,Phased attitude-oriented software,Red,1,977
5526,49845,8157,149353,0,,Yellow,1,164
5527,26188,10014,197127,1,,Blue,1,193
5528,42652,8445,211381,0,Multi-layered systemic complexity,White,1,453
5529,63996,14785,61973,1,Switchable impactful hierarchy,Pink,1,103
5530,81792,14891,66431,0,Public-key multi-state hardware,Red,0,821
5531,33481,14191,26856,1,Ameliorated optimizing middleware,Red,1,583
5532,28479,7839,153005,0,Focused zero administration adapter,Yellow,0,152
5533,80776,77,183364,0,,White,1,249
5534,18477,12152,60188,0,Streamlined motivating productivity,Yellow,1,186
5535,6011,12786,84065,1,,White,0,498
5536,47660,14887,103183,1,,Pink,0,923
5537,47904,8348,164012,1,Switchable local ability,White,1,835
5538,20455,17233,3360,0,,Pink,1,632
5539,12510,9827,42963,0,Synergistic demand-driven function,Pink,0,816
5540,74380,20859,133760,0,Front-line needs-based contingency,White,0,508
5541,17791,19679,3020,0,Mandatory context-sensitive policy,Blue,1,684
5542,2967,5811,72168,0,Function-based 24 hour approach,Green,0,74
5543,17253,13808,71122,1,,Blue,1,962
5544,16427,94,78807,1,Profound demand-driven matrix,Blue,0,385
5545,26071,12987,5340,0,,White,0,205
5546,84857,14025,86306,1,Future-proofed object-oriented leverage,Red,1,80
5547,89854,163,18661,0,Centralized intangible parallelism,Black,0,443
5548,69333,1014,70388,0,Multi-channelled methodical projection,Yellow,0,371
5549,55802,96,216560,0,Integrated high-level flexibility,Red,0,698
5550,84552,14234,16914,0,Open-architected asymmetric methodology,Green,1,784
5551,12750,19852,87451,0,Adaptive motivating encoding,Red,0,263
5552,90393,66,166277,0,Right-sized 6th generation solution,Yellow,1,745
5553,44375,8665,157507,0,,Blue,1,137
5554,10514,40,220286,0,Switchable responsive monitoring,Blue,1,653
5555,7403,14463,61666,0,Programmable 5th generation website,White,0,616
5556,23811,17236,28032,1,Business-focused coherent model,Pink,1,191
5557,47742,141,95084,0,Multi-channelled exuding toolset,Pink,1,927
5558,13546,47,11547,0,Down-sized full-range conglomeration,Yellow,1,797
5559,11008,19165,226062,1,Decentralized directional service-desk,White,0,106
5560,10600,14909,210708,1,Ergonomic national adapter,Green,1,965
5561,33762,13,99362,1,Integrated multi-tasking interface,Yellow,0,477
5562,47048,12221,172524,0,Fully-configurable dynamic alliance,Blue,0,795
5563,16758,12740,22333,1,Organic homogeneous throughput,Green,1,515
5564,16958,19210,194959,1,Mandatory mobile policy,White,0,522
5565,13667,12586,1478,1,,White,0,807
5566,93985,17227,48935,1,Automated local solution,Pink,0,90
5567,26756,49,54222,0,Mandatory optimizing projection,Red,0,50
5568,18234,19879,56720,0,Organic maximized complexity,Black,1,857
5569,14056,19236,15220,1,,White,0,400
5570,44920,12780,213298,0,Synchronised asymmetric task-force,Black,0,101
5571,90364,14874,104870,1,,Blue,1,649
5572,18300,19915,228315,1,Distributed homogeneous conglomeration,Black,0,44
5573,33266,14822,163072,1,Polarised regional internet solution,Yellow,0,241
5574,17440,19893,95946,0,,White,1,748
5575,13780,475,190051,0,Vision-oriented scalable approach,Black,0,754
5576,9672,183,8147,0,Up-sized actuating encryption,Black,1,271
5577,91164,997,182887,1,Function-based radical synergy,Blue,0,645
5578,11625,19174,21302,0,Optional 3rd generation info-mediaries,White,0,874
5579,34282,18261,63997,1,,Pink,1,158
5580,17964,19084,95726,0,Re-contextualized tangible definition,Yellow,0,750
5581,47404,8270,204754,0,Upgradable global initiative,Blue,0,988
5582,51292,79,30095,1,,Yellow,0,977
5583,6669,14826,58061,1,Universal tertiary moderator,Green,1,161
5584,49820,8225,42457,0,Optimized multimedia customer loyalty,Green,0,23
5585,16959,12661,32885,0,Expanded explicit adapter,White,1,41
5586,58313,18,132221,0,,Yellow,1,902
5587,41856,8114,219746,1,,Yellow,0,194
5588,87767,14704,234092,0,Up-sized zero administration architecture,Green,0,677
5589,41978,14213,74496,1,,Green,1,430
5590,73761,3620,132477,0,,Black,1,799
5591,16734,19539,15385,1,,Black,1,663
5592,11604,14623,159844,1,Polarised 24 hour concept,Pink,0,117
5593,10068,19359,199218,1,Front-line disintermediate functionalities,White,1,712
5594,90978,14658,216483,0,Secured analyzing solution,Blue,0,480
5595,11371,846,70930,1,,Yellow,1,486
5596,90925,12475,132911,0,Total interactive intranet,Red,0,734
5597,75686,69,208787,1,Mandatory foreground local area network,Blue,0,549
5598,8891,40,160742,1,Synchronised modular budgetary management,Green,1,68
5599,22901,179,194604,1,Realigned stable adapter,Green,1,770
5600,2832,741,3209,1,,Blue,0,45
5601,27920,14027,66036,1,,Green,0,430
5602,84602,82,221718,1,Ergonomic context-sensitive utilisation,Yellow,1,580
5603,79989,4776,7549,0,Balanced zero tolerance throughput,Red,1,375
5604,16714,19590,94718,0,,Red,1,762
5605,13803,19223,207637,1,Monitored directional encoding,Black,0,936
5606,12867,19373,94630,1,Diverse zero administration workforce,Yellow,0,501
5607,93355,14684,24074,1,,Black,0,316
5608,80459,194,4433,1,Re-engineered multimedia initiative,White,1,865
5609,93353,5083,155349,0,Organic dynamic hub,Green,1,383
5610,14043,12015,47675,1,,White,0,843
5611,92720,14716,228325,0,,Blue,1,333
5612,89504,11591,214032,0,Triple-buffered bifurcated solution,Pink,0,270
5613,43917,8084,231609,0,Ergonomic bottom-line data-warehouse,Blue,1,789
5614,1317,16221,18389,0,Automated solution-oriented implementation,Blue,1,882
5615,31401,7080,32219,0,Assimilated next generation flexibility,Pink,1,240
5616,70587,14741,168834,0,Profound global approach,White,0,171
5617,87725,14057,63008,1,,Black,0,586
5618,48761,8687,206345,0,,Black,1,643
5619,14559,19634,136486,0,Persevering actuating moratorium,Red,0,578
5620,77929,818,190657,0,Re-engineered logistical functionalities,Pink,0,434
5621,18234,19879,196631,1,Business-focused 3rd generation toolset,Pink,1,655
5622,44826,8379,13051,0,Enterprise-wide even-keeled monitoring,Yellow,0,105
5623,36245,4831,217582,0,Programmable encompassing productivity,Black,0,195
5624,94859,12037,176065,1,,Red,1,221
5625,9391,14672,27469,1,Realigned incremental flexibility,Green,1,705
5626,15990,17232,133021,0,Open-source bifurcated data-warehouse,Red,0,311
5627,87779,12928,27536,1,Automated encompassing protocol,White,0,137
5628,45999,8539,196353,0,,Yellow,1,486
5629,63127,166,41743,1,,Yellow,0,55
5630,1703,14069,30696,0,User-friendly multimedia adapter,Black,1,823
5631,46154,8386,165479,0,Total fault-tolerant conglomeration,Red,0,619
5632,69506,7785,172749,0,Upgradable explicit service-desk,Pink,1,983
5633,13816,19750,149919,1,Open-architected radical database,Pink,0,561
5634,16904,19860,82463,0,Stand-alone system-worthy system engine,Blue,1,834
5635,18098,11121,62339,1,,White,0,186
5636,4490,12037,181487,0,,Blue,1,296
5637,49587,151,11197,1,Future-proofed next generation portal,Red,0,490
5638,61851,14357,152514,1,Devolved holistic adapter,Green,1,430
5639,10133,19331,203087,1,Customizable grid-enabled circuit,Green,0,794
5640,61345,14135,39391,1,Stand-alone zero defect paradigm,Pink,0,758
5641,10503,14038,29695,1,,White,0,380
5642,66508,12040,23919,1,,Blue,0,693
5643,4548,14862,225201,1,Optional bi-directional functionalities,Black,1,300
5644,95930,14876,204871,0,Grass-roots composite forecast,Blue,0,648
5645,93165,94,198690,1,Streamlined bandwidth-monitored algorithm,Pink,0,47
5646,35048,68,141126,0,Profit-focused motivating hardware,Red,1,420
5647,92488,14655,60972,0,,Black,0,835
5648,72909,14876,156445,1,Integrated fault-tolerant orchestration,Pink,1,321
5649,56914,14170,215612,1,Re-contextualized attitude-oriented approach,Red,0,248
5650,65901,17861,182109,1,Managed bi-directional hardware,Green,1,461
5651,51239,685,35892,1,,Pink,0,570
5652,47428,8157,96972,1,Synergistic coherent installation,Pink,1,293
5653,13110,19333,28222,1,Down-sized national website,Blue,0,619
5654,41536,8344,203041,0,Reverse-engineered logistical interface,White,1,869
5655,25548,12711,170018,1,Synergized mobile software,Blue,1,866
5656,11150,14884,193663,0,,Green,1,285
5657,22761,12538,216864,0,Managed fault-tolerant attitude,White,0,37
5658,10223,19310,104262,1,Reactive eco-centric encryption,Red,0,707
5659,25479,14948,143339,1,Cloned contextually-based customer loyalty,Pink,0,727
5660,47029,8160,89995,0,,White,1,343
5661,41467,8094,170287,0,,Pink,1,857
5662,2916,14466,204270,0,Organized systemic solution,Yellow,0,652
5663,42756,8226,31545,1,,Black,0,240
5664,55642,4,194829,1,Object-based explicit database,Pink,0,929
5665,31026,17173,158496,1,Enhanced dedicated instruction set,Red,0,606
5666,16801,19097,23884,1,Progressive full-range instruction set,Pink,0,753
5667,48178,19175,152941,0,Secured homogeneous moratorium,Yellow,0,678
5668,44414,1263,220650,0,Grass-roots intermediate synergy,Green,1,990
5669,1957,4,186041,0,Cloned 3rd generation hierarchy,Yellow,0,490
5670,77849,7930,63142,0,,Green,0,287
5671,84641,11954,75927,0,Advanced dedicated process improvement,Black,1,935
5672,82751,17220,215163,1,Sharable executive complexity,Black,1,498
5673,87013,14516,162040,1,Team-oriented optimizing capability,Red,0,703
5674,91968,5121,6562,1,,Green,0,385
5675,31727,90,192950,1,Extended exuding matrices,White,1,88
5676,13262,19034,167056,1,,Pink,0,43
5677,75678,180,216147,0,,Blue,0,119
5678,84631,10726,178229,1,Open-architected interactive help-desk,Green,0,991
5679,92715,10014,76751,0,Synergized discrete hub,Pink,1,378
5680,28978,5708,59187,0,Right-sized zero tolerance migration,Red,0,439
5681,16069,81,6361,0,Open-source content-based middleware,Blue,0,681
5682,46582,10000,10575,1,Fully-configurable neutral benchmark,Red,0,932
5683,31104,12888,35763,1,,Green,0,328
5684,10200,19141,62802,0,Centralized systematic info-mediaries,White,0,93
5685,77751,12507,133273,1,Sharable client-driven installation,Red,1,256
5686,10791,19249,206007,1,Triple-buffered didactic focus group,Pink,1,959
5687,40189,8421,159251,1,,Black,1,702
5688,9595,12229,166694,0,Ergonomic value-added task-force,Yellow,1,762
5689,46373,10018,60666,0,Future-proofed foreground policy,Blue,0,761
5690,56357,14769,181695,0,Proactive analyzing firmware,Yellow,0,570
5691,62873,14884,170298,1,,Red,1,774
5692,42521,8415,141468,0,Compatible optimizing customer loyalty,White,1,400
5693,58855,20661,103761,1,Up-sized non-volatile secured line,Blue,0,214
5694,76966,12585,103141,1,Up-sized optimizing application,Blue,0,816
5695,82177,14475,78643,1,Open-source high-level protocol,Pink,0,159
5696,46354,8636,94515,0,Business-focused zero tolerance artificial intelligence,Green,1,60
5697,32023,12824,182284,0,,Red,0,102
5698,18202,14784,52565,0,Operative explicit Graphical User Interface,Yellow,1,292
5699,87313,14028,203902,0,Business-focused didactic hub,Red,1,500
5700,29113,12368,1093,0,,Pink,1,695
5701,46913,8591,25925,1,Right-sized disintermediate artificial intelligence,Black,1,373
5702,68968,12723,23751,1,Robust 4th generation system engine,Black,1,840
5703,82860,17228,137209,1,,Green,1,76
5704,39626,17992,184286,0,Balanced reciprocal adapter,Pink,0,958
5705,89688,5121,46185,0,Cross-platform systematic algorithm,Pink,0,550
5706,51934,24,156934,0,Right-sized tangible website,Black,0,689
5707,12681,19664,145550,0,Re-engineered zero defect website,Green,1,274
5708,57621,14037,30995,0,Implemented composite encryption,White,1,733
5709,68458,12468,207109,0,Open-source multimedia encoding,Green,1,311
5710,21577,6136,88391,1,Distributed bottom-line encryption,Black,1,267
5711,45582,8872,20471,1,Networked responsive array,Pink,0,97
5712,38853,10002,144502,0,Centralized multimedia analyzer,Pink,0,212
5713,71168,14673,60020,1,,Green,0,758
5714,38210,5121,133794,0,Vision-oriented grid-enabled paradigm,White,0,597
5715,66643,12159,205565,0,De-engineered bi-directional neural-net,Blue,0,682
5716,8184,13343,152740,1,Profound directional website,Blue,1,256
5717,91514,6335,232039,1,Multi-tiered modular matrix,Pink,0,81
5718,22453,132,219029,0,Customer-focused maximized task-force,Black,1,463
5719,36594,1543,228761,1,,Blue,1,778
5720,44158,12232,79754,0,,Blue,0,366
5721,40294,8023,39456,1,,White,1,540
5722,5552,13475,98139,0,Devolved cohesive strategy,Pink,0,825
5723,31384,14609,227162,0,Front-line solution-oriented open system,Pink,1,549
5724,65929,14169,195359,0,,Red,1,932
5725,15624,47,29868,0,Implemented radical forecast,Red,1,329
5726,82291,14495,202218,0,Phased client-server hardware,Black,0,165
5727,49617,8367,169682,1,Reactive methodical neural-net,White,1,541
5728,80714,14889,212828,0,Public-key stable approach,Green,1,806
5729,8054,124,50240,0,Fully-configurable bandwidth-monitored moratorium,Blue,1,967
5730,1880,179,205738,0,,Pink,1,274
5731,89128,30,70595,1,Proactive explicit customer loyalty,White,0,230
5732,40365,12565,51957,0,Synergistic mobile moderator,Yellow,0,166
5733,16868,14967,18781,0,Extended zero administration middleware,White,1,224
5734,71783,14853,212360,1,Secured global flexibility,White,1,383
5735,34909,12895,15183,0,Seamless empowering initiative,Blue,0,668
5736,10260,19208,174279,1,,Green,1,363
5737,46850,191,183380,1,Extended reciprocal functionalities,White,1,399
5738,20434,12258,65502,1,Switchable secondary knowledge base,Yellow,1,46
5739,3345,14028,28578,0,Mandatory executive matrices,Red,1,21
5740,25663,37,25249,1,Reactive systematic open system,Green,0,802
5741,78839,6141,83198,0,Multi-channelled motivating parallelism,Green,0,129
5742,13087,19857,234556,0,Digitized bandwidth-monitored process improvement,Blue,0,595
5743,90858,6335,17919,0,Virtual zero tolerance array,Black,0,320
5744,55021,51,95798,0,Right-sized client-server superstructure,Red,1,846
5745,21512,17224,202084,0,Upgradable radical monitoring,Yellow,1,747
5746,17131,19431,39936,1,Intuitive web-enabled protocol,Pink,0,245
5747,26324,14705,69159,0,,Red,1,245
5748,15431,63,80047,1,Organic national interface,Green,1,350
5749,34664,14890,147794,0,,Blue,1,330
5750,92560,10005,53323,1,Centralized fault-tolerant extranet,Blue,1,996
5751,45867,8067,136773,1,Triple-buffered incremental forecast,Yellow,1,885
5752,49333,14873,206635,0,,Blue,0,142
5753,74385,14969,209902,1,Balanced motivating artificial intelligence,Green,1,345
5754,13286,19435,168854,0,User-friendly 24 hour Graphic Interface,White,1,212
5755,18308,26,46522,0,Mandatory directional complexity,Red,1,962
5756,47631,135,204079,0,Multi-channelled didactic help-desk,Yellow,1,526
5757,47326,14886,4755,1,Proactive directional projection,Pink,0,608
5758,31022,14562,216875,1,Grass-roots systematic data-warehouse,Blue,1,593
5759,68495,10086,211365,0,,Pink,0,117
5760,75126,15316,65589,1,Robust 5th generation ability,Pink,1,385
5761,77052,17234,88865,0,Visionary asymmetric support,Pink,0,489
5762,78698,12983,197129,0,Intuitive disintermediate intranet,Blue,1,356
5763,23060,14573,177105,1,Vision-oriented 4th generation project,Black,1,954
5764,51320,14886,58580,1,,Red,0,374
5765,3619,9218,74995,1,Automated systemic projection,Green,0,868
5766,43964,8215,209851,1,Up-sized human-resource collaboration,Black,1,104
5767,69467,14299,205814,1,Innovative actuating monitoring,White,1,443
5768,38044,12627,1504,0,Adaptive local policy,Blue,0,920
5769,78338,11594,17619,1,Synergistic well-modulated time-frame,Blue,0,904
5770,62361,4274,214336,1,,Black,0,228
5771,48401,196,74143,0,Synergized 5th generation definition,Blue,1,655
5772,5865,14462,77468,1,Balanced interactive website,Pink,0,924
5773,93040,157,210001,1,,Red,1,179
5774,5966,14212,215378,0,Ameliorated attitude-oriented throughput,Yellow,1,99
5775,34177,14876,17263,1,,Yellow,1,980
5776,77049,14889,210627,1,Innovative reciprocal monitoring,White,0,140
5777,82065,14581,90137,1,Profound real-time solution,Yellow,1,929
5778,41137,12582,25407,1,Grass-roots well-modulated matrix,Yellow,1,138
5779,55802,197,95224,1,,Green,1,931
5780,52546,4,162181,0,Monitored systematic monitoring,Black,0,338
5781,22945,14957,136015,0,Expanded next generation website,Green,0,146
5782,5553,18714,20260,0,Universal executive orchestration,White,0,708
5783,16580,19855,209498,0,,White,0,371
5784,28919,14877,141876,0,Advanced actuating software,Black,0,459
5785,5330,14761,136467,0,Advanced client-server flexibility,Black,1,686
5786,94384,12368,196582,0,Cross-group tertiary model,Green,0,893
5787,31015,14659,71499,1,Vision-oriented systematic firmware,White,0,56
5788,33327,3507,235474,0,Robust high-level moratorium,Green,1,892
5789,50768,12535,23003,1,Progressive coherent project,Black,1,519
5790,62324,16115,2025,0,Advanced non-volatile flexibility,Blue,1,425
5791,12422,10016,5528,1,Function-based impactful Graphic Interface,Green,0,636
5792,81286,14618,63467,0,,Black,1,125
5793,14561,19620,176321,1,Organic secondary orchestration,Yellow,1,722
5794,28886,12564,133046,0,Triple-buffered fresh-thinking array,White,0,201
5795,75613,14884,226543,0,Configurable value-added framework,Blue,0,421
5796,94062,14473,60993,0,Profit-focused 3rd generation ability,Red,0,493
5797,89500,14805,27553,1,Expanded hybrid capacity,Green,1,684
5798,64768,14888,4607,1,Horizontal 24/7 knowledge user,Black,0,94
